stamp,d_fin,p_fin,s_fin,thruster
1684869344.46214,0,-0.018849555,0.017278759,0.5
1684869344.5019,0,-0.018849555,0.017278759,0.5
1684869344.54244,0,-0.001570796,0,0.5
1684869344.58198,0,-0.001570796,0,0.5
1684869344.62197,0,-0.001570796,0,0.5
1684869344.66216,0,0.004712389,-0.006283185,0.5
1684869344.70167,0,0.004712389,-0.006283185,0.5
1684869344.74141,0,0.004712389,-0.006283185,0.5
1684869344.78109,0,0.007853982,-0.009424778,0.5
1684869344.82314,0,0.009424778,-0.010995574,0.5
1684869344.86243,0,0.009424778,-0.010995574,0.5
1684869344.90237,0,0.009424778,-0.010995574,0.5
1684869344.94254,0,0.036128316,-0.037699111,0.5
1684869344.98216,0,0.036128316,-0.037699111,0.5
1684869345.02275,0,0.04712389,-0.048694685,0.5
1684869345.06174,0,0.04712389,-0.048694685,0.5
1684869345.1016,0,0.04712389,-0.048694685,0.5
1684869345.14189,0,0.04712389,-0.048694685,0.5
1684869345.18281,0,0.043982297,-0.045553092,0.5
1684869345.22253,0,0.073827431,-0.075398222,0.5
1684869345.26274,0,0.073827431,-0.075398222,0.5
1684869345.30231,0,0.073827431,-0.075398222,0.5
1684869345.3423,0,0.061261058,-0.062831856,0.5
1684869345.38243,0,0.061261058,-0.062831856,0.5
1684869345.42264,0,0.067544244,-0.069115035,0.5
1684869345.46298,0,0.067544244,-0.069115035,0.5
1684869345.50196,0,0.067544244,-0.069115035,0.5
1684869345.54176,0,0.067544244,-0.069115035,0.5
1684869345.58156,0,0.059690259,-0.061261058,0.5
1684869345.62106,0,0.067544244,-0.069115035,0.5
1684869345.66132,0,0.067544244,-0.069115035,0.5
1684869345.70248,0,0.067544244,-0.069115035,0.5
1684869345.7426,0,0.064402647,-0.065973446,0.5
1684869345.78204,0,0.064402647,-0.065973446,0.5
1684869345.82209,0,0.069115035,-0.070685834,0.5
1684869345.86227,0,0.069115035,-0.070685834,0.5
1684869345.90293,0,0.069115035,-0.070685834,0.5
1684869345.94311,0,0.069115035,-0.070685834,0.5
1684869345.98143,0,0.048694685,-0.050265484,0.5
1684869346.02182,0,0.081681408,-0.083252206,0.5
1684869346.06166,0,0.081681408,-0.083252206,0.5
1684869346.10223,0,0.081681408,-0.083252206,0.5
1684869346.14283,0,0.058119465,-0.059690259,0.5
1684869346.18261,0,0.058119465,-0.059690259,0.5
1684869346.22228,0,0.070685834,-0.072256632,0.5
1684869346.26162,0,0.070685834,-0.072256632,0.5
1684869346.30325,0,0.070685834,-0.072256632,0.5
1684869346.34281,0,0.070685834,-0.072256632,0.5
1684869346.38242,0,0.062831856,-0.064402647,0.5
1684869346.42223,0,0.075398222,-0.07696902,0.5
1684869346.46149,0,0.075398222,-0.07696902,0.5
1684869346.50133,0,0.075398222,-0.07696902,0.5
1684869346.54206,0,0.070685834,-0.072256632,0.5
1684869346.58304,0,0.070685834,-0.072256632,0.5
1684869346.62297,0,0.062831856,-0.064402647,0.5
1684869346.66248,0,0.062831856,-0.064402647,0.5
1684869346.70215,0,0.062831856,-0.064402647,0.5
1684869346.74164,0,0.070685834,-0.072256632,0.5
1684869346.78278,0,0.070685834,-0.072256632,0.5
1684869346.82282,0,0.061261058,-0.062831856,0.5
1684869346.86237,0,0.061261058,-0.062831856,0.5
1684869346.90211,0,0.061261058,-0.062831856,0.5
1684869346.94158,0,0.051836278,-0.053407077,0.5
1684869346.98235,0,0.051836278,-0.053407077,0.5
1684869347.02245,0,0.062831856,-0.064402647,0.5
1684869347.06317,0,0.062831856,-0.064402647,0.5
1684869347.1025,0,0.062831856,-0.064402647,0.5
1684869347.14197,0,0.062831856,-0.064402647,0.5
1684869347.18199,0,0.062831856,-0.064402647,0.5
1684869347.22156,0,0.031415928,-0.032986723,0.5
1684869347.26161,0,0.031415928,-0.032986723,0.5
1684869347.30232,0,0.031415928,-0.032986723,0.5
1684869347.34322,0,0.050265484,-0.051836278,0.5
1684869347.3812,0,0.050265484,-0.051836278,0.5
1684869347.42122,0,0.031415928,-0.032986723,0.5
1684869347.46214,0,0.031415928,-0.032986723,0.5
1684869347.5021,0,0.031415928,-0.032986723,0.5
1684869347.5427,0,0.043982297,-0.045553092,0.5
1684869347.5827,0,0.043982297,-0.045553092,0.5
1684869347.62208,0,0.050265484,-0.051836278,0.5
1684869347.66224,0,0.050265484,-0.051836278,0.5
1684869347.70199,0,0.050265484,-0.051836278,0.5
1684869347.74199,0,0.025132742,-0.026703538,0.5
1684869347.78219,0,0.025132742,-0.026703538,0.5
1684869347.82244,0,0.020420352,-0.021991149,0.5
1684869347.86245,0,0.020420352,-0.021991149,0.5
1684869347.90231,0,0.020420352,-0.021991149,0.5
1684869347.94236,0,0.003141593,-0.004712389,0.5
1684869347.98294,0,0.003141593,-0.004712389,0.5
1684869348.02227,0,0.003141593,-0.004712389,0.5
1684869348.06172,0,0.003141593,-0.004712389,0.5
1684869348.10183,0,0.003141593,-0.004712389,0.5
1684869348.14183,0,0.018849555,-0.020420352,0.5
1684869348.18166,0,0.018849555,-0.020420352,0.5
1684869348.22125,0,0.021991149,-0.023561945,0.5
1684869348.26286,0,0.021991149,-0.023561945,0.5
1684869348.30284,0,0.021991149,-0.023561945,0.5
1684869348.34211,0,0.014137167,-0.015707964,0.5
1684869348.38234,0,0.014137167,-0.015707964,0.5
1684869348.42197,0,-0.018849555,0.017278759,0.5
1684869348.46442,0,-0.018849555,0.017278759,0.5
1684869348.50217,0,-0.018849555,0.017278759,0.5
1684869348.54139,0,-0.025132742,0.023561945,0.5
1684869348.58171,0,-0.025132742,0.023561945,0.5
1684869348.62169,0,-0.028274333,0.026703538,0.5
1684869348.66222,0,-0.028274333,0.026703538,0.5
1684869348.70292,0,-0.028274333,0.026703538,0.5
1684869348.74238,0,-0.031415928,0.02984513,0.5
1684869348.78179,0,-0.031415928,0.02984513,0.5
1684869348.82232,0,-0.034557518,0.032986723,0.5
1684869348.86301,0,-0.034557518,0.032986723,0.5
1684869348.90256,0,-0.034557518,0.032986723,0.5
1684869348.9415,0,-0.045553092,0.043982297,0.5
1684869348.98155,0,-0.045553092,0.043982297,0.5
1684869349.02151,0,-0.042411502,0.040840704,0.5
1684869349.06181,0,-0.042411502,0.040840704,0.5
1684869349.10163,0,-0.042411502,0.040840704,0.5
1684869349.1427,0,-0.064402647,0.062831856,0.5
1684869349.18283,0,-0.064402647,0.062831856,0.5
1684869349.22221,0,-0.067544244,0.065973446,0.5
1684869349.26177,0,-0.067544244,0.065973446,0.5
1684869349.30268,0,-0.067544244,0.065973446,0.5
1684869349.34296,0,-0.094247781,0.092676982,0.5
1684869349.38257,0,-0.094247781,0.092676982,0.5
1684869349.42148,0,-0.084823005,0.083252206,0.5
1684869349.46181,0,-0.084823005,0.083252206,0.5
1684869349.50185,0,-0.084823005,0.083252206,0.5
1684869349.54283,0,-0.07696902,0.075398222,0.5
1684869349.58309,0,-0.07696902,0.075398222,0.5
1684869349.62256,0,-0.07696902,0.075398222,0.5
1684869349.66178,0,-0.054977871,0.053407077,0.5
1684869349.7026,0,-0.054977871,0.053407077,0.5
1684869349.74284,0,-0.083252206,0.081681408,0.5
1684869349.78265,0,-0.083252206,0.081681408,0.5
1684869349.82263,0,-0.065973446,0.064402647,0.5
1684869349.86181,0,-0.065973446,0.064402647,0.5
1684869349.90165,0,-0.065973446,0.064402647,0.5
1684869349.94132,0,-0.073827431,0.072256632,0.5
1684869349.98206,0,-0.073827431,0.072256632,0.5
1684869350.02363,0,-0.073827431,0.072256632,0.5
1684869350.0627,0,-0.056548666,0.054977871,0.5
1684869350.10242,0,-0.056548666,0.054977871,0.5
1684869350.1419,0,-0.058119465,0.056548666,0.5
1684869350.18198,0,-0.058119465,0.056548666,0.5
1684869350.22275,0,-0.062831856,0.061261058,0.5
1684869350.26244,0,-0.062831856,0.061261058,0.5
1684869350.30234,0,-0.062831856,0.061261058,0.5
1684869350.34193,0,-0.051836278,0.050265484,0.5
1684869350.38157,0,-0.051836278,0.050265484,0.5
1684869350.42272,0,-0.051836278,0.050265484,0.5
1684869350.46263,0,-0.050265484,0.048694685,0.5
1684869350.50285,0,-0.050265484,0.048694685,0.5
1684869350.54248,0,-0.043982297,0.042411502,0.5
1684869350.58211,0,-0.043982297,0.042411502,0.5
1684869350.62177,0,-0.061261058,0.059690259,0.5
1684869350.663,0,-0.061261058,0.059690259,0.5
1684869350.70139,0,-0.061261058,0.059690259,0.5
1684869350.74224,0,0.325154841,-0.326725632,0.5
