stamp,altitude,depth,pressure,temperature
1684869339.38158,-1703.667358398,2.206595898,123150,18.120000839
1684869339.42227,-1714.325927734,2.221538782,123300,18.120000839
1684869339.463,-1724.974853516,2.236481905,123450,18.120000839
1684869339.50278,-1724.974853516,2.236481905,123450,18.120000839
1684869339.54267,-1734.904052734,2.250428915,123590,18.120000839
1684869339.58189,-1714.325927734,2.221538782,123300,18.120000839
1684869339.62135,-1714.325927734,2.221538782,123300,18.120000839
1684869339.66112,-1693.709350586,2.192648888,123010,18.120000839
1684869339.70119,-1714.325927734,2.221538782,123300,18.11000061
1684869339.74382,-1734.904052734,2.250428915,123590,18.11000061
1684869339.78257,-1714.325927734,2.221538782,123300,18.11000061
1684869339.82192,-1734.904052734,2.250428915,123590,18.11000061
1684869339.86145,-1703.667358398,2.206595898,123150,18.11000061
1684869339.90248,-1714.325927734,2.221538782,123300,18.11000061
1684869339.94336,-1734.904052734,2.250428915,123590,18.11000061
1684869339.98261,-1714.325927734,2.221538782,123300,18.11000061
1684869340.02232,-1734.904052734,2.250428915,123590,18.11000061
1684869340.0615,-1724.974853516,2.236481905,123450,18.11000061
1684869340.10221,-1714.325927734,2.221538782,123300,18.11000061
1684869340.14609,-1745.531860352,2.265372038,123740,18.11000061
1684869340.18348,-1734.904052734,2.250428915,123590,18.11000061
1684869340.22259,-1734.904052734,2.250428915,123590,18.11000061
1684869340.26205,-1734.904052734,2.250428915,123590,18.11000061
1684869340.30163,-1724.974853516,2.236481905,123450,18.11000061
1684869340.34212,-1724.974853516,2.236481905,123450,18.11000061
1684869340.38315,-1734.904052734,2.250428915,123590,18.11000061
1684869340.42239,-1724.974853516,2.236481905,123450,18.11000061
1684869340.46188,-1724.974853516,2.236481905,123450,18.11000061
1684869340.50177,-1714.325927734,2.221538782,123300,18.11000061
1684869340.54155,-1724.974853516,2.236481905,123450,18.11000061
1684869340.58202,-1734.904052734,2.250428915,123590,18.100000381
1684869340.62251,-1724.974853516,2.236481905,123450,18.100000381
1684869340.66258,-1734.904052734,2.250428915,123590,18.11000061
1684869340.70213,-1704.377807617,2.20759201,123160,18.11000061
1684869340.74202,-1704.377807617,2.20759201,123160,18.11000061
1684869340.78166,-1704.377807617,2.20759201,123160,18.100000381
1684869340.82151,-1714.325927734,2.221538782,123300,18.100000381
1684869340.86173,-1714.325927734,2.221538782,123300,18.100000381
1684869340.90251,-1745.531860352,2.265372038,123740,18.100000381
1684869340.94186,-1693.709350586,2.192648888,123010,18.090000153
1684869340.98188,-1714.325927734,2.221538782,123300,18.090000153
1684869341.02276,-1704.377807617,2.20759201,123160,18.100000381
1684869341.06237,-1683.030517578,2.177705765,122860,18.100000381
1684869341.10306,-1683.030517578,2.177705765,122860,18.090000153
1684869341.14257,-1662.353271484,2.14881587,122569.9921875,18.100000381
1684869341.18178,-1662.353271484,2.14881587,122569.9921875,18.100000381
1684869341.22183,-1652.358032227,2.134869099,122430.0078125,18.100000381
1684869341.26168,-1652.358032227,2.134869099,122430.0078125,18.100000381
1684869341.30188,-1630.907592773,2.104982853,122130.0078125,18.100000381
1684869341.34165,-1630.907592773,2.104982853,122130.0078125,18.090000153
1684869341.38332,-1600.085693359,2.062145948,121700,18.090000153
1684869341.42243,-1610.130249023,2.076092958,121840,18.100000381
1684869341.46211,-1589.313720703,2.047202826,121550,18.090000153
1684869341.50247,-1547.558837891,1.989422917,120969.9921875,18.090000153
1684869341.54223,-1557.65246582,2.003369808,121110,18.090000153
1684869341.58191,-1525.898803711,1.959536791,120669.9921875,18.090000153
1684869341.62193,-1515.776245117,1.9455899,120530.0078125,18.090000153
1684869341.66261,-1504.918701172,1.930646777,120380.0078125,18.090000153
1684869341.70158,-1473.008911133,1.88681376,119940,18.090000153
1684869341.74181,-1441.003295898,1.842980742,119500,18.090000153
1684869341.7817,-1419.856933594,1.814090729,119210,18.090000153
1684869341.82269,-1441.003295898,1.842980742,119500,18.090000153
1684869341.86257,-1387.692382813,1.770257711,118769.9921875,18.090000153
1684869341.90208,-1366.441650391,1.741367698,118480.0078125,18.090000153
1684869341.94208,-1366.441650391,1.741367698,118480.0078125,18.090000153
1684869341.98219,-1345.147705078,1.712477684,118190,18.090000153
1684869342.02272,-1334.116455078,1.69753468,118040,18.090000153
1684869342.06265,-1334.116455078,1.69753468,118040,18.090000153
1684869342.10182,-1312.758178711,1.668644667,117750,18.090000153
1684869342.1418,-1291.357421875,1.639754772,117460,18.090000153
1684869342.18156,-1291.357421875,1.639754772,117460,18.090000153
1684869342.22126,-1258.8046875,1.595921636,117019.9921875,18.090000153
1684869342.26154,-1258.8046875,1.595921636,117019.9921875,18.090000153
1684869342.30284,-1204.578857422,1.523198605,116290,18.079999924
1684869342.3425,-1258.8046875,1.595921636,117019.9921875,18.090000153
1684869342.3819,-1215.744262695,1.538141727,116440,18.090000153
1684869342.42169,-1215.744262695,1.538141727,116440,18.090000153
1684869342.4619,-1215.744262695,1.538141727,116440,18.090000153
1684869342.50294,-1182.960449219,1.49430871,116000,18.090000153
1684869342.54229,-1182.960449219,1.49430871,116000,18.090000153
1684869342.58175,-1182.960449219,1.49430871,116000,18.090000153
1684869342.62182,-1171.76159668,1.479365587,115850,18.079999924
1684869342.66181,-1139.591064453,1.436528683,115419.9921875,18.079999924
1684869342.70309,-1161.298217773,1.465418696,115710,18.090000153
1684869342.74332,-1128.346679688,1.421585679,115269.9921875,18.090000153
1684869342.78291,-1117.090332031,1.406642556,115119.9921875,18.090000153
1684869342.82199,-1117.090332031,1.406642556,115119.9921875,18.090000153
1684869342.86203,-1128.346679688,1.421585679,115269.9921875,18.090000153
1684869342.90292,-1117.090332031,1.406642556,115119.9921875,18.090000153
1684869342.94297,-1106.57421875,1.392695665,114980.0078125,18.090000153
1684869342.98269,-1106.57421875,1.392695665,114980.0078125,18.090000153
1684869343.02175,-1117.090332031,1.406642556,115119.9921875,18.090000153
1684869343.06168,-1106.57421875,1.392695665,114980.0078125,18.090000153
1684869343.10151,-1095.294067383,1.377752542,114830.0078125,18.090000153
1684869343.14209,-1084.002807617,1.362809539,114680.0078125,18.090000153
1684869343.18319,-1128.346679688,1.421585679,115269.9921875,18.090000153
1684869343.22284,-1095.294067383,1.377752542,114830.0078125,18.100000381
1684869343.26232,-1073.45300293,1.348862648,114540,18.100000381
1684869343.30168,-1095.294067383,1.377752542,114830.0078125,18.100000381
1684869343.34228,-1073.45300293,1.348862648,114540,18.100000381
1684869343.38252,-1084.002807617,1.362809539,114680.0078125,18.100000381
1684869343.42236,-1073.45300293,1.348862648,114540,18.100000381
1684869343.46199,-1084.002807617,1.362809539,114680.0078125,18.100000381
1684869343.50157,-1073.45300293,1.348862648,114540,18.11000061
1684869343.54222,-1073.45300293,1.348862648,114540,18.11000061
1684869343.58257,-1073.45300293,1.348862648,114540,18.11000061
1684869343.62386,-1084.002807617,1.362809539,114680.0078125,18.11000061
1684869343.66256,-1084.002807617,1.362809539,114680.0078125,18.11000061
1684869343.70217,-1084.002807617,1.362809539,114680.0078125,18.11000061
1684869343.74182,-1084.755493164,1.363805771,114690,18.069999695
1684869343.78137,-1084.002807617,1.362809539,114680.0078125,18.090000153
1684869343.82185,-1084.002807617,1.362809539,114680.0078125,18.100000381
