stamp,altitude,depth,pressure,temperature
1684869338.26165,-1662.353271484,2.14881587,122569.9921875,18.149999619
1684869338.30168,-1641.638183594,2.119925976,122280.0078125,18.149999619
1684869338.34202,-1672.340087891,2.162762642,122710,18.149999619
1684869338.38191,-1683.030517578,2.177705765,122860,18.149999619
1684869338.42307,-1662.353271484,2.14881587,122569.9921875,18.149999619
1684869338.46267,-1683.030517578,2.177705765,122860,18.149999619
1684869338.50206,-1683.030517578,2.177705765,122860,18.149999619
1684869338.54256,-1683.030517578,2.177705765,122860,18.149999619
1684869338.58237,-1683.030517578,2.177705765,122860,18.149999619
1684869338.62322,-1672.340087891,2.162762642,122710,18.149999619
1684869338.66193,-1662.353271484,2.14881587,122569.9921875,18.149999619
1684869338.70171,-1693.709350586,2.192648888,123010,18.149999619
1684869338.74285,-1662.353271484,2.14881587,122569.9921875,18.149999619
1684869338.78135,-1683.030517578,2.177705765,122860,18.13999939
1684869338.82132,-1683.030517578,2.177705765,122860,18.13999939
1684869338.86124,-1683.030517578,2.177705765,122860,18.13999939
1684869338.90295,-1693.709350586,2.192648888,123010,18.13999939
1684869338.94415,-1641.638183594,2.119925976,122280.0078125,18.13999939
1684869338.98179,-1724.974853516,2.236481905,123450,18.129999161
1684869339.02207,-1683.030517578,2.177705765,122860,18.13999939
1684869339.06208,-1673.053466797,2.163758993,122719.9921875,18.129999161
1684869339.10295,-1714.325927734,2.221538782,123300,18.129999161
1684869339.14193,-1714.325927734,2.221538782,123300,18.129999161
1684869339.18174,-1703.667358398,2.206595898,123150,18.129999161
1684869339.22166,-1693.709350586,2.192648888,123010,18.129999161
1684869339.26227,-1703.667358398,2.206595898,123150,18.129999161
1684869339.30296,-1703.667358398,2.206595898,123150,18.129999161
1684869339.34289,-1714.325927734,2.221538782,123300,18.120000839
