stamp,angular_velocity/x,angular_velocity/y,angular_velocity/z,linear_acceleration/x,linear_acceleration/y,linear_acceleration/z,pitch
1684869340.14614,-0.00049218,0.00026399,-0.00245734,-0.401908726,2.431036711,9.655109406,-0.040980759
1684869340.18353,-0.00026518,0.00022522,-0.00244783,-0.375667989,2.539618492,9.773130417,-0.038303758
1684869340.22264,-0.0003302,0.000207,-0.00246624,-0.42656371,2.609669685,9.723833084,-0.043496253
1684869340.26211,-0.00045086,0.00017032,-0.00251698,-0.452946156,2.511613607,9.658017159,-0.046188302
1684869340.30168,-0.00047399,0.00019401,-0.00247534,-0.447369367,2.382136822,9.65841198,-0.045619223
1684869340.34218,-0.00036282,0.00017462,-0.00247989,-0.446324825,2.676431894,9.645079613,-0.045512635
1684869340.3832,-0.00045112,0.0001428,-0.00247028,-0.531909347,2.453045845,9.638604164,-0.054247739
1684869340.42244,-0.00028402,0.00016935,-0.00248919,-0.459627748,2.470710039,9.701381683,-0.04687014
1684869340.46193,-0.00036302,0.00014684,-0.00247037,-0.52237457,2.562186003,9.688620567,-0.053274388
1684869340.50181,-0.00014518,0.0001408,-0.0024472,-0.531907439,2.481248617,9.616437912,-0.054247544
1684869340.54164,-0.00001523,0.00014892,-0.00247987,-0.512385011,2.479094028,9.638995171,-0.052254665
1684869340.58206,0.00009121,0.00012037,-0.0024704,-0.61139828,2.538866043,9.635204315,-0.062364402
1684869340.62258,0.00012349,0.00009696,-0.00247489,-0.537438035,2.479002237,9.68990612,-0.054812155
1684869340.66261,0.00012346,0.0000782,-0.00248866,-0.630410314,2.473040819,9.628762245,-0.064306321
1684869340.70217,0.00009598,0.00013413,-0.00248445,-0.163296118,2.779517174,9.249480247,-0.016646652
1684869340.74207,0.0059093,0.000029,-0.00228235,0.628925085,2.653407335,9.550391197,0.064154609
1684869340.7817,0.00594142,-0.00001754,-0.00226805,-0.351730198,2.565764427,9.784239769,-0.035861937
1684869340.82157,0.0032234,0.00058717,-0.00225481,-0.777019024,2.63587141,10.051465034,-0.079289887
1684869340.86177,0.00160597,0.00212932,-0.00243212,-0.5711689,2.829092979,10.334516525,-0.058256075
1684869340.90258,0.00044719,0.00361719,-0.00264366,-0.538933098,2.826236486,10.502256393,-0.054964787
1684869340.94189,-0.00098624,0.0049449,-0.00279329,-0.642030597,2.842322826,10.331281662,-0.065493355
1684869340.98192,-0.00216153,0.00603407,-0.0029411,-0.710878134,2.736204863,10.408795357,-0.072528212
1684869341.02281,-0.00262484,0.00682169,-0.00298454,-0.780247271,2.896152496,10.449154854,-0.079620006
1684869341.06241,-0.0030012,0.00742768,-0.00302189,-0.955492318,2.690530539,10.556689262,-0.097554491
1684869341.10311,-0.00329973,0.00786585,-0.00306717,-1.222172618,2.493510008,10.464343071,-0.124908921
1684869341.14262,-0.00332565,0.00815824,-0.00311141,-1.340772629,2.533394575,10.389980316,-0.137103195
1684869341.18183,-0.00266612,0.00833953,-0.0030668,-1.545138478,2.442069292,10.283819199,-0.158165095
1684869341.22187,-0.00156221,0.00843417,-0.00302175,-1.720118046,2.372472525,10.335484505,-0.176254488
1684869341.26173,-0.00051566,0.00822254,-0.00299268,-1.991443396,2.291404009,10.218438148,-0.20442214
1684869341.30193,-0.00074926,0.00794576,-0.00298097,-2.275759935,2.198307037,10.244254112,-0.234116505
1684869341.34169,-0.00074656,0.00764895,-0.00292738,-2.445038557,2.262497902,10.199710846,-0.251894795
1684869341.38339,0.00036768,0.00716338,-0.00284497,-2.808063984,2.318109512,9.957914352,-0.290305603
1684869341.42248,0.00162863,0.00640258,-0.0028022,-2.90703249,2.358664989,9.718653679,-0.30085152
1684869341.46216,0.0022594,0.00568301,-0.00281053,-3.031305552,2.290013552,9.778907776,-0.314143063
1684869341.50256,0.00248096,0.00479036,-0.00275677,-3.297332048,2.306732893,9.510363579,-0.342793609
1684869341.54228,0.00227161,0.00397088,-0.00264762,-3.379312754,2.426397562,9.558312416,-0.351680912
1684869341.58195,0.00326753,0.00311033,-0.0025295,-3.540803671,2.368778229,9.158908844,-0.369273706
1684869341.62198,0.00395138,0.00201997,-0.00234679,-3.610481739,2.507512569,9.184123039,-0.376901205
1684869341.66267,0.00402107,0.00064247,-0.00212835,-3.626093626,2.611426353,8.943810463,-0.378613347
1684869341.70162,0.00380267,-0.00037582,-0.00198032,-3.648971081,2.52999115,8.907113075,-0.381124408
1684869341.74185,0.0033695,-0.00115704,-0.00186673,-3.638791323,2.54100132,9.00828743,-0.380006753
1684869341.78174,0.00325328,-0.00190746,-0.00174891,-3.632991791,2.85173583,8.796115875,-0.379370234
1684869341.82273,0.00281719,-0.00266516,-0.00166802,-3.559668303,2.764202833,8.772785187,-0.371336531
1684869341.86261,0.00288723,-0.0032962,-0.00153732,-3.540375948,2.74632597,8.546854973,-0.369226954
1684869341.90213,0.00354658,-0.00383369,-0.00138453,-3.49960804,2.883405924,8.625619888,-0.364774716
1684869341.94213,0.00407208,-0.00428202,-0.00121842,-3.430291891,2.917394876,8.573441505,-0.357222021
1684869341.98224,0.00421338,-0.00464457,-0.00113649,-3.309152365,3.059329987,8.646697998,-0.34407326
1684869342.02279,0.00409553,-0.00493094,-0.00104108,-3.240269184,3.049072266,8.640572548,-0.336624224
1684869342.0627,0.00405674,-0.00518561,-0.00098317,-3.144441843,3.283940077,8.56564045,-0.326293534
1684869342.10186,0.00409698,-0.00539418,-0.00089782,-3.072407722,3.330463171,8.352291107,-0.318551653
1684869342.14186,0.0040122,-0.00557865,-0.00080793,-2.843430042,3.236220837,8.50338459,-0.29407027
1684869342.1816,0.00376091,-0.00570652,-0.00076025,-2.74620986,3.33331728,8.587000847,-0.283731446
1684869342.2213,0.00362136,-0.00576548,-0.00070391,-2.591893196,3.445389271,8.485212326,-0.267383994
1684869342.26159,0.00341677,-0.00585215,-0.00069844,-2.578230619,3.547101974,8.302202225,-0.265940246
1684869342.3029,0.00312865,-0.00594265,-0.0006557,-2.418174028,3.583276987,8.408125877,-0.249068098
1684869342.34254,0.00304002,-0.00601605,-0.00062251,-2.274285555,3.553222656,8.459726334,-0.233962
1684869342.38194,0.00265034,-0.00604565,-0.00060344,-2.095770836,3.693990707,8.395284653,-0.215295557
1684869342.42174,0.00264565,-0.00604541,-0.00057091,-2.035521507,3.738684416,8.375612259,-0.209013067
1684869342.46194,0.00251065,-0.00614204,-0.00057465,-1.943374872,3.701519012,8.387274742,-0.199420567
1684869342.50299,0.00102763,-0.00605323,-0.00069078,-1.73930192,3.860281229,8.460379601,-0.178241157
1684869342.54234,0.00030462,-0.00600068,-0.00074185,-1.690268874,3.841498137,8.343798637,-0.173164722
1684869342.58179,-0.00069136,-0.00592164,-0.00089076,-1.501021504,3.786729097,8.526197433,-0.153612745
1684869342.62187,-0.00165448,-0.00574369,-0.0009986,-1.442639709,3.777196884,8.493239403,-0.147593348
1684869342.66186,-0.00253403,-0.00556678,-0.0011669,-1.337765574,3.800146103,8.520542145,-0.136793768
1684869342.70313,-0.0021291,-0.0053379,-0.00120153,-1.21851325,3.741431236,8.51739502,-0.124532977
1684869342.74336,-0.00188649,-0.00510306,-0.00124081,-1.15136075,3.632629395,8.54661274,-0.117637162
1684869342.78296,-0.00190826,-0.00490855,-0.00131675,-0.998824,3.699483633,8.661223412,-0.101993665
1684869342.82204,-0.00207309,-0.00459694,-0.00142618,-1.008893132,3.572799921,8.64829731,-0.103025496
1684869342.86208,-0.00179715,-0.00422774,-0.00144796,-0.913416982,3.525521517,8.762929916,-0.09324587
1684869342.90299,-0.00117319,-0.00380518,-0.00147042,-0.806898057,3.619339228,8.697396278,-0.082345635
1684869342.94301,-0.00083759,-0.00352446,-0.00148689,-0.717162788,3.453948259,8.831378937,-0.073170553
1684869342.98273,-0.00065931,-0.00320571,-0.0015268,-0.671489894,3.487738371,9.007328987,-0.068503095
1684869343.02179,-0.00099967,-0.00279069,-0.00161371,-0.631718993,3.639102697,8.874607086,-0.064440001
1684869343.06173,-0.00122004,-0.00246463,-0.0016767,-0.596580088,3.432648659,9.045269966,-0.060851011
1684869343.10155,-0.00183456,-0.00214046,-0.00177202,-0.59149766,3.377895832,9.091726303,-0.060331972
1684869343.14213,-0.00204125,-0.00186593,-0.00188571,-0.479619652,3.477821589,9.155081749,-0.048910391
1684869343.18323,-0.002063,-0.00166208,-0.00197105,-0.448314875,3.399706841,9.055793762,-0.045715705
1684869343.22288,-0.00202442,-0.00145413,-0.0020704,-0.47698012,3.346518755,9.138246536,-0.048641005
1684869343.26237,-0.00068275,-0.00116144,-0.00199922,-0.498057008,3.275883436,9.242962837,-0.050792174
1684869343.30173,0.00044519,-0.00096528,-0.00200612,-0.422867954,3.46907711,9.237179756,-0.043119166
1684869343.34233,0.00086353,-0.00079643,-0.00199861,-0.451124787,3.454297066,9.089208603,-0.04600244
1684869343.38256,0.0009664,-0.00065306,-0.00196251,-0.464231133,3.242073536,9.212697983,-0.047339916
1684869343.4224,0.00104126,-0.00053266,-0.00193567,-0.384463787,3.257729769,9.412583351,-0.039201047
1684869343.46203,0.00109291,-0.00043094,-0.00194119,-0.372500092,3.453267336,9.1899786,-0.037980598
1684869343.50173,0.00075056,-0.00032674,-0.00199764,-0.533422768,3.471669912,9.197768211,-0.05440224
1684869343.54227,-0.00014336,-0.00020499,-0.00209574,-0.407360524,3.31727314,9.290291786,-0.041536971
1684869343.58261,-0.0008841,-0.00003757,-0.0021618,-0.337140411,3.378549814,9.478279114,-0.034373783
1684869343.6239,-0.00117547,0.00006628,-0.00221828,-0.450456172,3.472896576,9.337294579,-0.045934212
1684869343.6626,-0.00139281,0.00013702,-0.0022745,-0.429772794,3.388961792,9.329610825,-0.043823689
1684869343.70222,-0.00137843,0.00020645,-0.00228437,-0.457627714,3.312386513,9.395642281,-0.04666604
1684869343.74186,-0.00150779,0.00026736,-0.00234524,-0.44337979,3.373436213,9.510527611,-0.045212118
1684869343.78141,-0.00182733,0.00032051,-0.00237339,-0.434573531,3.334744215,9.397334099,-0.044313536
1684869343.82189,-0.00172055,0.00032401,-0.0024246,-0.411871254,3.146556139,9.569948196,-0.041997182
1684869343.86227,-0.00175755,0.00034765,-0.00240619,-0.531884968,3.310754538,9.414552689,-0.05424525
1684869343.902,-0.00144212,0.00036392,-0.00240649,-0.606711268,3.187783718,9.306459427,-0.061885699
1684869343.94132,-0.00138653,0.0003636,-0.00240188,-0.598530471,3.077591419,9.515748978,-0.061050197
1684869343.98135,-0.00151163,0.00037377,-0.00239258,-0.515649378,3.080689907,9.595428467,-0.052587882
1684869344.02214,-0.00156705,0.00042554,-0.00236047,-0.57667917,3.135699511,9.53706646,-0.058818738
1684869344.06268,-0.00140482,0.00041504,-0.00236977,-0.62591207,3.055390596,9.526065826,-0.063846842
1684869344.10276,-0.00139987,0.00045189,-0.00238388,-0.660169303,2.91787219,9.55774498,-0.067346443
1684869344.1425,-0.00135376,0.00041446,-0.00239767,-0.725545943,3.056897879,9.534690857,-0.074027425
1684869344.18207,-0.00132596,0.00040489,-0.00240224,-0.663427174,2.955258369,9.574612617,-0.067679298
1684869344.22183,-0.00137215,0.000433,-0.00243025,-0.675259709,2.950040102,9.529261589,-0.068888286
1684869344.26166,-0.00155752,0.00044823,-0.00241175,-0.683621466,2.78404355,9.57242775,-0.069742709
1684869344.30199,-0.00118164,0.00049188,-0.00243559,-0.762034655,2.983819723,9.558573723,-0.077757707
1684869344.34179,-0.00110756,0.00047273,-0.00244012,-0.756141543,2.897626877,9.608641624,-0.077155176
1684869344.38303,-0.00103372,0.00041651,-0.00243039,-0.793798029,2.766968966,9.539359093,-0.081005794
1684869344.42195,-0.00113577,0.00039835,-0.00249062,-0.7880373,2.831401825,9.620814323,-0.080416646
1684869344.46217,-0.00083422,0.00043828,-0.00244464,-0.863732874,2.886752844,9.483729362,-0.088160321
1684869344.50193,-0.00094559,0.00040616,-0.00250008,-0.845870972,2.787153006,9.537503242,-0.086332583
1684869344.54247,-0.00102458,0.0003789,-0.00249516,-0.908079147,2.644783974,9.68868351,-0.092699388
1684869344.582,-0.00059824,0.0003387,-0.00249972,-0.981997788,2.854845285,9.636668205,-0.100269645
1684869344.622,-0.00021824,0.00031294,-0.00246717,-0.881866336,2.583343506,9.605838776,-0.090016148
1684869344.66219,-0.00006104,0.00026583,-0.00241576,-0.928723037,2.668976784,9.694753647,-0.094813044
1684869344.7017,0.00043458,0.00018814,-0.0023875,-0.932517707,2.76725316,9.442332268,-0.095201613
1684869344.74144,0.00084673,0.00011094,-0.00239175,-0.983748853,2.732083082,9.514853477,-0.100449046
1684869344.78112,0.00122189,0.00005748,-0.00234969,-1.02743578,2.684463978,9.478258133,-0.104925938
1684869344.82318,0.00133291,0.00002918,-0.00229373,-0.935792267,2.675681353,9.698910713,-0.095536935
1684869344.86246,0.00149966,0.00001908,-0.00224262,-1.03514111,2.767783642,9.510706902,-0.105715772
1684869344.9024,0.00158748,-0.00001851,-0.00220982,-1.070868015,2.777863741,9.515230179,-0.109378824
1684869344.94257,0.0014621,-0.00003596,-0.00218638,-1.013582706,2.730003595,9.460370064,-0.103506097
1684869344.98219,0.00186065,-0.00006178,-0.00214454,-1.033288836,2.935419798,9.512971878,-0.105525899
1684869345.02278,0.00296311,-0.00020842,-0.00203693,-1.078735232,2.877948523,9.393370628,-0.11018564
1684869345.06177,0.00401001,-0.00034999,-0.00198998,-1.132230878,2.906534433,9.286547661,-0.11567378
1684869345.10163,0.00491288,-0.0005089,-0.00187278,-1.083390236,3.005476952,9.468393326,-0.110663064
1684869345.14191,0.00499081,-0.00065718,-0.00183921,-1.0587672,3.244520903,9.383278847,-0.108137974
1684869345.18283,0.00486487,-0.00074462,-0.00178269,-1.058898926,3.236581326,9.265762329,-0.108151481
1684869345.22257,0.00498487,-0.00081456,-0.00169385,-1.105375528,3.278089762,9.221930504,-0.112918252
1684869345.26284,0.00567469,-0.00093465,-0.00157242,-1.017595768,3.414002657,9.140850067,-0.103917385
1684869345.30234,0.00648975,-0.00105567,-0.00144638,-1.016569376,3.627736092,9.04841423,-0.103812191
1684869345.34233,0.00690113,-0.00122023,-0.00132441,-1.023554564,3.723284245,9.079358101,-0.10452812
1684869345.38245,0.00678022,-0.0012607,-0.00125428,-1.003442526,3.715990305,9.109487534,-0.102466933
1684869345.42267,0.00665456,-0.00132932,-0.0012397,-1.029706359,4.123281479,8.920819283,-0.105158677
1684869345.46301,0.00634344,-0.0013966,-0.00122038,-0.967257738,4.175055027,8.833435059,-0.098759621
1684869345.50198,0.0062041,-0.00143261,-0.00119676,-0.945685923,4.186011791,8.918643951,-0.096550132
1684869345.54179,0.00554599,-0.00140033,-0.00123383,-0.880247355,4.454608917,8.738228798,-0.089850444
1684869345.58158,0.00535553,-0.00145,-0.00123798,-0.904320002,4.450675011,8.717853546,-0.092314548
1684869345.62109,0.00490588,-0.00144227,-0.00125172,-0.93827337,4.520198345,8.691588402,-0.095791012
1684869345.66135,0.00454864,-0.00147209,-0.00123268,-0.860613704,4.763520241,8.667564392,-0.087841127
1684869345.70252,0.00432636,-0.00144313,-0.00131183,-0.884696543,4.912901402,8.569359779,-0.090305827
1684869345.74263,0.00400211,-0.00139921,-0.0013399,-0.845485747,4.926775932,8.543142319,-0.086293168
1684869345.78206,0.00382596,-0.00140276,-0.00135835,-0.857447505,4.839470863,8.536818504,-0.087517131
1684869345.82211,0.003302,-0.00140348,-0.0013255,-0.82945174,5.05268383,8.556435585,-0.084652724
1684869345.86233,0.00316751,-0.00140722,-0.00133935,-0.803897202,5.258967876,8.308766365,-0.082038702
1684869345.90295,0.00273155,-0.00144067,-0.00135271,-0.792579949,5.131901741,8.396808624,-0.080881219
1684869345.94314,0.00255534,-0.0014166,-0.00132035,-0.840883613,5.046669006,8.435744286,-0.085822299
1684869345.98145,0.00240691,-0.00143375,-0.00129685,-0.748731196,5.295896053,8.405412674,-0.076397557
1684869346.02185,0.00210576,-0.00139004,-0.00128775,-0.75652051,5.314174175,8.211837769,-0.077193922
1684869346.06169,0.00198961,-0.00143112,-0.0013106,-0.769305468,5.238024712,8.228197098,-0.078501138
1684869346.10226,0.00187825,-0.00143007,-0.00128267,-0.695134878,5.269403458,8.350906372,-0.070919258
1684869346.14286,0.00186888,-0.00145808,-0.00130566,-0.717299938,5.473391533,8.260286331,-0.073184571
1684869346.18263,0.00173878,-0.00148469,-0.0012682,-0.709631383,5.487051487,8.049476624,-0.072400788
1684869346.22231,0.00150211,-0.00149652,-0.00121685,-0.709142804,5.396299362,8.149413109,-0.072350853
1684869346.26165,0.00146528,-0.00146384,-0.00121242,-0.612598777,5.408014297,8.343756676,-0.062487015
1684869346.30329,0.00115946,-0.00143859,-0.0012357,-0.66765213,5.568594456,8.093475342,-0.068110971
1684869346.34284,0.00122874,-0.00146669,-0.00120764,-0.703373373,5.410556316,8.200277328,-0.071761205
1684869346.38244,0.00123816,-0.00144343,-0.00117993,-0.614613116,5.520091057,8.181262016,-0.062692753
1684869346.42225,0.00150238,-0.00143573,-0.00114762,-0.57177031,5.650346756,8.058205605,-0.058317485
1684869346.46152,0.00134479,-0.00143479,-0.00117543,-0.580041409,5.579838276,8.151100159,-0.059162071
1684869346.50135,0.00131712,-0.00141132,-0.00116166,-0.630728722,5.611550808,8.056518555,-0.064338846
1684869346.54209,0.00134029,-0.00141623,-0.00118023,-0.522767723,5.66341114,8.264738083,-0.053314522
1684869346.58307,0.00117351,-0.00139645,-0.00117099,-0.543228924,5.704719543,7.877466202,-0.055403357
1684869346.62299,0.00126598,-0.00142001,-0.00113368,-0.573787451,5.653484821,8.018791199,-0.058523458
1684869346.6625,0.00131714,-0.00140194,-0.00115245,-0.52195096,5.629679203,8.043732643,-0.053231146
1684869346.70218,0.0011456,-0.00139606,-0.00115706,-0.544687867,5.781908989,8.001542091,-0.055552306
1684869346.74167,0.0011963,-0.00144271,-0.0011288,-0.508191466,5.908345699,7.847157001,-0.051826609
1684869346.78281,0.00110773,-0.00152973,-0.00114657,-0.517293334,5.714654446,7.954381943,-0.052755695
1684869346.82285,0.00086214,-0.001515,-0.00117913,-0.47664541,5.700302124,8.033910751,-0.048606845
1684869346.8624,0.00057928,-0.00152719,-0.00122536,-0.448674589,5.923028469,8.037524223,-0.045752412
1684869346.90214,0.00053299,-0.00150811,-0.00120225,-0.450269669,5.933611393,7.785070419,-0.04591518
1684869346.94161,0.00055159,-0.00149423,-0.00119309,-0.427470148,5.700910091,7.894006252,-0.04358874
1684869346.98237,0.00062579,-0.00149951,-0.00120237,-0.360140294,5.834154606,8.060238838,-0.0367198
1684869347.02247,0.00065352,-0.00151842,-0.00122547,-0.390831828,5.942405224,7.876236439,-0.039850692
1684869347.0632,0.00063941,-0.00154606,-0.00120664,-0.469195694,5.929648399,7.73351717,-0.047846561
1684869347.10252,0.00062063,-0.00158772,-0.00120162,-0.433559328,5.745904922,7.875247478,-0.04421005
1684869347.142,0.00052362,-0.00152199,-0.00120678,-0.257143319,5.87520504,8.027960777,-0.026215369
1684869347.18201,0.0003335,-0.00152531,-0.00121595,-0.360729933,6.048183918,7.81522131,-0.036779947
1684869347.22159,0.00025917,-0.00155269,-0.00122033,-0.359903812,5.892113686,7.917535305,-0.036695678
1684869347.26164,0.00013885,-0.00151474,-0.00123453,-0.386099666,6.010956287,7.858763218,-0.039367932
1684869347.30234,0.00017604,-0.00150581,-0.00123926,-0.2924366,5.974315166,7.769713402,-0.029814468
1684869347.34325,0.00012028,-0.00152873,-0.00125763,-0.257873416,5.94423008,7.847057343,-0.026289819
1684869347.38123,0.00023608,-0.00154808,-0.00124823,-0.26591742,5.850623608,7.948816299,-0.027110091
1684869347.42125,0.00021343,-0.00147865,-0.00129992,-0.236699685,6.070415974,7.926317692,-0.02413075
1684869347.46217,0.00002353,-0.00144948,-0.00130004,-0.251672626,6.047213554,7.755123138,-0.025657517
1684869347.50213,-0.00003208,-0.00144438,-0.0012861,-0.250535667,5.922081947,7.897144794,-0.025541581
1684869347.54273,0.00002367,-0.00143575,-0.00132805,-0.200990275,5.883838177,7.974154949,-0.020489739
1684869347.58272,0.00004669,-0.0014497,-0.00132784,-0.212084457,5.9898839,7.888995647,-0.021620895
1684869347.62211,0.00008373,-0.00145914,-0.0013185,-0.253336072,5.998969555,7.759101391,-0.025827139
1684869347.66227,0.00006499,-0.00151464,-0.00129954,-0.216400027,5.868437767,7.835017681,-0.022060916
1684869347.70201,-0.0001019,-0.00148091,-0.00129509,-0.121906623,5.911573887,7.936038017,-0.012427091
1684869347.74202,-0.00006027,-0.00149037,-0.00126714,-0.187407047,5.990369797,7.792817593,-0.019104837
1684869347.78221,0.00016667,-0.00152439,-0.00125305,-0.167231709,5.95595932,7.718589306,-0.017047891
1684869347.82247,0.00012486,-0.001538,-0.00124826,-0.158333167,5.88445282,7.860842705,-0.016140677
1684869347.86248,-0.00007411,-0.00147155,-0.00124405,-0.069768682,5.926729679,7.986935139,-0.007112056
1684869347.90234,-0.0000091,-0.00145341,-0.00123959,-0.101597138,6.006713867,7.856817245,-0.010356672
1684869347.94238,-0.00005544,-0.00144837,-0.00122565,-0.114048921,5.977382183,7.838137627,-0.011626044
1684869347.98296,-0.00024555,-0.00144702,-0.00123487,-0.110721134,5.894505501,7.932280064,-0.011286798
1684869348.0223,-0.00009255,-0.00144806,-0.00122099,-0.062445261,6.007879734,7.742417812,-0.006365513
1684869348.06175,0.00004191,-0.00143487,-0.00119795,-0.083211057,5.916497231,7.798083782,-0.008482371
1684869348.10186,-0.00008793,-0.00144807,-0.001221,-0.050742611,5.894155979,7.921970844,-0.005172562
1684869348.14186,-0.00024536,-0.00141923,-0.00124439,-0.050027698,6.101456642,7.822550297,-0.005099686
1684869348.18168,-0.0000967,-0.00138333,-0.00126335,-0.081597142,5.987141609,7.753107548,-0.008317847
1684869348.22128,-0.00005521,-0.00142076,-0.00126307,-0.03432114,5.93662405,7.76753664,-0.003498594
1684869348.26289,-0.0001712,-0.0014434,-0.00130465,-0.051506732,5.864667892,7.930975914,-0.005250455
1684869348.30286,-0.0000647,-0.00147209,-0.00130446,-0.01332333,6.078796387,7.906848431,-0.001358138
1684869348.34214,-0.00006485,-0.00149535,-0.00131822,-0.01464069,5.984708309,7.704359055,-0.001492426
1684869348.38237,-0.00002803,-0.00154208,-0.00132716,0.049875911,5.926742554,7.873749733,0.005084213
1684869348.422,-0.00007916,-0.00156503,-0.00134088,0.0753114,5.873362064,7.95526886,0.007677078
1684869348.46445,-0.00000501,-0.00155596,-0.00129917,0.024024241,6.010049343,7.862382412,0.002448957
1684869348.5022,-0.0000326,-0.00151854,-0.00128561,0.078243643,6.031064987,7.806951046,0.007975991
1684869348.54141,-0.0003013,-0.00146997,-0.00125299,0.05304116,5.856800556,7.860888958,0.005406872
1684869348.58174,-0.00044976,-0.00148748,-0.00124369,0.107831188,5.853407383,8.032010078,0.010992187
1684869348.62172,-0.00043106,-0.00145026,-0.00122544,0.101953693,6.04950428,7.786995888,0.01039302
1684869348.66225,-0.00056506,-0.00138446,-0.00123984,0.065317392,5.918621063,7.844350815,0.006658295
1684869348.70297,-0.00074564,-0.00133182,-0.001203,0.076151662,5.86952877,7.857528687,0.007762735
1684869348.74246,-0.00072245,-0.00133199,-0.00119835,0.183723047,5.876204491,8.054469109,0.018729234
1684869348.78181,-0.00066668,-0.00131387,-0.00120318,0.121698573,5.899834633,8.006875992,0.012405881
1684869348.82235,-0.00045807,-0.00132466,-0.00119854,0.132494688,5.868822098,7.801054955,0.013506495
1684869348.86305,-0.0001983,-0.00129865,-0.00121288,0.076050296,5.913710594,7.963072777,0.007752401
1684869348.90259,0.00005218,-0.00129133,-0.00123632,0.139989048,5.990310669,7.885199547,0.01427052
1684869348.94153,0.00014503,-0.0012734,-0.00122721,0.185531721,5.988550663,7.817333698,0.018913637
1684869348.98157,0.00010777,-0.00129156,-0.00121311,0.137612224,5.836336136,7.983775616,0.01402821
1684869349.02154,0.0000293,-0.00123528,-0.00120888,0.210817218,5.940524101,7.915642738,0.021491687
1684869349.06184,-0.00005393,-0.00122122,-0.00126936,0.241846159,5.954808235,7.89012289,0.024655521
1684869349.10167,-0.00105048,-0.00118197,-0.00133422,0.186428085,5.86918211,7.997479916,0.019005026
1684869349.14273,-0.00245929,-0.00110786,-0.00146882,0.220303565,5.747661591,8.040045738,0.022458928
1684869349.18286,-0.00408077,-0.00092998,-0.00159954,0.159577474,5.893274307,8.187329292,0.016267534
1684869349.22224,-0.0053219,-0.00074595,-0.00177697,0.214926824,5.815813541,8.032999992,0.021910706
1684869349.2618,-0.00566886,-0.00066556,-0.00192153,0.217336953,5.60524416,8.159516335,0.022156446
1684869349.30271,-0.00583985,-0.00058564,-0.00195481,0.166427076,5.426033974,8.307865143,0.016965857
1684869349.34298,-0.00588536,-0.00046501,-0.00200672,0.148550108,5.497513771,8.307232857,0.015143301
1684869349.3826,-0.00583852,-0.00040062,-0.00205842,0.162610009,5.469813824,8.30727005,0.016576703
1684869349.42151,-0.00543483,-0.00035338,-0.00206839,0.120679237,5.148062706,8.431044579,0.012301965
1684869349.46184,-0.00480862,-0.00032949,-0.00211536,0.141592368,5.174447536,8.652011871,0.014433974
1684869349.50188,-0.00446992,-0.00028526,-0.00208338,0.107579269,5.069948196,8.55327034,0.010966506
1684869349.54286,-0.00433991,-0.00025847,-0.00210692,0.039253239,4.957262516,8.59462738,0.00400136
1684869349.58311,-0.00406624,-0.00024184,-0.00209325,0.067472987,4.819179058,8.54250145,0.006878035
1684869349.62259,-0.00393621,-0.00021503,-0.00210749,0.097584382,4.8282547,8.814656258,0.009947604
1684869349.66181,-0.00358815,-0.00016649,-0.00211273,0.053957749,4.812591553,8.825821877,0.005500308
1684869349.70263,-0.00372711,-0.00015652,-0.00215922,0.00571243,4.626659393,8.891633987,0.000582307
1684869349.74287,-0.00335638,-0.00017277,-0.00213144,-0.019438321,4.658180714,8.88597393,-0.001981481
1684869349.78268,-0.0032356,-0.00014596,-0.00214565,0.062073439,4.625991821,8.87936306,0.00632761
1684869349.82266,-0.0026516,-0.00019218,-0.00217812,-0.054125208,4.450341225,8.945513725,-0.005517378
1684869349.86184,-0.00259122,-0.00016927,-0.00216441,-0.019702381,4.355054379,9.035012245,-0.002008399
1684869349.90168,-0.00241058,-0.00020784,-0.00217812,-0.050234679,4.527193546,8.956395149,-0.005120785
1684869349.94134,-0.00222522,-0.0002089,-0.00215035,-0.08341255,4.394631386,8.946148872,-0.008502911
1684869349.98208,-0.00222978,-0.00019962,-0.00215507,-0.086849742,4.142631531,8.938495636,-0.0088533
1684869350.02369,-0.00201203,-0.00021474,-0.00208998,-0.072597131,4.174715996,9.102946281,-0.007400387
1684869350.06273,-0.00185453,-0.00023441,-0.00208991,-0.126479864,4.327529907,8.971533775,-0.01289331
1684869350.10245,-0.00151582,-0.00021389,-0.00213211,-0.149505466,4.201220512,8.979018211,-0.015240699
1684869350.14193,-0.00167343,-0.00020348,-0.0021321,-0.141483307,4.111577511,9.108823776,-0.014422855
1684869350.182,-0.00157604,-0.000209,-0.0021462,-0.068900988,4.069869041,9.205767632,-0.007023604
1684869350.22278,-0.00131626,-0.00018291,-0.00214642,-0.133441076,4.155490398,9.17814064,-0.013602976
1684869350.26249,-0.00141813,-0.00016841,-0.00216972,-0.160377115,4.039809227,9.103707314,-0.016349058
1684869350.30237,-0.00121422,-0.00018377,-0.00216041,-0.233736947,4.030819416,9.076968193,-0.023828651
1684869350.34196,-0.00121899,-0.00020702,-0.00217416,-0.170985714,4.096592426,9.121618271,-0.017430619
1684869350.38159,-0.00084334,-0.00019111,-0.00217451,-0.185979545,4.02392149,9.125858307,-0.018959295
1684869350.42276,-0.00071379,-0.00023375,-0.00216028,-0.187387466,3.950137854,9.167329788,-0.01910284
