__time,/riptide_1/imu_broadcaster/imu_status/angular_velocity/x,/riptide_1/imu_broadcaster/imu_status/angular_velocity/y,/riptide_1/imu_broadcaster/imu_status/angular_velocity/z,/riptide_1/imu_broadcaster/imu_status/header/stamp,/riptide_1/imu_broadcaster/imu_status/linear_acceleration/x,/riptide_1/imu_broadcaster/imu_status/linear_acceleration/y,/riptide_1/imu_broadcaster/imu_status/linear_acceleration/z,/riptide_1/pressure_broadcaster/pressure_status/altitude,/riptide_1/pressure_broadcaster/pressure_status/depth,/riptide_1/pressure_broadcaster/pressure_status/header/stamp,/riptide_1/pressure_broadcaster/pressure_status/pressure,/riptide_1/pressure_broadcaster/pressure_status/temperature,/riptide_1/tail_broadcaster/actuators_status/d_fin,/riptide_1/tail_broadcaster/actuators_status/header/stamp,/riptide_1/tail_broadcaster/actuators_status/p_fin,/riptide_1/tail_broadcaster/actuators_status/s_fin,/riptide_1/tail_broadcaster/actuators_status/thruster,/riptide_1/tail_broadcaster/multiplexer_status/automatic,/riptide_1/tail_broadcaster/multiplexer_status/header/stamp,/riptide_1/tail_broadcaster/multiplexer_status/remaining_time,/riptide_1/tail_broadcaster/rc_status/axes.0,/riptide_1/tail_broadcaster/rc_status/axes.1,/riptide_1/tail_broadcaster/rc_status/axes.2,/riptide_1/tail_broadcaster/rc_status/axes.3,/riptide_1/tail_broadcaster/rc_status/axes.4,/riptide_1/tail_broadcaster/rc_status/axes.5,/riptide_1/tail_broadcaster/rc_status/header/stamp,pitch_from_accel
1684869340.22262,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.22262,
1684869340.22263,,,,,,,,,,,,,,,,,,1,1684869340.22263,50.369998932,,,,,,,,
1684869340.22264,-0.0003302,0.000207,-0.00246624,1684869340.22264,-0.42656371,2.609669685,9.723833084,,,,,,,,,,,,,,,,,,,,,-0.043496253
1684869340.24111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.26205,,,,,,,,-1734.904052734,2.250428915,1684869340.26205,123590,18.11000061,,,,,,,,,,,,,,,,
1684869340.26207,,,,,,,,,,,,,0,1684869340.26207,-0.053407077,0.051836278,0.5,,,,,,,,,,,
1684869340.26209,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.26209,
1684869340.2621,,,,,,,,,,,,,,,,,,1,1684869340.2621,50.346000671,,,,,,,,
1684869340.26211,-0.00045086,0.00017032,-0.00251698,1684869340.26211,-0.452946156,2.511613607,9.658017159,,,,,,,,,,,,,,,,,,,,,-0.046188302
1684869340.30163,,,,,,,,-1724.974853516,2.236481905,1684869340.30163,123450,18.11000061,,,,,,,,,,,,,,,,
1684869340.30165,,,,,,,,,,,,,0,1684869340.30165,-0.054977871,0.053407077,0.5,,,,,,,,,,,
1684869340.30166,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.30166,
1684869340.30167,,,,,,,,,,,,,,,,,,1,1684869340.30167,50.299999237,,,,,,,,
1684869340.30168,-0.00047399,0.00019401,-0.00247534,1684869340.30168,-0.447369367,2.382136822,9.65841198,,,,,,,,,,,,,,,,,,,,,-0.045619223
1684869340.34212,,,,,,,,-1724.974853516,2.236481905,1684869340.34213,123450,18.11000061,,,,,,,,,,,,,,,,
1684869340.34215,,,,,,,,,,,,,0,1684869340.34215,-0.054977871,0.053407077,0.5,,,,,,,,,,,
1684869340.34216,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.34216,
1684869340.34217,,,,,,,,,,,,,,,,,,1,1684869340.34217,50.252998352,,,,,,,,
1684869340.34218,-0.00036282,0.00017462,-0.00247989,1684869340.34218,-0.446324825,2.676431894,9.645079613,,,,,,,,,,,,,,,,,,,,,-0.045512635
1684869340.34415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.38315,,,,,,,,-1734.904052734,2.250428915,1684869340.38315,123590,18.11000061,,,,,,,,,,,,,,,,
1684869340.38317,,,,,,,,,,,,,0,1684869340.38317,-0.054977871,0.053407077,0.5,,,,,,,,,,,
1684869340.38318,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.38318,
1684869340.38319,,,,,,,,,,,,,,,,,,1,1684869340.38319,50.228000641,,,,,,,,
1684869340.3832,-0.00045112,0.0001428,-0.00247028,1684869340.3832,-0.531909347,2.453045845,9.638604164,,,,,,,,,,,,,,,,,,,,,-0.054247739
1684869340.42239,,,,,,,,-1724.974853516,2.236481905,1684869340.42239,123450,18.11000061,,,,,,,,,,,,,,,,
1684869340.42241,,,,,,,,,,,,,0,1684869340.42241,-0.045553092,0.043982297,0.5,,,,,,,,,,,
1684869340.42242,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.42242,
1684869340.42243,,,,,,,,,,,,,,,,,,1,1684869340.42243,50.180999756,,,,,,,,
1684869340.42244,-0.00028402,0.00016935,-0.00248919,1684869340.42244,-0.459627748,2.470710039,9.701381683,,,,,,,,,,,,,,,,,,,,,-0.04687014
1684869340.44208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.46188,,,,,,,,-1724.974853516,2.236481905,1684869340.46188,123450,18.11000061,,,,,,,,,,,,,,,,
1684869340.46191,,,,,,,,,,,,,0,1684869340.46191,-0.045553092,0.043982297,0.5,,,,,,,,,,,
1684869340.46192,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.46192,
1684869340.46192,,,,,,,,,,,,,,,,,,1,1684869340.46192,50.133998871,,,,,,,,
1684869340.46193,-0.00036302,0.00014684,-0.00247037,1684869340.46193,-0.52237457,2.562186003,9.688620567,,,,,,,,,,,,,,,,,,,,,-0.053274388
1684869340.50177,,,,,,,,-1714.325927734,2.221538782,1684869340.50177,123300,18.11000061,,,,,,,,,,,,,,,,
1684869340.50178,,,,,,,,,,,,,0,1684869340.50178,-0.045553092,0.043982297,0.5,,,,,,,,,,,
1684869340.50179,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.50179,
1684869340.5018,,,,,,,,,,,,,,,,,,1,1684869340.5018,50.11000061,,,,,,,,
1684869340.50181,-0.00014518,0.0001408,-0.0024472,1684869340.50181,-0.531907439,2.481248617,9.616437912,,,,,,,,,,,,,,,,,,,,,-0.054247544
1684869340.54147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.54155,,,,,,,,-1724.974853516,2.236481905,1684869340.54155,123450,18.11000061,,,,,,,,,,,,,,,,
1684869340.54157,,,,,,,,,,,,,0,1684869340.54158,-0.043982297,0.042411502,0.5,,,,,,,,,,,
1684869340.54162,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.54162,
1684869340.54163,,,,,,,,,,,,,,,,,,1,1684869340.54163,50.630001068,,,,,,,,
1684869340.54164,-0.00001523,0.00014892,-0.00247987,1684869340.54164,-0.512385011,2.479094028,9.638995171,,,,,,,,,,,,,,,,,,,,,-0.052254665
1684869340.58202,,,,,,,,-1734.904052734,2.250428915,1684869340.58202,123590,18.100000381,,,,,,,,,,,,,,,,
1684869340.58204,,,,,,,,,,,,,0,1684869340.58204,-0.026703538,0.025132742,0.5,,,,,,,,,,,
1684869340.58205,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.58205,
1684869340.58206,,,,,,,,,,,,,,,,,,1,1684869340.58205,50.159999847,,,,,,,,
1684869340.58206,0.00009121,0.00012037,-0.0024704,1684869340.58206,-0.61139828,2.538866043,9.635204315,,,,,,,,,,,,,,,,,,,,,-0.062364402
1684869340.62251,,,,,,,,-1724.974853516,2.236481905,1684869340.62251,123450,18.100000381,,,,,,,,,,,,,,,,
1684869340.62255,,,,,,,,,,,,,0,1684869340.62255,-0.026703538,0.025132742,0.5,,,,,,,,,,,
1684869340.62256,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.62256,
1684869340.62257,,,,,,,,,,,,,,,,,,1,1684869340.62257,49.993000031,,,,,,,,
1684869340.62258,0.00012349,0.00009696,-0.00247489,1684869340.62258,-0.537438035,2.479002237,9.68990612,,,,,,,,,,,,,,,,,,,,,-0.054812155
1684869340.64142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.64458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.65911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.66258,,,,,,,,-1734.904052734,2.250428915,1684869340.66258,123590,18.11000061,,,,,,,,,,,,,,,,
1684869340.66259,,,,,,,,,,,,,0,1684869340.66259,-0.026703538,0.025132742,0.5,,,,,,,,,,,
1684869340.6626,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.6626,
1684869340.66261,,,,,,,,,,,,,,,,,,1,1684869340.66261,49.944999695,,,,,,,,
1684869340.66261,0.00012346,0.0000782,-0.00248866,1684869340.66261,-0.630410314,2.473040819,9.628762245,,,,,,,,,,,,,,,,,,,,,-0.064306321
1684869340.66938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.70213,,,,,,,,-1704.377807617,2.20759201,1684869340.70213,123160,18.11000061,,,,,,,,,,,,,,,,
1684869340.70215,,,,,,,,,,,,,0,1684869340.70215,0,0,0,,,,,,,,,,,
1684869340.70216,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.70216,
1684869340.70216,,,,,,,,,,,,,,,,,,1,1684869340.70216,49.89799881,,,,,,,,
1684869340.70217,0.00009598,0.00013413,-0.00248445,1684869340.70217,-0.163296118,2.779517174,9.249480247,,,,,,,,,,,,,,,,,,,,,-0.016646652
1684869340.74202,,,,,,,,-1704.377807617,2.20759201,1684869340.74202,123160,18.11000061,,,,,,,,,,,,,,,,
1684869340.74204,,,,,,,,,,,,,0,1684869340.74204,-0.298451304,0.296880513,0.5,,,,,,,,,,,
1684869340.74205,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.74205,
1684869340.74206,,,,,,,,,,,,,,,,,,1,1684869340.74206,49.85100174,,,,,,,,
1684869340.74207,0.0059093,0.000029,-0.00228235,1684869340.74207,0.628925085,2.653407335,9.550391197,,,,,,,,,,,,,,,,,,,,,0.064154609
1684869340.76677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.78166,,,,,,,,-1704.377807617,2.20759201,1684869340.78166,123160,18.100000381,,,,,,,,,,,,,,,,
1684869340.78168,,,,,,,,,,,,,0,1684869340.78168,-0.298451304,0.296880513,0.5,,,,,,,,,,,
1684869340.78169,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.78169,
1684869340.7817,,,,,,,,,,,,,,,,,,1,1684869340.7817,49.827999115,,,,,,,,
1684869340.7817,0.00594142,-0.00001754,-0.00226805,1684869340.7817,-0.351730198,2.565764427,9.784239769,,,,,,,,,,,,,,,,,,,,,-0.035861937
1684869340.82151,,,,,,,,-1714.325927734,2.221538782,1684869340.82151,123300,18.100000381,,,,,,,,,,,,,,,,
1684869340.82153,,,,,,,,,,,,,0,1684869340.82153,-0.40526545,0.403694659,0.5,,,,,,,,,,,
1684869340.82154,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.82154,
1684869340.82156,,,,,,,,,,,,,,,,,,1,1684869340.82156,49.78099823,,,,,,,,
1684869340.82157,0.0032234,0.00058717,-0.00225481,1684869340.82157,-0.777019024,2.63587141,10.051465034,,,,,,,,,,,,,,,,,,,,,-0.079289887
1684869340.86173,,,,,,,,-1714.325927734,2.221538782,1684869340.86173,123300,18.100000381,,,,,,,,,,,,,,,,
1684869340.86174,,,,,,,,,,,,,0,1684869340.86174,-0.40526545,0.403694659,0.5,,,,,,,,,,,
1684869340.86176,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.86176,
1684869340.86176,,,,,,,,,,,,,,,,,,1,1684869340.86176,49.73400116,,,,,,,,
1684869340.86177,0.00160597,0.00212932,-0.00243212,1684869340.86177,-0.5711689,2.829092979,10.334516525,,,,,,,,,,,,,,,,,,,,,-0.058256075
1684869340.86687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.90251,,,,,,,,-1745.531860352,2.265372038,1684869340.90251,123740,18.100000381,,,,,,,,,,,,,,,,
1684869340.90255,,,,,,,,,,,,,0,1684869340.90255,-0.40526545,0.403694659,0.5,,,,,,,,,,,
1684869340.90256,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.90256,
1684869340.90257,,,,,,,,,,,,,,,,,,1,1684869340.90257,49.709999084,,,,,,,,
1684869340.90258,0.00044719,0.00361719,-0.00264366,1684869340.90258,-0.538933098,2.826236486,10.502256393,,,,,,,,,,,,,,,,,,,,,-0.054964787
1684869340.94186,,,,,,,,-1693.709350586,2.192648888,1684869340.94186,123010,18.090000153,,,,,,,,,,,,,,,,
1684869340.94187,,,,,,,,,,,,,0,1684869340.94187,-0.301592886,0.300022095,0.5,,,,,,,,,,,
1684869340.94188,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.94188,
1684869340.94189,,,,,,,,,,,,,,,,,,1,1684869340.94189,49.662998199,,,,,,,,
1684869340.94189,-0.00098624,0.0049449,-0.00279329,1684869340.94189,-0.642030597,2.842322826,10.331281662,,,,,,,,,,,,,,,,,,,,,-0.065493355
1684869340.9672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869340.98188,,,,,,,,-1714.325927734,2.221538782,1684869340.98188,123300,18.090000153,,,,,,,,,,,,,,,,
1684869340.98189,,,,,,,,,,,,,0,1684869340.9819,-0.301592886,0.300022095,0.5,,,,,,,,,,,
1684869340.98191,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869340.98191,
1684869340.98191,,,,,,,,,,,,,,,,,,1,1684869340.98191,49.616001129,,,,,,,,
1684869340.98192,-0.00216153,0.00603407,-0.0029411,1684869340.98192,-0.710878134,2.736204863,10.408795357,,,,,,,,,,,,,,,,,,,,,-0.072528212
1684869341.02276,,,,,,,,-1704.377807617,2.20759201,1684869341.02276,123160,18.100000381,,,,,,,,,,,,,,,,
1684869341.02278,,,,,,,,,,,,,0,1684869341.02278,-0.301592886,0.300022095,0.5,,,,,,,,,,,
1684869341.02279,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.02279,
1684869341.0228,,,,,,,,,,,,,,,,,,1,1684869341.0228,49.591999054,,,,,,,,
1684869341.02281,-0.00262484,0.00682169,-0.00298454,1684869341.02281,-0.780247271,2.896152496,10.449154854,,,,,,,,,,,,,,,,,,,,,-0.079620006
1684869341.06237,,,,,,,,-1683.030517578,2.177705765,1684869341.06237,122860,18.100000381,,,,,,,,,,,,,,,,
1684869341.06238,,,,,,,,,,,,,0,1684869341.06238,-0.29059732,0.289026529,0.5,,,,,,,,,,,
1684869341.06239,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.06239,
1684869341.0624,,,,,,,,,,,,,,,,,,1,1684869341.0624,49.543998718,,,,,,,,
1684869341.06241,-0.0030012,0.00742768,-0.00302189,1684869341.06241,-0.955492318,2.690530539,10.556689262,,,,,,,,,,,,,,,,,,,,,-0.097554491
1684869341.06706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869341.10306,,,,,,,,-1683.030517578,2.177705765,1684869341.10306,122860,18.090000153,,,,,,,,,,,,,,,,
1684869341.10308,,,,,,,,,,,,,0,1684869341.10308,-0.29059732,0.289026529,0.5,,,,,,,,,,,
1684869341.10309,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.10309,
1684869341.1031,,,,,,,,,,,,,,,,,,1,1684869341.1031,49.498001099,,,,,,,,
1684869341.10311,-0.00329973,0.00786585,-0.00306717,1684869341.10311,-1.222172618,2.493510008,10.464343071,,,,,,,,,,,,,,,,,,,,,-0.124908921
1684869341.14257,,,,,,,,-1662.353271484,2.14881587,1684869341.14257,122569.9921875,18.100000381,,,,,,,,,,,,,,,,
1684869341.14259,,,,,,,,,,,,,0,1684869341.14259,-0.252898216,0.251327425,0.5,,,,,,,,,,,
1684869341.1426,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.1426,
1684869341.14261,,,,,,,,,,,,,,,,,,1,1684869341.14261,49.451000214,,,,,,,,
1684869341.14262,-0.00332565,0.00815824,-0.00311141,1684869341.14262,-1.340772629,2.533394575,10.389980316,,,,,,,,,,,,,,,,,,,,,-0.137103195
1684869341.16602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869341.18178,,,,,,,,-1662.353271484,2.14881587,1684869341.18178,122569.9921875,18.100000381,,,,,,,,,,,,,,,,
1684869341.1818,,,,,,,,,,,,,0,1684869341.1818,-0.252898216,0.251327425,0.5,,,,,,,,,,,
1684869341.18181,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.18181,
1684869341.18182,,,,,,,,,,,,,,,,,,1,1684869341.18182,49.425998688,,,,,,,,
1684869341.18183,-0.00266612,0.00833953,-0.0030668,1684869341.18183,-1.545138478,2.442069292,10.283819199,,,,,,,,,,,,,,,,,,,,,-0.158165095
1684869341.22183,,,,,,,,-1652.358032227,2.134869099,1684869341.22183,122430.0078125,18.100000381,,,,,,,,,,,,,,,,
1684869341.22184,,,,,,,,,,,,,0,1684869341.22184,-0.201061934,0.199491128,0.5,,,,,,,,,,,
1684869341.22186,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.22185,
1684869341.22186,,,,,,,,,,,,,,,,,,1,1684869341.22186,49.379001617,,,,,,,,
1684869341.22187,-0.00156221,0.00843417,-0.00302175,1684869341.22187,-1.720118046,2.372472525,10.335484505,,,,,,,,,,,,,,,,,,,,,-0.176254488
1684869341.26168,,,,,,,,-1652.358032227,2.134869099,1684869341.26168,122430.0078125,18.100000381,,,,,,,,,,,,,,,,
1684869341.2617,,,,,,,,,,,,,0,1684869341.2617,-0.201061934,0.199491128,0.5,,,,,,,,,,,
1684869341.26171,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.26171,
1684869341.26172,,,,,,,,,,,,,,,,,,1,1684869341.26172,49.332000732,,,,,,,,
1684869341.26173,-0.00051566,0.00822254,-0.00299268,1684869341.26173,-1.991443396,2.291404009,10.218438148,,,,,,,,,,,,,,,,,,,,,-0.20442214
1684869341.26689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869341.30188,,,,,,,,-1630.907592773,2.104982853,1684869341.30188,122130.0078125,18.100000381,,,,,,,,,,,,,,,,
1684869341.3019,,,,,,,,,,,,,0,1684869341.3019,-0.201061934,0.199491128,0.5,,,,,,,,,,,
1684869341.30192,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.30192,
1684869341.30192,,,,,,,,,,,,,,,,,,1,1684869341.30192,49.308998108,,,,,,,,
1684869341.30193,-0.00074926,0.00794576,-0.00298097,1684869341.30193,-2.275759935,2.198307037,10.244254112,,,,,,,,,,,,,,,,,,,,,-0.234116505
1684869341.34165,,,,,,,,-1630.907592773,2.104982853,1684869341.34165,122130.0078125,18.090000153,,,,,,,,,,,,,,,,
1684869341.34166,,,,,,,,,,,,,0,1684869341.34166,-0.109955743,0.108384944,0.5,,,,,,,,,,,
1684869341.34168,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.34168,
1684869341.34168,,,,,,,,,,,,,,,,,,1,1684869341.34168,49.261001587,,,,,,,,
1684869341.34169,-0.00074656,0.00764895,-0.00292738,1684869341.34169,-2.445038557,2.262497902,10.199710846,,,,,,,,,,,,,,,,,,,,,-0.251894795
1684869341.36684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869341.38332,,,,,,,,-1600.085693359,2.062145948,1684869341.38332,121700,18.090000153,,,,,,,,,,,,,,,,
1684869341.38334,,,,,,,,,,,,,0,1684869341.38334,-0.109955743,0.108384944,0.5,,,,,,,,,,,
1684869341.38335,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.38335,
1684869341.38338,,,,,,,,,,,,,,,,,,1,1684869341.38338,49.214000702,,,,,,,,
1684869341.38339,0.00036768,0.00716338,-0.00284497,1684869341.38339,-2.808063984,2.318109512,9.957914352,,,,,,,,,,,,,,,,,,,,,-0.290305603
1684869341.42243,,,,,,,,-1610.130249023,2.076092958,1684869341.42243,121840,18.100000381,,,,,,,,,,,,,,,,
1684869341.42245,,,,,,,,,,,,,0,1684869341.42245,-0.109955743,0.108384944,0.5,,,,,,,,,,,
1684869341.42247,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.42246,
1684869341.42247,,,,,,,,,,,,,,,,,,1,1684869341.42247,49.191001892,,,,,,,,
1684869341.42248,0.00162863,0.00640258,-0.0028022,1684869341.42248,-2.90703249,2.358664989,9.718653679,,,,,,,,,,,,,,,,,,,,,-0.30085152
1684869341.46211,,,,,,,,-1589.313720703,2.047202826,1684869341.46211,121550,18.090000153,,,,,,,,,,,,,,,,
1684869341.46213,,,,,,,,,,,,,0,1684869341.46213,-0.036128316,0.034557518,0.5,,,,,,,,,,,
1684869341.46214,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.46214,
1684869341.46215,,,,,,,,,,,,,,,,,,1,1684869341.46215,49.144001007,,,,,,,,
1684869341.46216,0.0022594,0.00568301,-0.00281053,1684869341.46216,-3.031305552,2.290013552,9.778907776,,,,,,,,,,,,,,,,,,,,,-0.314143063
1684869341.46709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869341.50247,,,,,,,,-1547.558837891,1.989422917,1684869341.50247,120969.9921875,18.090000153,,,,,,,,,,,,,,,,
1684869341.50249,,,,,,,,,,,,,0,1684869341.50249,-0.036128316,0.034557518,0.5,,,,,,,,,,,
1684869341.50251,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.5025,
1684869341.50251,,,,,,,,,,,,,,,,,,1,1684869341.50251,49.970001221,,,,,,,,
1684869341.50256,0.00248096,0.00479036,-0.00275677,1684869341.50256,-3.297332048,2.306732893,9.510363579,,,,,,,,,,,,,,,,,,,,,-0.342793609
1684869341.54223,,,,,,,,-1557.65246582,2.003369808,1684869341.54223,121110,18.090000153,,,,,,,,,,,,,,,,
1684869341.54225,,,,,,,,,,,,,0,1684869341.54225,0.067544244,-0.069115035,0.5,,,,,,,,,,,
1684869341.54226,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.54226,
1684869341.54227,,,,,,,,,,,,,,,,,,1,1684869341.54227,49.490001678,,,,,,,,
1684869341.54228,0.00227161,0.00397088,-0.00264762,1684869341.54228,-3.379312754,2.426397562,9.558312416,,,,,,,,,,,,,,,,,,,,,-0.351680912
1684869341.56663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869341.58191,,,,,,,,-1525.898803711,1.959536791,1684869341.58191,120669.9921875,18.090000153,,,,,,,,,,,,,,,,
1684869341.58193,,,,,,,,,,,,,0,1684869341.58193,0.067544244,-0.069115035,0.5,,,,,,,,,,,
1684869341.58194,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.58194,
1684869341.58194,,,,,,,,,,,,,,,,,,1,1684869341.58194,49.259998322,,,,,,,,
1684869341.58195,0.00326753,0.00311033,-0.0025295,1684869341.58195,-3.540803671,2.368778229,9.158908844,,,,,,,,,,,,,,,,,,,,,-0.369273706
1684869341.62193,,,,,,,,-1515.776245117,1.9455899,1684869341.62193,120530.0078125,18.090000153,,,,,,,,,,,,,,,,
1684869341.62195,,,,,,,,,,,,,0,1684869341.62195,0.128805295,-0.130376101,0.5,,,,,,,,,,,
1684869341.62196,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.62196,
1684869341.62197,,,,,,,,,,,,,,,,,,1,1684869341.62197,48.979000092,,,,,,,,
1684869341.62198,0.00395138,0.00201997,-0.00234679,1684869341.62198,-3.610481739,2.507512569,9.184123039,,,,,,,,,,,,,,,,,,,,,-0.376901205
1684869341.66261,,,,,,,,-1504.918701172,1.930646777,1684869341.66261,120380.0078125,18.090000153,,,,,,,,,,,,,,,,
1684869341.66263,,,,,,,,,,,,,0,1684869341.66263,0.128805295,-0.130376101,0.5,,,,,,,,,,,
1684869341.66266,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.66266,
1684869341.66266,,,,,,,,,,,,,,,,,,1,1684869341.66266,48.931999207,,,,,,,,
1684869341.66267,0.00402107,0.00064247,-0.00212835,1684869341.66267,-3.626093626,2.611426353,8.943810463,,,,,,,,,,,,,,,,,,,,,-0.378613347
1684869341.66632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869341.70158,,,,,,,,-1473.008911133,1.88681376,1684869341.70157,119940,18.090000153,,,,,,,,,,,,,,,,
1684869341.70159,,,,,,,,,,,,,0,1684869341.70159,0.128805295,-0.130376101,0.5,,,,,,,,,,,
1684869341.70161,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.7016,
1684869341.70161,,,,,,,,,,,,,,,,,,1,1684869341.70161,48.908000946,,,,,,,,
1684869341.70162,0.00380267,-0.00037582,-0.00198032,1684869341.70162,-3.648971081,2.52999115,8.907113075,,,,,,,,,,,,,,,,,,,,,-0.381124408
1684869341.74181,,,,,,,,-1441.003295898,1.842980742,1684869341.74181,119500,18.090000153,,,,,,,,,,,,,,,,
1684869341.74182,,,,,,,,,,,,,0,1684869341.74182,0.182212368,-0.183783174,0.5,,,,,,,,,,,
1684869341.74183,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.74183,
1684869341.74184,,,,,,,,,,,,,,,,,,1,1684869341.74184,48.861000061,,,,,,,,
1684869341.74185,0.0033695,-0.00115704,-0.00186673,1684869341.74185,-3.638791323,2.54100132,9.00828743,,,,,,,,,,,,,,,,,,,,,-0.380006753
1684869341.76732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869341.7817,,,,,,,,-1419.856933594,1.814090729,1684869341.7817,119210,18.090000153,,,,,,,,,,,,,,,,
1684869341.78171,,,,,,,,,,,,,0,1684869341.78171,0.182212368,-0.183783174,0.5,,,,,,,,,,,
1684869341.78172,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.78172,
1684869341.78173,,,,,,,,,,,,,,,,,,1,1684869341.78173,48.813999176,,,,,,,,
1684869341.78174,0.00325328,-0.00190746,-0.00174891,1684869341.78174,-3.632991791,2.85173583,8.796115875,,,,,,,,,,,,,,,,,,,,,-0.379370234
1684869341.82269,,,,,,,,-1441.003295898,1.842980742,1684869341.82269,119500,18.090000153,,,,,,,,,,,,,,,,
1684869341.82271,,,,,,,,,,,,,0,1684869341.82271,0.182212368,-0.183783174,0.5,,,,,,,,,,,
1684869341.82272,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.82272,
1684869341.82273,,,,,,,,,,,,,,,,,,1,1684869341.82273,48.790000916,,,,,,,,
1684869341.82274,0.00281719,-0.00266516,-0.00166802,1684869341.82273,-3.559668303,2.764202833,8.772785187,,,,,,,,,,,,,,,,,,,,,-0.371336531
1684869341.86257,,,,,,,,-1387.692382813,1.770257711,1684869341.86257,118769.9921875,18.090000153,,,,,,,,,,,,,,,,
1684869341.86259,,,,,,,,,,,,,0,1684869341.86259,0.204203516,-0.205774322,0.5,,,,,,,,,,,
1684869341.8626,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869341.8626,
1684869341.86261,,,,,,,,,,,,,,,,,,1,1684869341.86261,48.743000031,,,,,,,,
1684869341.86262,0.00288723,-0.0032962,-0.00153732,1684869341.86261,-3.540375948,2.74632597,8.546854973,,,,,,,,,,,,,,,,,,,,,-0.369226954
1684869341.8663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
