time,d_fin,actuators_stamp,p_fin,s_fin,thruster,angular_velocity/x,angular_velocity/y,angular_velocity/z,imu_stamp,linear_acceleration/x,linear_acceleration/y,linear_acceleration/z,/riptide_1/imu_broadcaster/imu_status/orientation/pitch_deg,roll_orientation/deg,orientation/w,orientation/x,orientation/y,orientation/yaw_deg,orientation/z,depth,pressure_stamp,pressure
1681203552.13898,0,1681203552.13898,0,0,0,,,,,,,,,,,,,,,,,
1681203552.139,,,,,,,,,,,,,,,,,,,,1,1681203552.139,111110
1681203552.13901,,,,,,0,0,0,1681203552.13901,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.17898,0,1681203552.17898,0,0,0,,,,,,,,,,,,,,,,,
1681203552.17898,,,,,,,,,,,,,,,,,,,,1,1681203552.17898,111110
1681203552.17899,,,,,,0,0,0,1681203552.17899,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.22061,0,1681203552.22061,0,0,0,,,,,,,,,,,,,,,,,
1681203552.22062,,,,,,,,,,,,,,,,,,,,1,1681203552.22062,111110
1681203552.22063,,,,,,0,0,0,1681203552.22063,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.26242,0,1681203552.26242,0,0,0,,,,,,,,,,,,,,,,,
1681203552.26243,,,,,,,,,,,,,,,,,,,,1,1681203552.26243,111110
1681203552.26244,,,,,,0,0,0,1681203552.26244,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.30314,0,1681203552.30314,0,0,0,,,,,,,,,,,,,,,,,
1681203552.30315,,,,,,,,,,,,,,,,,,,,1,1681203552.30315,111110
1681203552.30316,,,,,,0,0,0,1681203552.30316,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.34307,0,1681203552.34307,0,0,0,,,,,,,,,,,,,,,,,
1681203552.34308,,,,,,,,,,,,,,,,,,,,1,1681203552.34308,111110
1681203552.3431,,,,,,0,0,0,1681203552.3431,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.38315,0,1681203552.38315,0,0,0,,,,,,,,,,,,,,,,,
1681203552.38317,,,,,,,,,,,,,,,,,,,,1,1681203552.38317,111110
1681203552.38318,,,,,,0,0,0,1681203552.38318,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.42304,0,1681203552.42304,0,0,0,,,,,,,,,,,,,,,,,
1681203552.42307,,,,,,,,,,,,,,,,,,,,1,1681203552.42307,111110
1681203552.42308,,,,,,0,0,0,1681203552.42308,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.46166,0,1681203552.46166,0,0,0,,,,,,,,,,,,,,,,,
1681203552.46167,,,,,,,,,,,,,,,,,,,,1,1681203552.46167,111110
1681203552.46168,,,,,,0,0,0,1681203552.46168,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.50218,0,1681203552.50218,0,0,0,,,,,,,,,,,,,,,,,
1681203552.50219,,,,,,,,,,,,,,,,,,,,1,1681203552.50219,111110
1681203552.5022,,,,,,0,0,0,1681203552.5022,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.54308,0,1681203552.54308,0,0,0,,,,,,,,,,,,,,,,,
1681203552.5431,,,,,,,,,,,,,,,,,,,,1,1681203552.5431,111110
1681203552.54311,,,,,,0,0,0,1681203552.54311,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.58313,0,1681203552.58313,0,0,0,,,,,,,,,,,,,,,,,
1681203552.58314,,,,,,,,,,,,,,,,,,,,1,1681203552.58314,111110
1681203552.58316,,,,,,0,0,0,1681203552.58316,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.62311,0,1681203552.62311,0,0,0,,,,,,,,,,,,,,,,,
1681203552.62312,,,,,,,,,,,,,,,,,,,,1,1681203552.62312,111110
1681203552.62313,,,,,,0,0,0,1681203552.62313,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.66298,0,1681203552.66298,0,0,0,,,,,,,,,,,,,,,,,
1681203552.66299,,,,,,,,,,,,,,,,,,,,1,1681203552.66299,111110
1681203552.663,,,,,,0,0,0,1681203552.663,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.70307,0,1681203552.70307,0,0,0,,,,,,,,,,,,,,,,,
1681203552.70308,,,,,,,,,,,,,,,,,,,,1,1681203552.70308,111110
1681203552.70309,,,,,,0,0,0,1681203552.70309,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.74309,0,1681203552.74309,0,0,0,,,,,,,,,,,,,,,,,
1681203552.7431,,,,,,,,,,,,,,,,,,,,1,1681203552.7431,111110
1681203552.74311,,,,,,0,0,0,1681203552.74311,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.78237,0,1681203552.78237,0,0,0,,,,,,,,,,,,,,,,,
1681203552.78239,,,,,,,,,,,,,,,,,,,,1,1681203552.78239,111110
1681203552.78241,,,,,,0,0,0,1681203552.78241,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.82304,0,1681203552.82304,0,0,0,,,,,,,,,,,,,,,,,
1681203552.82305,,,,,,,,,,,,,,,,,,,,1,1681203552.82305,111110
1681203552.82307,,,,,,0,0,0,1681203552.82307,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.86344,0,1681203552.86344,0,0,0,,,,,,,,,,,,,,,,,
1681203552.86345,,,,,,,,,,,,,,,,,,,,1,1681203552.86345,111110
1681203552.86347,,,,,,0,0,0,1681203552.86347,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.90298,0,1681203552.90298,0,0,0,,,,,,,,,,,,,,,,,
1681203552.903,,,,,,,,,,,,,,,,,,,,1,1681203552.903,111110
1681203552.90301,,,,,,0,0,0,1681203552.90301,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.94245,0,1681203552.94245,0,0,0,,,,,,,,,,,,,,,,,
1681203552.94246,,,,,,,,,,,,,,,,,,,,1,1681203552.94246,111110
1681203552.94247,,,,,,0,0,0,1681203552.94247,0,0,9.8,0,0,1,0,0,0,0,,,
1681203552.98293,0,1681203552.98293,0,0,0,,,,,,,,,,,,,,,,,
1681203552.98295,,,,,,,,,,,,,,,,,,,,1,1681203552.98295,111110
1681203552.98296,,,,,,0,0,0,1681203552.98296,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.02316,0,1681203553.02316,0,0,0,,,,,,,,,,,,,,,,,
1681203553.02318,,,,,,,,,,,,,,,,,,,,1,1681203553.02318,111110
1681203553.0232,,,,,,0,0,0,1681203553.0232,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.06284,0,1681203553.06284,0,0,0,,,,,,,,,,,,,,,,,
1681203553.06285,,,,,,,,,,,,,,,,,,,,1,1681203553.06285,111110
1681203553.06286,,,,,,0,0,0,1681203553.06286,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.10297,0,1681203553.10297,0,0,0,,,,,,,,,,,,,,,,,
1681203553.10298,,,,,,,,,,,,,,,,,,,,1,1681203553.10298,111110
1681203553.10299,,,,,,0,0,0,1681203553.10299,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.1418,0,1681203553.1418,0,0,0,,,,,,,,,,,,,,,,,
1681203553.14181,,,,,,,,,,,,,,,,,,,,1,1681203553.14181,111110
1681203553.14182,,,,,,0,0,0,1681203553.14182,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.18248,0,1681203553.18248,0,0,0,,,,,,,,,,,,,,,,,
1681203553.18249,,,,,,,,,,,,,,,,,,,,1,1681203553.18249,111110
1681203553.18251,,,,,,0,0,0,1681203553.18251,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.2229,0,1681203553.2229,0,0,0,,,,,,,,,,,,,,,,,
1681203553.22291,,,,,,,,,,,,,,,,,,,,1,1681203553.22291,111110
1681203553.22293,,,,,,0,0,0,1681203553.22293,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.263,0,1681203553.263,0,0,0,,,,,,,,,,,,,,,,,
1681203553.26301,,,,,,,,,,,,,,,,,,,,1,1681203553.26301,111110
1681203553.26303,,,,,,0,0,0,1681203553.26303,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.30291,0,1681203553.30291,0,0,0,,,,,,,,,,,,,,,,,
1681203553.30292,,,,,,,,,,,,,,,,,,,,1,1681203553.30292,111110
1681203553.30293,,,,,,0,0,0,1681203553.30293,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.34311,0,1681203553.34311,0,0,0,,,,,,,,,,,,,,,,,
1681203553.34312,,,,,,,,,,,,,,,,,,,,1,1681203553.34312,111110
1681203553.34313,,,,,,0,0,0,1681203553.34313,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.38243,0,1681203553.38243,0,0,0,,,,,,,,,,,,,,,,,
1681203553.38246,,,,,,,,,,,,,,,,,,,,1,1681203553.38246,111110
1681203553.38248,,,,,,0,0,0,1681203553.38248,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.42308,0,1681203553.42308,0,0,0,,,,,,,,,,,,,,,,,
1681203553.42309,,,,,,,,,,,,,,,,,,,,1,1681203553.42309,111110
1681203553.4231,,,,,,0,0,0,1681203553.4231,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.46292,0,1681203553.46292,0,0,0,,,,,,,,,,,,,,,,,
1681203553.46294,,,,,,,,,,,,,,,,,,,,1,1681203553.46294,111110
1681203553.46295,,,,,,0,0,0,1681203553.46295,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.50336,0,1681203553.50336,0,0,0,,,,,,,,,,,,,,,,,
1681203553.50337,,,,,,,,,,,,,,,,,,,,1,1681203553.50337,111110
1681203553.50338,,,,,,0,0,0,1681203553.50338,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.54248,0,1681203553.54248,0,0,0,,,,,,,,,,,,,,,,,
1681203553.54249,,,,,,,,,,,,,,,,,,,,1,1681203553.54249,111110
1681203553.54251,,,,,,0,0,0,1681203553.54251,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.58303,0,1681203553.58303,0,0,0,,,,,,,,,,,,,,,,,
1681203553.58304,,,,,,,,,,,,,,,,,,,,1,1681203553.58304,111110
1681203553.58306,,,,,,0,0,0,1681203553.58306,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.62296,0,1681203553.62296,0,0,0,,,,,,,,,,,,,,,,,
1681203553.62297,,,,,,,,,,,,,,,,,,,,1,1681203553.62297,111110
1681203553.62298,,,,,,0,0,0,1681203553.62298,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.66301,0,1681203553.66301,0,0,0,,,,,,,,,,,,,,,,,
1681203553.66302,,,,,,,,,,,,,,,,,,,,1,1681203553.66302,111110
1681203553.66304,,,,,,0,0,0,1681203553.66304,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.70297,0,1681203553.70297,0,0,0,,,,,,,,,,,,,,,,,
1681203553.70298,,,,,,,,,,,,,,,,,,,,1,1681203553.70298,111110
1681203553.703,,,,,,0,0,0,1681203553.703,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.74235,0,1681203553.74235,0,0,0,,,,,,,,,,,,,,,,,
1681203553.74236,,,,,,,,,,,,,,,,,,,,1,1681203553.74236,111110
1681203553.74237,,,,,,0,0,0,1681203553.74237,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.78305,0,1681203553.78305,0,0,0,,,,,,,,,,,,,,,,,
1681203553.78306,,,,,,,,,,,,,,,,,,,,1,1681203553.78306,111110
1681203553.78308,,,,,,0,0,0,1681203553.78308,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.82295,0,1681203553.82295,0,0,0,,,,,,,,,,,,,,,,,
1681203553.82296,,,,,,,,,,,,,,,,,,,,1,1681203553.82296,111110
1681203553.82297,,,,,,0,0,0,1681203553.82297,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.86288,0,1681203553.86288,0,0,0,,,,,,,,,,,,,,,,,
1681203553.8629,,,,,,,,,,,,,,,,,,,,1,1681203553.8629,111110
1681203553.86292,,,,,,0,0,0,1681203553.86292,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.90333,0,1681203553.90333,0,0,0,,,,,,,,,,,,,,,,,
1681203553.90334,,,,,,,,,,,,,,,,,,,,1,1681203553.90334,111110
1681203553.90335,,,,,,0,0,0,1681203553.90335,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.94305,0,1681203553.94305,0,0,0,,,,,,,,,,,,,,,,,
1681203553.94306,,,,,,,,,,,,,,,,,,,,1,1681203553.94306,111110
1681203553.94307,,,,,,0,0,0,1681203553.94307,0,0,9.8,0,0,1,0,0,0,0,,,
1681203553.98307,0,1681203553.98307,0,0,0,,,,,,,,,,,,,,,,,
1681203553.98308,,,,,,,,,,,,,,,,,,,,1,1681203553.98308,111110
1681203553.98309,,,,,,0,0,0,1681203553.98309,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.02289,0,1681203554.02289,0,0,0,,,,,,,,,,,,,,,,,
1681203554.0229,,,,,,,,,,,,,,,,,,,,1,1681203554.0229,111110
1681203554.02291,,,,,,0,0,0,1681203554.02291,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.06292,0,1681203554.06292,0,0,0,,,,,,,,,,,,,,,,,
1681203554.06293,,,,,,,,,,,,,,,,,,,,1,1681203554.06293,111110
1681203554.06294,,,,,,0,0,0,1681203554.06294,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.10288,0,1681203554.10288,0,0,0,,,,,,,,,,,,,,,,,
1681203554.10289,,,,,,,,,,,,,,,,,,,,1,1681203554.10289,111110
1681203554.1029,,,,,,0,0,0,1681203554.1029,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.14291,0,1681203554.14291,0,0,0,,,,,,,,,,,,,,,,,
1681203554.14293,,,,,,,,,,,,,,,,,,,,1,1681203554.14293,111110
1681203554.14294,,,,,,0,0,0,1681203554.14294,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.18314,0,1681203554.18314,0,0,0,,,,,,,,,,,,,,,,,
1681203554.18315,,,,,,,,,,,,,,,,,,,,1,1681203554.18315,111110
1681203554.18316,,,,,,0,0,0,1681203554.18316,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.22286,0,1681203554.22286,0,0,0,,,,,,,,,,,,,,,,,
1681203554.22288,,,,,,,,,,,,,,,,,,,,1,1681203554.22288,111110
1681203554.2229,,,,,,0,0,0,1681203554.2229,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.26287,0,1681203554.26287,0,0,0,,,,,,,,,,,,,,,,,
1681203554.26289,,,,,,,,,,,,,,,,,,,,1,1681203554.26289,111110
1681203554.2629,,,,,,0,0,0,1681203554.2629,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.30314,0,1681203554.30314,0,0,0,,,,,,,,,,,,,,,,,
1681203554.30315,,,,,,,,,,,,,,,,,,,,1,1681203554.30315,111110
1681203554.30317,,,,,,0,0,0,1681203554.30317,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.34337,0,1681203554.34337,0,0,0,,,,,,,,,,,,,,,,,
1681203554.34338,,,,,,,,,,,,,,,,,,,,1,1681203554.34338,111110
1681203554.3434,,,,,,0,0,0,1681203554.3434,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.38291,0,1681203554.38291,0,0,0,,,,,,,,,,,,,,,,,
1681203554.38293,,,,,,,,,,,,,,,,,,,,1,1681203554.38293,111110
1681203554.38295,,,,,,0,0,0,1681203554.38295,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.42313,0,1681203554.42313,0,0,0,,,,,,,,,,,,,,,,,
1681203554.42315,,,,,,,,,,,,,,,,,,,,1,1681203554.42315,111110
1681203554.42317,,,,,,0,0,0,1681203554.42317,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.46247,0,1681203554.46247,0,0,0,,,,,,,,,,,,,,,,,
1681203554.46248,,,,,,,,,,,,,,,,,,,,1,1681203554.46248,111110
1681203554.46249,,,,,,0,0,0,1681203554.46249,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.50301,0,1681203554.50301,0,0,0,,,,,,,,,,,,,,,,,
1681203554.50302,,,,,,,,,,,,,,,,,,,,1,1681203554.50302,111110
1681203554.50303,,,,,,0,0,0,1681203554.50303,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.5428,0,1681203554.5428,0,0,0,,,,,,,,,,,,,,,,,
1681203554.54281,,,,,,,,,,,,,,,,,,,,1,1681203554.54281,111110
1681203554.54282,,,,,,0,0,0,1681203554.54282,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.58159,0,1681203554.58159,0,0,0,,,,,,,,,,,,,,,,,
1681203554.5816,,,,,,,,,,,,,,,,,,,,1,1681203554.5816,111110
1681203554.58161,,,,,,0,0,0,1681203554.58161,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.61984,0,1681203554.61984,0,0,0,,,,,,,,,,,,,,,,,
1681203554.61985,,,,,,,,,,,,,,,,,,,,1,1681203554.61985,111110
1681203554.61985,,,,,,0,0,0,1681203554.61985,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.65935,0,1681203554.65935,0,0,0,,,,,,,,,,,,,,,,,
1681203554.65936,,,,,,,,,,,,,,,,,,,,1,1681203554.65936,111110
1681203554.65936,,,,,,0,0,0,1681203554.65936,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.69924,0,1681203554.69924,0,0,0,,,,,,,,,,,,,,,,,
1681203554.69924,,,,,,,,,,,,,,,,,,,,1,1681203554.69924,111110
1681203554.69925,,,,,,0,0,0,1681203554.69925,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.73959,0,1681203554.73959,0,0,0,,,,,,,,,,,,,,,,,
1681203554.73959,,,,,,,,,,,,,,,,,,,,1,1681203554.73959,111110
1681203554.7396,,,,,,0,0,0,1681203554.7396,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.77961,0,1681203554.77961,0,0,0,,,,,,,,,,,,,,,,,
1681203554.77962,,,,,,,,,,,,,,,,,,,,1,1681203554.77962,111110
1681203554.77962,,,,,,0,0,0,1681203554.77962,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.8194,0,1681203554.8194,0,0,0,,,,,,,,,,,,,,,,,
1681203554.8194,,,,,,,,,,,,,,,,,,,,1,1681203554.8194,111110
1681203554.8194,,,,,,0,0,0,1681203554.8194,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.8589,0,1681203554.8589,0,0,0,,,,,,,,,,,,,,,,,
1681203554.8589,,,,,,,,,,,,,,,,,,,,1,1681203554.8589,111110
1681203554.85891,,,,,,0,0,0,1681203554.85891,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.8994,0,1681203554.8994,0,0,0,,,,,,,,,,,,,,,,,
1681203554.8994,,,,,,,,,,,,,,,,,,,,1,1681203554.8994,111110
1681203554.89941,,,,,,0,0,0,1681203554.89941,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.94041,0,1681203554.94041,0,0,0,,,,,,,,,,,,,,,,,
1681203554.94042,,,,,,,,,,,,,,,,,,,,1,1681203554.94042,111110
1681203554.94042,,,,,,0,0,0,1681203554.94042,0,0,9.8,0,0,1,0,0,0,0,,,
1681203554.98036,0,1681203554.98036,0,0,0,,,,,,,,,,,,,,,,,
1681203554.98036,,,,,,,,,,,,,,,,,,,,1,1681203554.98036,111110
1681203554.98037,,,,,,0,0,0,1681203554.98037,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.0204,0,1681203555.0204,0,0,0,,,,,,,,,,,,,,,,,
1681203555.02041,,,,,,,,,,,,,,,,,,,,1,1681203555.02041,111110
1681203555.02042,,,,,,0,0,0,1681203555.02042,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.06065,0,1681203555.06065,0,0,0,,,,,,,,,,,,,,,,,
1681203555.06066,,,,,,,,,,,,,,,,,,,,1,1681203555.06066,111110
1681203555.06067,,,,,,0,0,0,1681203555.06067,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.10054,0,1681203555.10054,0,0,0,,,,,,,,,,,,,,,,,
1681203555.10056,,,,,,,,,,,,,,,,,,,,1,1681203555.10056,111110
1681203555.10057,,,,,,0,0,0,1681203555.10057,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.13892,0,1681203555.13892,0,0,0,,,,,,,,,,,,,,,,,
1681203555.13892,,,,,,,,,,,,,,,,,,,,1,1681203555.13892,111110
1681203555.13893,,,,,,0,0,0,1681203555.13893,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.17897,0,1681203555.17897,0,0,0,,,,,,,,,,,,,,,,,
1681203555.17897,,,,,,,,,,,,,,,,,,,,1,1681203555.17897,111110
1681203555.17898,,,,,,0,0,0,1681203555.17898,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.21876,0,1681203555.21876,0,0,0,,,,,,,,,,,,,,,,,
1681203555.21877,,,,,,,,,,,,,,,,,,,,1,1681203555.21877,111110
1681203555.21877,,,,,,0,0,0,1681203555.21877,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.259,0,1681203555.259,0,0,0,,,,,,,,,,,,,,,,,
1681203555.25901,,,,,,,,,,,,,,,,,,,,1,1681203555.25901,111110
1681203555.25902,,,,,,0,0,0,1681203555.25902,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.29998,0,1681203555.29998,0,0,0,,,,,,,,,,,,,,,,,
1681203555.29999,,,,,,,,,,,,,,,,,,,,1,1681203555.29999,111110
1681203555.3,,,,,,0,0,0,1681203555.3,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.34299,0,1681203555.34299,0,0,0,,,,,,,,,,,,,,,,,
1681203555.343,,,,,,,,,,,,,,,,,,,,1,1681203555.343,111110
1681203555.34302,,,,,,0,0,0,1681203555.34302,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.38299,0,1681203555.38299,0,0,0,,,,,,,,,,,,,,,,,
1681203555.383,,,,,,,,,,,,,,,,,,,,1,1681203555.383,111110
1681203555.38301,,,,,,0,0,0,1681203555.38301,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.42337,0,1681203555.42337,0,0,0,,,,,,,,,,,,,,,,,
1681203555.42338,,,,,,,,,,,,,,,,,,,,1,1681203555.42338,111110
1681203555.4234,,,,,,0,0,0,1681203555.4234,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.46301,0,1681203555.46301,0,0,0,,,,,,,,,,,,,,,,,
1681203555.46302,,,,,,,,,,,,,,,,,,,,1,1681203555.46302,111110
1681203555.46303,,,,,,0,0,0,1681203555.46303,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.50217,0,1681203555.50217,0,0,0,,,,,,,,,,,,,,,,,
1681203555.50218,,,,,,,,,,,,,,,,,,,,1,1681203555.50218,111110
1681203555.5022,,,,,,0,0,0,1681203555.5022,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.54302,0,1681203555.54302,0,0,0,,,,,,,,,,,,,,,,,
1681203555.54303,,,,,,,,,,,,,,,,,,,,1,1681203555.54303,111110
1681203555.54304,,,,,,0,0,0,1681203555.54304,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.5823,0,1681203555.5823,0,0,0,,,,,,,,,,,,,,,,,
1681203555.58231,,,,,,,,,,,,,,,,,,,,1,1681203555.58231,111110
1681203555.58232,,,,,,0,0,0,1681203555.58232,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.62285,0,1681203555.62285,0,0,0,,,,,,,,,,,,,,,,,
1681203555.62287,,,,,,,,,,,,,,,,,,,,1,1681203555.62287,111110
1681203555.62288,,,,,,0,0,0,1681203555.62288,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.66293,0,1681203555.66293,0,0,0,,,,,,,,,,,,,,,,,
1681203555.66295,,,,,,,,,,,,,,,,,,,,1,1681203555.66295,111110
1681203555.66296,,,,,,0,0,0,1681203555.66296,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.70286,0,1681203555.70286,0,0,0,,,,,,,,,,,,,,,,,
1681203555.70287,,,,,,,,,,,,,,,,,,,,1,1681203555.70287,111110
1681203555.70289,,,,,,0,0,0,1681203555.70289,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.74216,0,1681203555.74216,0,0,0,,,,,,,,,,,,,,,,,
1681203555.74217,,,,,,,,,,,,,,,,,,,,1,1681203555.74217,111110
1681203555.74218,,,,,,0,0,0,1681203555.74218,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.78278,0,1681203555.78278,0,0,0,,,,,,,,,,,,,,,,,
1681203555.78279,,,,,,,,,,,,,,,,,,,,1,1681203555.78279,111110
1681203555.7828,,,,,,0,0,0,1681203555.7828,0,0,9.8,0,0,1,0,0,0,0,,,
1681203555.82293,0,1681203555.82293,0.022744,-0.022744,100,,,,,,,,,,,,,,,,,
1681203555.82294,,,,,,,,,,,,,,,,,,,,1.000001,1681203555.82294,111110.007813
1681203555.82295,,,,,,0,0.054234,0,1681203555.82295,4.944404,0,9.790459,0.043809,0,1,0,0.000382,0,0,,,
1681203555.86314,0,1681203555.86314,0.033704,-0.033704,100,,,,,,,,,,,,,,,,,
1681203555.86316,,,,,,,,,,,,,,,,,,,,1.000033,1681203555.86316,111110.320313
1681203555.86317,,,,,,0,0.193874,0,1681203555.86317,4.422817,0,9.729178,0.341745,0,0.999996,0,0.002982,0,0,,,
1681203555.90308,0,1681203555.90308,0.066377,-0.066377,100,,,,,,,,,,,,,,,,,
1681203555.9031,,,,,,,,,,,,,,,,,,,,1.00025,1681203555.9031,111112.460938
1681203555.90311,,,,,,0,0.55991,0,1681203555.90311,3.558908,0,9.50203,1.229074,0,0.999942,0,0.010725,0,0,,,
1681203555.943,0,1681203555.943,0.082131,-0.082131,100,,,,,,,,,,,,,,,,,
1681203555.94301,,,,,,,,,,,,,,,,,,,,1.001078,1681203555.94301,111120.570313
1681203555.94302,,,,,,0,0.903627,0,1681203555.94302,2.470027,0,9.189418,2.971015,0,0.999664,0,0.025924,0,0,,,
1681203555.98244,0,1681203555.98244,0.089046,-0.089046,100,,,,,,,,,,,,,,,,,
1681203555.98245,,,,,,,,,,,,,,,,,,,,1.003094,1681203555.98245,111140.351563
1681203555.98246,,,,,,0,1.159955,0,1681203555.98246,1.317584,0,8.871328,5.38869,0,0.998895,0,0.047008,0,0,,,
1681203556.02315,0,1681203556.02315,0.07917,-0.07917,100,,,,,,,,,,,,,,,,,
1681203556.02317,,,,,,,,,,,,,,,,,,,,1.006798,1681203556.02317,111176.6875
1681203556.02318,,,,,,0,1.152068,0,1681203556.02318,0.244464,0,8.737228,8.062484,0,0.997526,0,0.0703,0,0,,,
1681203556.06395,0,1681203556.06395,0.07454,-0.07454,100,,,,,,,,,,,,,,,,,
1681203556.06397,,,,,,,,,,,,,,,,,,,,1.012377,1681203556.06397,111231.421875
1681203556.06399,,,,,,0,1.144177,0,1681203556.06399,-0.678504,0,8.609459,10.688319,0,0.995653,0,0.093138,0,0,,,
1681203556.10306,0,1681203556.10306,0.059717,-0.059717,100,,,,,,,,,,,,,,,,,
1681203556.10307,,,,,,,,,,,,,,,,,,,,1.019846,1681203556.10307,111304.6875
1681203556.10309,,,,,,0,0.97745,0,1681203556.10309,-1.435884,0,8.636639,13.103078,0,0.99347,0,0.114097,0,0,,,
1681203556.14282,0,1681203556.14282,0.052793,-0.052793,100,,,,,,,,,,,,,,,,,
1681203556.14283,,,,,,,,,,,,,,,,,,,,1.029012,1681203556.14283,111394.601563
1681203556.14284,,,,,,0,0.880629,0,1681203556.14284,-2.03549,0,8.616251,15.204847,0,0.99121,0,0.132298,0,0,,,
1681203556.18311,0,1681203556.18311,0.049458,-0.049458,100,,,,,,,,,,,,,,,,,
1681203556.18312,,,,,,,,,,,,,,,,,,,,1.039695,1681203556.18312,111499.414063
