time,d_fin,actuators_stamp,p_fin,s_fin,thruster,angular_velocity/x,angular_velocity/y,angular_velocity/z,imu_stamp,linear_acceleration/x,linear_acceleration/y,linear_acceleration/z,/riptide_1/imu_broadcaster/imu_status/orientation/pitch_deg,roll_orientation/deg,orientation/w,orientation/x,orientation/y,orientation/yaw_deg,orientation/z,depth,pressure_stamp,pressure
1681203563.22319,,,,,,0,-0.037012,0,1681203563.22319,-0.24061,0,9.834302,1.406867,0,0.999925,0,0.012277,0,0,,,
1681203563.26319,0,1681203563.26319,-0.002035,0.002035,100,,,,,,,,,,,,,,,,,
1681203563.2632,,,,,,,,,,,,,,,,,,,,2.990958,1681203563.2632,130641.296875
1681203563.26321,,,,,,0,-0.035587,0,1681203563.26321,-0.226452,0,9.833204,1.324073,0,0.999933,0,0.011554,0,0,,,
1681203563.30219,0,1681203563.30219,-0.001921,0.001921,100,,,,,,,,,,,,,,,,,
1681203563.3022,,,,,,,,,,,,,,,,,,,,2.991864,1681203563.3022,130650.1875
1681203563.30222,,,,,,0,-0.033483,0,1681203563.30222,-0.212976,0,9.831389,1.245263,0,0.999941,0,0.010867,0,0,,,
1681203563.3425,0,1681203563.3425,-0.001854,0.001854,100,,,,,,,,,,,,,,,,,
1681203563.34251,,,,,,,,,,,,,,,,,,,,2.992716,1681203563.34251,130658.539063
1681203563.34253,,,,,,0,-0.032332,0,1681203563.34253,-0.200134,0,9.830501,1.170166,0,0.999948,0,0.010211,0,0,,,
1681203563.38249,0,1681203563.38249,-0.001823,0.001823,100,,,,,,,,,,,,,,,,,
1681203563.3825,,,,,,,,,,,,,,,,,,,,2.993515,1681203563.3825,130666.382813
1681203563.38252,,,,,,0,-0.031778,0,1681203563.38252,-0.187597,0,9.830191,1.096857,0,0.999954,0,0.009572,0,0,,,
1681203563.42231,0,1681203563.42231,-0.001697,0.001697,100,,,,,,,,,,,,,,,,,
1681203563.42232,,,,,,,,,,,,,,,,,,,,2.994264,1681203563.42232,130673.734375
1681203563.42235,,,,,,0,-0.029592,0,1681203563.42235,-0.175618,0,9.828213,1.026807,0,0.99996,0,0.00896,0,0,,,
1681203563.46322,0,1681203563.46322,-0.00162,0.00162,100,,,,,,,,,,,,,,,,,
1681203563.46324,,,,,,,,,,,,,,,,,,,,2.994965,1681203563.46324,130680.609375
1681203563.46326,,,,,,0,-0.028352,0,1681203563.46326,-0.164322,0,9.82716,0.960755,0,0.999965,0,0.008384,0,0,,,
1681203563.50244,0,1681203563.50244,-0.001522,0.001522,100,,,,,,,,,,,,,,,,,
1681203563.50245,,,,,,,,,,,,,,,,,,,,2.995621,1681203563.50245,130687.039063
1681203563.50247,,,,,,0,-0.026538,0,1681203563.50247,-0.153615,0,9.825509,0.89815,0,0.999969,0,0.007838,0,0,,,
1681203563.54235,0,1681203563.54235,-0.001465,0.001465,100,,,,,,,,,,,,,,,,,
1681203563.54236,,,,,,,,,,,,,,,,,,,,2.996233,1681203563.54236,130693.054688
1681203563.54238,,,,,,0,-0.025546,0,1681203563.54238,-0.143455,0,9.824664,0.838743,0,0.999973,0,0.007319,0,0,,,
1681203563.58333,0,1681203563.58333,-0.001436,0.001436,100,,,,,,,,,,,,,,,,,
1681203563.58335,,,,,,,,,,,,,,,,,,,,2.996805,1681203563.58335,130698.65625
1681203563.58336,,,,,,0,-0.025068,0,1681203563.58336,-0.133559,0,9.824323,0.780877,0,0.999977,0,0.006814,0,0,,,
1681203563.62293,0,1681203563.62293,-0.001321,0.001321,100,,,,,,,,,,,,,,,,,
1681203563.62294,,,,,,,,,,,,,,,,,,,,2.997337,1681203563.62294,130703.875
1681203563.62295,,,,,,0,-0.023209,0,1681203563.62295,-0.124137,0,9.822575,0.725789,0,0.99998,0,0.006334,0,0,,,
1681203563.66202,0,1681203563.66202,-0.001271,0.001271,100,,,,,,,,,,,,,,,,,
1681203563.66203,,,,,,,,,,,,,,,,,,,,2.997831,1681203563.66203,130708.71875
1681203563.66205,,,,,,0,-0.022154,0,1681203563.66205,-0.115297,0,9.821622,0.674101,0,0.999983,0,0.005883,0,0,,,
1681203563.70321,0,1681203563.70321,-0.001239,0.001239,100,,,,,,,,,,,,,,,,,
1681203563.70322,,,,,,,,,,,,,,,,,,,,2.998289,1681203563.70322,130713.210938
1681203563.70323,,,,,,0,-0.021647,0,1681203563.70323,-0.106737,0,9.821208,0.624051,0,0.999985,0,0.005446,0,0,,,
1681203563.74322,0,1681203563.74322,-0.001132,0.001132,100,,,,,,,,,,,,,,,,,
1681203563.74323,,,,,,,,,,,,,,,,,,,,2.998713,1681203563.74323,130717.367188
1681203563.74324,,,,,,0,-0.019906,0,1681203563.74324,-0.098631,0,9.819541,0.576659,0,0.999987,0,0.005032,0,0,,,
1681203563.78295,0,1681203563.78295,-0.001081,0.001081,100,,,,,,,,,,,,,,,,,
1681203563.78296,,,,,,,,,,,,,,,,,,,,2.999104,1681203563.78296,130721.210938
1681203563.78298,,,,,,0,-0.018923,0,1681203563.78298,-0.091068,0,9.818624,0.532439,0,0.999989,0,0.004646,0,0,,,
1681203563.82293,0,1681203563.82293,-0.000998,0.000998,100,,,,,,,,,,,,,,,,,
1681203563.82294,,,,,,,,,,,,,,,,,,,,2.999465,1681203563.82294,130724.757813
1681203563.82298,,,,,,0,-0.017529,0,1681203563.82298,-0.083963,0,9.817285,0.490896,0,0.999991,0,0.004284,0,0,,,
1681203563.86305,0,1681203563.86305,-0.000958,0.000958,100,,,,,,,,,,,,,,,,,
1681203563.86306,,,,,,,,,,,,,,,,,,,,2.999798,1681203563.86306,130728.023438
1681203563.86307,,,,,,0,-0.016768,0,1681203563.86307,-0.077277,0,9.816574,0.451807,0,0.999992,0,0.003943,0,0,,,
1681203563.90334,0,1681203563.90334,-0.000887,0.000887,100,,,,,,,,,,,,,,,,,
1681203563.90335,,,,,,,,,,,,,,,,,,,,3.000104,1681203563.90335,130731.023438
1681203563.90338,,,,,,0,-0.01558,0,1681203563.90338,-0.070969,0,9.815425,0.414927,0,0.999993,0,0.003621,0,0,,,
1681203563.94301,0,1681203563.94301,-0.000853,0.000853,100,,,,,,,,,,,,,,,,,
1681203563.94302,,,,,,,,,,,,,,,,,,,,3.000385,1681203563.94302,130733.773438
1681203563.94303,,,,,,0,-0.014927,0,1681203563.94303,-0.065022,0,9.814809,0.380152,0,0.999994,0,0.003317,0,0,,,
1681203563.983,0,1681203563.983,-0.000837,0.000837,100,,,,,,,,,,,,,,,,,
1681203563.98301,,,,,,,,,,,,,,,,,,,,3.000642,1681203563.98301,130736.296875
1681203563.98302,,,,,,0,-0.014612,0,1681203563.98302,-0.059247,0,9.81453,0.34639,0,0.999995,0,0.003023,0,0,,,
1681203564.02371,0,1681203564.02371,-0.00076,0.00076,100,,,,,,,,,,,,,,,,,
1681203564.02373,,,,,,,,,,,,,,,,,,,,3.000875,1681203564.02373,130738.585938
1681203564.02374,,,,,,0,-0.013371,0,1681203564.02374,-0.053789,0,9.813311,0.314479,0,0.999996,0,0.002744,0,0,,,
1681203564.0633,0,1681203564.0633,-0.000723,0.000723,100,,,,,,,,,,,,,,,,,
1681203564.06331,,,,,,,,,,,,,,,,,,,,3.001087,1681203564.06331,130740.664063
1681203564.06333,,,,,,0,-0.012667,0,1681203564.06333,-0.048719,0,9.812629,0.28484,0,0.999997,0,0.002486,0,0,,,
1681203564.1022,0,1681203564.1022,-0.000668,0.000668,100,,,,,,,,,,,,,,,,,
1681203564.10221,,,,,,,,,,,,,,,,,,,,3.001278,1681203564.10221,130742.539063
1681203564.10223,,,,,,0,-0.011651,0,1681203564.10223,-0.043982,0,9.811629,0.257139,0,0.999997,0,0.002244,0,0,,,
1681203564.14308,0,1681203564.14308,-0.000634,0.000634,100,,,,,,,,,,,,,,,,,
1681203564.14309,,,,,,,,,,,,,,,,,,,,3.001451,1681203564.14309,130744.234375
1681203564.1431,,,,,,0,-0.011095,0,1681203564.1431,-0.03955,0,9.811089,0.231229,0,0.999998,0,0.002018,0,0,,,
1681203564.18311,0,1681203564.18311,-0.00062,0.00062,100,,,,,,,,,,,,,,,,,
1681203564.18312,,,,,,,,,,,,,,,,,,,,3.001606,1681203564.18312,130745.75
1681203564.18313,,,,,,0,-0.010828,0,1681203564.18313,-0.035266,0,9.810836,0.206182,0,0.999998,0,0.001799,0,0,,,
1681203564.2223,0,1681203564.2223,-0.000563,0.000563,100,,,,,,,,,,,,,,,,,
1681203564.22231,,,,,,,,,,,,,,,,,,,,3.001743,1681203564.22231,130747.101563
1681203564.22233,,,,,,0,-0.009817,0,1681203564.22233,-0.031241,0,9.809832,0.182652,0,0.999999,0,0.001594,0,0,,,
1681203564.26303,0,1681203564.26303,-0.000528,0.000528,100,,,,,,,,,,,,,,,,,
1681203564.26305,,,,,,,,,,,,,,,,,,,,3.001865,1681203564.26305,130748.296875
1681203564.26308,,,,,,0,-0.009244,0,1681203564.26308,-0.027533,0,9.809266,0.160971,0,0.999999,0,0.001405,0,0,,,
1681203564.30392,0,1681203564.30392,-0.000479,0.000479,100,,,,,,,,,,,,,,,,,
1681203564.30393,,,,,,,,,,,,,,,,,,,,3.001972,1681203564.30393,130749.34375
1681203564.30395,,,,,,0,-0.008429,0,1681203564.30395,-0.024092,0,9.808455,0.140853,0,0.999999,0,0.001229,0,0,,,
1681203564.34307,0,1681203564.34307,-0.000456,0.000456,100,,,,,,,,,,,,,,,,,
1681203564.34308,,,,,,,,,,,,,,,,,,,,3.002065,1681203564.34308,130750.257813
1681203564.34309,,,,,,0,-0.007984,0,1681203564.34309,-0.020896,0,9.808014,0.12217,0,0.999999,0,0.001066,0,0,,,
1681203564.38314,0,1681203564.38314,-0.000445,0.000445,100,,,,,,,,,,,,,,,,,
1681203564.38315,,,,,,,,,,,,,,,,,,,,3.002145,1681203564.38315,130751.046875
1681203564.38316,,,,,,0,-0.007769,0,1681203564.38316,-0.017819,0,9.807804,0.104178,0,1,0,0.000909,0,0,,,
1681203564.42302,0,1681203564.42302,-0.000396,0.000396,100,,,,,,,,,,,,,,,,,
1681203564.42303,,,,,,,,,,,,,,,,,,,,3.002213,1681203564.42303,130751.710938
1681203564.42304,,,,,,0,-0.006972,0,1681203564.42304,-0.014947,0,9.807007,0.087386,0,1,0,0.000763,0,0,,,
1681203564.4636,0,1681203564.4636,-0.000372,0.000372,100,,,,,,,,,,,,,,,,,
1681203564.46361,,,,,,,,,,,,,,,,,,,,3.00227,1681203564.46361,130752.265625
1681203564.46363,,,,,,0,-0.006521,0,1681203564.46363,-0.012324,0,9.806556,0.07205,0,1,0,0.000629,0,0,,,
1681203564.50199,0,1681203564.50199,-0.000337,0.000337,100,,,,,,,,,,,,,,,,,
1681203564.502,,,,,,,,,,,,,,,,,,,,3.002316,1681203564.502,130752.71875
1681203564.50202,,,,,,0,-0.005884,0,1681203564.50202,-0.00991,0,9.805918,0.05794,0,1,0,0.000506,0,0,,,
1681203564.54249,0,1681203564.54249,-0.000318,0.000318,100,,,,,,,,,,,,,,,,,
1681203564.54251,,,,,,,,,,,,,,,,,,,,3.002353,1681203564.54251,130753.078125
1681203564.54253,,,,,,0,-0.005537,0,1681203564.54253,-0.007688,0,9.80557,0.044949,0,1,0,0.000392,0,0,,,
1681203564.58298,0,1681203564.58298,-0.000307,0.000307,100,,,,,,,,,,,,,,,,,
1681203564.583,,,,,,,,,,,,,,,,,,,,3.00238,1681203564.583,130753.351563
1681203564.58302,,,,,,0,-0.005369,0,1681203564.58302,-0.005559,0,9.805403,0.032499,0,1,0,0.000284,0,0,,,
1681203564.62215,0,1681203564.62215,-0.000273,0.000273,100,,,,,,,,,,,,,,,,,
1681203564.62216,,,,,,,,,,,,,,,,,,,,3.0024,1681203564.62216,130753.539063
1681203564.62218,,,,,,0,-0.004755,0,1681203564.62218,-0.003588,0,9.804785,0.020976,0,1,0,0.000183,0,0,,,
1681203564.66301,0,1681203564.66301,-0.000251,0.000251,100,,,,,,,,,,,,,,,,,
1681203564.66302,,,,,,,,,,,,,,,,,,,,3.002411,1681203564.66302,130753.65625
1681203564.66303,,,,,,0,-0.004407,0,1681203564.66303,-0.001809,0,9.804436,0.010574,0,1,0,0.000092,0,0,,,
1681203564.70416,0,1681203564.70416,-0.000222,0.000222,100,,,,,,,,,,,,,,,,,
1681203564.70417,,,,,,,,,,,,,,,,,,,,3.002416,1681203564.70417,130753.695313
1681203564.70418,,,,,,0,-0.00392,0,1681203564.70418,-0.00019,0,9.803946,0.001112,0,1,0,0.00001,0,0,,,
1681203564.74247,0,1681203564.74247,-0.00021,0.00021,100,,,,,,,,,,,,,,,,,
1681203564.74248,,,,,,,,,,,,,,,,,,,,3.002414,1681203564.74248,130753.679688
1681203564.74249,,,,,,0,-0.003655,0,1681203564.74249,0.001282,0,9.803679,-0.007494,0,1,0,-0.000065,0,0,,,
1681203564.78312,0,1681203564.78312,-0.000202,0.000202,100,,,,,,,,,,,,,,,,,
1681203564.78313,,,,,,,,,,,,,,,,,,,,3.002406,1681203564.78313,130753.601563
1681203564.78315,,,,,,0,-0.003527,0,1681203564.78315,0.002683,0,9.80355,-0.015688,0,1,0,-0.000137,0,0,,,
1681203564.82309,0,1681203564.82309,-0.000173,0.000173,100,,,,,,,,,,,,,,,,,
1681203564.8231,,,,,,,,,,,,,,,,,,,,3.002393,1681203564.8231,130753.46875
1681203564.82311,,,,,,0,-0.003064,0,1681203564.82311,0.003965,0,9.803083,-0.023182,0,1,0,-0.000202,0,0,,,
1681203564.86317,0,1681203564.86317,-0.000159,0.000159,100,,,,,,,,,,,,,,,,,
1681203564.86318,,,,,,,,,,,,,,,,,,,,3.002374,1681203564.86318,130753.289063
1681203564.86319,,,,,,0,-0.002802,0,1681203564.86319,0.005102,0,9.802819,-0.02983,0,1,0,-0.00026,0,0,,,
1681203564.903,0,1681203564.903,-0.000138,0.000138,100,,,,,,,,,,,,,,,,,
1681203564.90301,,,,,,,,,,,,,,,,,,,,3.002351,1681203564.90301,130753.0625
1681203564.90303,,,,,,0,-0.002438,0,1681203564.90303,0.006119,0,9.802453,-0.035775,0,1,0,-0.000312,0,0,,,
1681203564.943,0,1681203564.943,-0.000128,0.000128,100,,,,,,,,,,,,,,,,,
1681203564.94301,,,,,,,,,,,,,,,,,,,,3.002324,1681203564.94301,130752.804688
1681203564.94302,,,,,,0,-0.00224,0,1681203564.94302,0.007027,0,9.802253,-0.041081,0,1,0,-0.000358,0,0,,,
1681203564.98323,0,1681203564.98323,-0.000123,0.000123,100,,,,,,,,,,,,,,,,,
1681203564.98324,,,,,,,,,,,,,,,,,,,,3.002294,1681203564.98324,130752.507813
1681203564.98327,,,,,,0,-0.002145,0,1681203564.98327,0.007881,0,9.802156,-0.046079,0,1,0,-0.000402,0,0,,,
1681203565.02219,0,1681203565.02219,-0.000104,0.000104,100,,,,,,,,,,,,,,,,,
1681203565.0222,,,,,,,,,,,,,,,,,,,,3.00226,1681203565.0222,130752.171875
1681203565.02221,,,,,,0,-0.001805,0,1681203565.02221,0.008648,0,9.801813,-0.050562,0,1,0,-0.000441,0,0,,,
1681203565.06327,0,1681203565.06327,-0.000092,0.000092,100,,,,,,,,,,,,,,,,,
1681203565.06328,,,,,,,,,,,,,,,,,,,,3.002223,1681203565.06328,130751.8125
1681203565.06329,,,,,,0,-0.001612,0,1681203565.06329,0.009309,0,9.801618,-0.054423,0,1,0,-0.000475,0,0,,,
1681203565.10317,0,1681203565.10317,-0.000076,0.000076,100,,,,,,,,,,,,,,,,,
1681203565.10319,,,,,,,,,,,,,,,,,,,,3.002184,1681203565.10319,130751.429688
1681203565.1032,,,,,,0,-0.001348,0,1681203565.1032,0.009881,0,9.801352,-0.057771,0,1,0,-0.000504,0,0,,,
1681203565.14236,0,1681203565.14236,-0.000069,0.000069,100,,,,,,,,,,,,,,,,,
1681203565.14237,,,,,,,,,,,,,,,,,,,,3.002143,1681203565.14237,130751.015625
1681203565.14239,,,,,,0,-0.001204,0,1681203565.14239,0.010375,0,9.801207,-0.060656,0,1,0,-0.000529,0,0,,,
1681203565.18332,0,1681203565.18332,-0.000065,0.000065,100,,,,,,,,,,,,,,,,,
1681203565.18334,,,,,,,,,,,,,,,,,,,,3.002099,1681203565.18334,130750.59375
1681203565.18335,,,,,,0,-0.001135,0,1681203565.18335,0.01083,0,9.801136,-0.063317,0,1,0,-0.000553,0,0,,,
1681203565.22244,0,1681203565.22244,-0.000051,0.000051,100,,,,,,,,,,,,,,,,,
1681203565.22245,,,,,,,,,,,,,,,,,,,,3.002054,1681203565.22245,130750.148438
1681203565.22247,,,,,,0,-0.000892,0,1681203565.22247,0.011222,0,9.800892,-0.065609,0,1,0,-0.000573,0,0,,,
1681203565.2632,0,1681203565.2632,-0.000043,0.000043,100,,,,,,,,,,,,,,,,,
1681203565.26322,,,,,,,,,,,,,,,,,,,,3.002007,1681203565.26322,130749.695313
1681203565.26324,,,,,,0,-0.000755,0,1681203565.26324,0.011538,0,9.800753,-0.067458,0,1,0,-0.000589,0,0,,,
1681203565.30313,0,1681203565.30313,-0.000032,0.000032,100,,,,,,,,,,,,,,,,,
1681203565.30314,,,,,,,,,,,,,,,,,,,,3.001959,1681203565.30314,130749.21875
1681203565.30316,,,,,,0,-0.000569,0,1681203565.30316,0.011793,0,9.800566,-0.068945,0,1,0,-0.000602,0,0,,,
1681203565.3424,0,1681203565.3424,-0.000027,0.000027,100,,,,,,,,,,,,,,,,,
1681203565.34242,,,,,,,,,,,,,,,,,,,,3.001911,1681203565.34242,130748.742188
1681203565.34243,,,,,,0,-0.000468,0,1681203565.34243,0.011991,0,9.800464,-0.070106,0,1,0,-0.000612,0,0,,,
1681203565.38204,0,1681203565.38204,-0.000024,0.000024,100,,,,,,,,,,,,,,,,,
1681203565.38205,,,,,,,,,,,,,,,,,,,,3.001861,1681203565.38205,130748.257813
1681203565.38207,,,,,,0,-0.00042,0,1681203565.38207,0.012163,0,9.800415,-0.07111,0,1,0,-0.000621,0,0,,,
1681203565.42298,0,1681203565.42298,-0.000014,0.000014,100,,,,,,,,,,,,,,,,,
1681203565.42299,,,,,,,,,,,,,,,,,,,,3.001811,1681203565.42299,130747.765625
1681203565.42301,,,,,,0,-0.000253,0,1681203565.42301,0.012291,0,9.800247,-0.07186,0,1,0,-0.000627,0,0,,,
1681203565.46317,0,1681203565.46317,-0.000009,0.000009,100,,,,,,,,,,,,,,,,,
1681203565.46319,,,,,,,,,,,,,,,,,,,,3.00176,1681203565.46319,130747.265625
1681203565.4632,,,,,,0,-0.000159,0,1681203565.4632,0.012368,0,9.800153,-0.072307,0,1,0,-0.000631,0,0,,,
1681203565.50299,0,1681203565.50299,-0.000001,0.000001,100,,,,,,,,,,,,,,,,,
1681203565.50301,,,,,,,,,,,,,,,,,,,,3.001709,1681203565.50301,130746.765625
1681203565.50303,,,,,,0,-0.000035,0,1681203565.50303,0.012402,0,9.800027,-0.072509,0,1,0,-0.000633,0,0,,,
1681203565.54305,0,1681203565.54305,0.000002,-0.000002,100,,,,,,,,,,,,,,,,,
1681203565.54306,,,,,,,,,,,,,,,,,,,,3.001658,1681203565.54306,130746.265625
1681203565.54308,,,,,,0,0.000033,0,1681203565.54308,0.012399,0,9.799959,-0.072491,0,1,0,-0.000633,0,0,,,
1681203565.58303,0,1681203565.58303,0.000004,-0.000004,100,,,,,,,,,,,,,,,,,
1681203565.58304,,,,,,,,,,,,,,,,,,,,3.001607,1681203565.58304,130745.765625
1681203565.58306,,,,,,0,0.000066,0,1681203565.58306,0.012378,0,9.799926,-0.072368,0,1,0,-0.000632,0,0,,,
1681203565.62312,0,1681203565.62312,0.000011,-0.000011,100,,,,,,,,,,,,,,,,,
1681203565.62314,,,,,,,,,,,,,,,,,,,,3.001557,1681203565.62314,130745.273438
1681203565.62316,,,,,,0,0.000174,0,1681203565.62316,0.012329,0,9.799817,-0.072079,0,1,0,-0.000629,0,0,,,
1681203565.66301,0,1681203565.66301,0.000014,-0.000014,100,,,,,,,,,,,,,,,,,
1681203565.66302,,,,,,,,,,,,,,,,,,,,3.001506,1681203565.66302,130744.773438
1681203565.66303,,,,,,0,0.000235,0,1681203565.66303,0.012246,0,9.799756,-0.071594,0,1,0,-0.000625,0,0,,,
1681203565.7025,0,1681203565.7025,0.000018,-0.000018,100,,,,,,,,,,,,,,,,,
1681203565.70251,,,,,,,,,,,,,,,,,,,,3.001456,1681203565.70251,130744.28125
1681203565.70253,,,,,,0,0.000314,0,1681203565.70253,0.012136,0,9.799677,-0.070951,0,1,0,-0.000619,0,0,,,
1681203565.74307,0,1681203565.74307,0.000021,-0.000021,100,,,,,,,,,,,,,,,,,
1681203565.74308,,,,,,,,,,,,,,,,,,,,3.001406,1681203565.74308,130743.796875
1681203565.74309,,,,,,0,0.000357,0,1681203565.74309,0.012002,0,9.799634,-0.070171,0,1,0,-0.000612,0,0,,,
1681203565.78303,0,1681203565.78303,0.000022,-0.000022,100,,,,,,,,,,,,,,,,,
1681203565.78305,,,,,,,,,,,,,,,,,,,,3.001357,1681203565.78305,130743.3125
1681203565.78307,,,,,,0,0.000377,0,1681203565.78307,0.011857,0,9.799613,-0.069324,0,1,0,-0.000605,0,0,,,
1681203565.82257,0,1681203565.82257,0.000011,-0.000011,0,,,,,,,,,,,,,,,,,
1681203565.82258,,,,,,,,,,,,,,,,,,,,3.001313,1681203565.82258,130742.875
1681203565.82259,,,,,,0,0.000173,0,1681203565.82259,-3.788124,0,9.799845,-0.068712,0,1,0,-0.0006,0,0,,,
1681203565.86299,0,1681203565.86299,0.000005,-0.000005,0,,,,,,,,,,,,,,,,,
1681203565.86301,,,,,,,,,,,,,,,,,,,,3.001275,1681203565.86301,130742.507813
1681203565.86302,,,,,,0,0.000071,0,1681203565.86302,-2.726765,0,9.799942,-0.068465,0,1,0,-0.000597,0,0,,,
1681203565.90234,0,1681203565.90234,0.000003,-0.000003,0,,,,,,,,,,,,,,,,,
1681203565.90235,,,,,,,,,,,,,,,,,,,,3.001243,1681203565.90235,130742.195313
1681203565.90236,,,,,,0,0.00003,0,1681203565.90236,-2.056715,0,9.799974,-0.068362,0,1,0,-0.000597,0,0,,,
1681203565.94306,0,1681203565.94306,0.000001,-0.000001,0,,,,,,,,,,,,,,,,,
1681203565.94307,,,,,,,,,,,,,,,,,,,,3.001215,1681203565.94307,130741.921875
1681203565.94308,,,,,,0,0.000013,0,1681203565.94308,-1.606389,0,9.799986,-0.068319,0,1,0,-0.000596,0,0,,,
1681203565.98237,0,1681203565.98237,0.000001,-0.000001,0,,,,,,,,,,,,,,,,,
1681203565.98238,,,,,,,,,,,,,,,,,,,,3.00119,1681203565.98238,130741.671875
1681203565.9824,,,,,,0,0.000005,0,1681203565.9824,-1.289044,0,9.79999,-0.0683,0,1,0,-0.000596,0,0,,,
1681203566.02296,0,1681203566.02296,0,0,0,,,,,,,,,,,,,,,,,
1681203566.02297,,,,,,,,,,,,,,,,,,,,3.001167,1681203566.02297,130741.453125
1681203566.02299,,,,,,0,0.000002,0,1681203566.02299,-1.056937,0,9.799992,-0.068292,0,1,0,-0.000596,0,0,,,
1681203566.06311,0,1681203566.06311,0,0,0,,,,,,,,,,,,,,,,,
1681203566.06311,,,,,,,,,,,,,,,,,,,,3.001147,1681203566.06311,130741.25
1681203566.06313,,,,,,0,0.000001,0,1681203566.06313,-0.882007,0,9.799993,-0.068289,0,1,0,-0.000596,0,0,,,
1681203566.10298,0,1681203566.10298,0,0,0,,,,,,,,,,,,,,,,,
1681203566.10299,,,,,,,,,,,,,,,,,,,,3.001127,1681203566.10299,130741.0625
1681203566.103,,,,,,0,0,0,1681203566.103,-0.746872,0,9.799993,-0.068287,0,1,0,-0.000596,0,0,,,
1681203566.14222,0,1681203566.14222,0,0,0,,,,,,,,,,,,,,,,,
1681203566.14223,,,,,,,,,,,,,,,,,,,,3.00111,1681203566.14223,130740.890625
1681203566.14224,,,,,,0,0,0,1681203566.14224,-0.640296,0,9.799993,-0.068286,0,1,0,-0.000596,0,0,,,
1681203566.18304,0,1681203566.18304,0,0,0,,,,,,,,,,,,,,,,,
1681203566.18305,,,,,,,,,,,,,,,,,,,,3.001093,1681203566.18305,130740.726563
1681203566.18306,,,,,,0,0,0,1681203566.18306,-0.554751,0,9.799993,-0.068286,0,1,0,-0.000596,0,0,,,
1681203566.22298,0,1681203566.22298,0,0,0,,,,,,,,,,,,,,,,,
1681203566.22299,,,,,,,,,,,,,,,,,,,,3.001078,1681203566.22299,130740.578125
1681203566.223,,,,,,0,0,0,1681203566.223,-0.485038,0,9.799993,-0.068286,0,1,0,-0.000596,0,0,,,
1681203566.26309,0,1681203566.26309,0,0,0,,,,,,,,,,,,,,,,,
1681203566.2631,,,,,,,,,,,,,,,,,,,,3.001064,1681203566.2631,130740.4375
1681203566.26311,,,,,,0,0,0,1681203566.26311,-0.427472,0,9.799993,-0.068286,0,1,0,-0.000596,0,0,,,
1681203566.30319,0,1681203566.30319,-0.02531,0.02531,100,,,,,,,,,,,,,,,,,
1681203566.3032,,,,,,,,,,,,,,,,,,,,3.001033,1681203566.3032,130740.132813
1681203566.30321,,,,,,0,-0.169957,0,1681203566.30321,4.204781,0,9.875756,-0.257519,0,0.999997,0,-0.002247,0,0,,,
1681203566.34352,0,1681203566.34352,-0.037508,0.037508,100,,,,,,,,,,,,,,,,,
1681203566.34353,,,,,,,,,,,,,,,,,,,,3.00084,1681203566.34353,130738.242188
1681203566.34354,,,,,,0,-0.365123,0,1681203566.34354,3.545967,0,10.016284,-0.904126,0,0.999969,0,-0.00789,0,0,,,
1681203566.38306,0,1681203566.38306,-0.043385,0.043385,100,,,,,,,,,,,,,,,,,
1681203566.38308,,,,,,,,,,,,,,,,,,,,3.000215,1681203566.38308,130732.109375
1681203566.38309,,,,,,0,-0.520116,0,1681203566.38309,2.94532,0,10.165507,-1.949412,0,0.999855,0,-0.017011,0,0,,,
1681203566.42191,0,1681203566.42191,-0.026143,0.026143,100,,,,,,,,,,,,,,,,,
1681203566.42192,,,,,,,,,,,,,,,,,,,,2.998911,1681203566.42192,130719.3125
1681203566.42195,,,,,,0,-0.358916,0,1681203566.42195,2.431059,0,10.074854,-2.961623,0,0.999666,0,-0.025842,0,0,,,
1681203566.46341,0,1681203566.46341,-0.015344,0.015344,100,,,,,,,,,,,,,,,,,
1681203566.46343,,,,,,,,,,,,,,,,,,,,2.996991,1681203566.46343,130700.484375
1681203566.46345,,,,,,0,-0.240482,0,1681203566.46345,1.990815,0,9.988812,-3.617932,0,0.999502,0,-0.031567,0,0,,,
1681203566.50304,0,1681203566.50304,-0.017144,0.017144,100,,,,,,,,,,,,,,,,,
1681203566.5031,,,,,,,,,,,,,,,,,,,,2.994585,1681203566.5031,130676.875
1681203566.50312,,,,,,0,-0.266724,0,1681203566.50312,1.671791,0,10.016912,-4.190246,0,0.999332,0,-0.036559,0,0,,,
1681203566.5431,0,1681203566.5431,-0.018012,0.018012,100,,,,,,,,,,,,,,,,,
1681203566.54312,,,,,,,,,,,,,,,,,,,,2.991686,1681203566.54312,130648.4375
1681203566.54313,,,,,,0,-0.29178,0,1681203566.54313,1.480867,0,10.040131,-4.836399,0,0.999109,0,-0.042193,0,0,,,
1681203566.58304,0,1681203566.58304,-0.018429,0.018429,100,,,,,,,,,,,,,,,,,
1681203566.58305,,,,,,,,,,,,,,,,,,,,2.988265,1681203566.58305,130614.882813
1681203566.58306,,,,,,0,-0.306308,0,1681203566.58306,1.386903,0,10.049672,-5.525308,0,0.998838,0,-0.048199,0,0,,,
1681203566.62312,0,1681203566.62312,-0.023747,0.023747,100,,,,,,,,,,,,,,,,,
1681203566.62313,,,,,,,,,,,,,,,,,,,,2.984293,1681203566.62313,130575.914063
