__time,/riptide_1/imu_broadcaster/imu_status/angular_velocity/x,/riptide_1/imu_broadcaster/imu_status/angular_velocity/y,/riptide_1/imu_broadcaster/imu_status/angular_velocity/z,/riptide_1/imu_broadcaster/imu_status/angular_velocity_covariance[0;0],/riptide_1/imu_broadcaster/imu_status/angular_velocity_covariance[0;1],/riptide_1/imu_broadcaster/imu_status/angular_velocity_covariance[0;2],/riptide_1/imu_broadcaster/imu_status/angular_velocity_covariance[1;1],/riptide_1/imu_broadcaster/imu_status/angular_velocity_covariance[1;2],/riptide_1/imu_broadcaster/imu_status/header/stamp,/riptide_1/imu_broadcaster/imu_status/linear_acceleration/x,/riptide_1/imu_broadcaster/imu_status/linear_acceleration/y,/riptide_1/imu_broadcaster/imu_status/linear_acceleration/z,/riptide_1/imu_broadcaster/imu_status/orientation/pitch_deg,/riptide_1/imu_broadcaster/imu_status/orientation/roll_deg,/riptide_1/imu_broadcaster/imu_status/orientation/w,/riptide_1/imu_broadcaster/imu_status/orientation/x,/riptide_1/imu_broadcaster/imu_status/orientation/y,/riptide_1/imu_broadcaster/imu_status/orientation/yaw_deg,/riptide_1/imu_broadcaster/imu_status/orientation/z,/riptide_1/pressure_broadcaster/pressure_status/depth,/riptide_1/pressure_broadcaster/pressure_status/header/stamp,/riptide_1/pressure_broadcaster/pressure_status/pressure,/riptide_1/pressure_broadcaster/pressure_status/temperature,/riptide_1/tail_broadcaster/actuators_status/d_fin,/riptide_1/tail_broadcaster/actuators_status/header/stamp,/riptide_1/tail_broadcaster/actuators_status/p_fin,/riptide_1/tail_broadcaster/actuators_status/s_fin,/riptide_1/tail_broadcaster/actuators_status/thruster
1686731143.90124,,,,,,,,,,,,,,,,,,,,,,,,0,1686731143.90124,0,0,0
1686731143.90125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731143.90125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731143.90126,,,,,,,,,,,,,,,,,,,,0,1686731143.90126,101300,15,,,,,
1686731143.90127,0,0,0,0,0,0,0,0,1686731143.90127,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731143.94294,,,,,,,,,,,,,,,,,,,,,,,,0,1686731143.94294,0,0,0
1686731143.94295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731143.94296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731143.94296,,,,,,,,,,,,,,,,,,,,0,1686731143.94296,101300,15,,,,,
1686731143.94297,0,0,0,0,0,0,0,0,1686731143.94297,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731143.98156,,,,,,,,,,,,,,,,,,,,,,,,0,1686731143.98156,0,0,0
1686731143.98157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731143.98158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731143.98158,,,,,,,,,,,,,,,,,,,,0,1686731143.98158,101300,15,,,,,
1686731143.98159,0,0,0,0,0,0,0,0,1686731143.98159,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731144.02168,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.02168,0,0,0
1686731144.02169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.02169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.0217,,,,,,,,,,,,,,,,,,,,0,1686731144.0217,101300,15,,,,,
1686731144.0217,0,0,0,0,0,0,0,0,1686731144.0217,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731144.0615,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.0615,0,0,0
1686731144.06151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.06152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.06153,,,,,,,,,,,,,,,,,,,,0,1686731144.06153,101300,15,,,,,
1686731144.06154,0,0,0,0,0,0,0,0,1686731144.06154,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731144.10149,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.10149,0,0,0
1686731144.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.10151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.10151,,,,,,,,,,,,,,,,,,,,0,1686731144.10151,101300,15,,,,,
1686731144.10152,0,0,0,0,0,0,0,0,1686731144.10152,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731144.14183,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.14183,0,0,0
1686731144.14184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.14185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.14186,,,,,,,,,,,,,,,,,,,,0,1686731144.14186,101300,15,,,,,
1686731144.14187,0,0,0,0,0,0,0,0,1686731144.14187,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731144.18247,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.18247,0,0,0
1686731144.18249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.18251,,,,,,,,,,,,,,,,,,,,0,1686731144.18251,101300,15,,,,,
1686731144.18252,0,0,0,0,0,0,0,0,1686731144.18252,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731144.22131,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.22131,0,0,0
1686731144.22133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.22135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.22135,,,,,,,,,,,,,,,,,,,,0,1686731144.22135,101300,15,,,,,
1686731144.22136,0,0,0,0,0,0,0,0,1686731144.22136,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731144.25801,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.25801,0,0,0
1686731144.25802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.25802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.25802,,,,,,,,,,,,,,,,,,,,0,1686731144.25802,101300,15,,,,,
1686731144.25803,0,0,0,0,0,0,0,0,1686731144.25803,0,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731144.29805,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.29805,0,0,1
1686731144.29806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.29806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.29806,,,,,,,,,,,,,,,,,,,,0,1686731144.29806,101300,15,,,,,
1686731144.29807,0,0,0,0,0,0,0,0,1686731144.29807,36.91099024,0,9.8,0,0,1,0,0,0,0,,,,,,,,,
1686731144.33817,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.33817,0.013646125,-0.013646125,1
1686731144.33817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.33818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.33818,,,,,,,,,,,,,,,,,,,,0.00042771,1686731144.33818,101304.1953125,15,,,,,
1686731144.33818,0,0.630854392,0,0,0,0,0,0,1686731144.33818,14.241560794,0,8.069864339,0.812089963,0,0.999974889,0,0.007086763,0,0,,,,,,,,,
1686731144.35839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.3792,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.3792,0.020220237,-0.020220237,1
1686731144.37921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.37921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.37922,,,,,,,,,,,,,,,,,,,,0.003816492,1686731144.37922,101337.4375,15,,,,,
1686731144.37922,0,1.060707401,0,0,0,0,0,0,1686731144.37922,3.646621492,0,6.553303168,2.865083912,0,0.999687452,0,0.024999969,0,0,,,,,,,,,
1686731144.42195,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.42195,0.023643741,-0.023643741,1
1686731144.42198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.42199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.422,,,,,,,,,,,,,,,,,,,,0.012539336,1686731144.422,101423.0078125,15,,,,,
1686731144.42201,0,1.267034215,0,0,0,0,0,0,1686731144.42201,0.125875119,0,5.78334092,5.592185229,0,0.998809466,0,0.048781654,0,0,,,,,,,,,
1686731144.45898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.46205,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.46205,0.025035959,-0.025035959,1
1686731144.46207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.46207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.46208,,,,,,,,,,,,,,,,,,,,0.02767837,1686731144.46208,101571.5234375,15,,,,,
1686731144.46209,0,1.360740329,0,0,0,0,0,0,1686731144.46209,-1.195401852,0,5.395977632,8.630536047,0,0.997165118,0,0.075244451,0,0,,,,,,,,,
1686731144.50188,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.50188,0.026046788,-0.026046788,1
1686731144.50189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.5019,,,,,,,,,,,,,,,,,,,,0.049659207,1686731144.5019,101787.15625,15,,,,,
1686731144.50191,0,1.420732222,0,0,0,0,0,0,1686731144.50191,-1.939799047,0,5.101665992,11.831938946,0,0.994674128,0,0.103069776,0,0,,,,,,,,,
1686731144.54144,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.54144,0.026533678,-0.026533678,1
1686731144.54145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.54146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.54146,,,,,,,,,,,,,,,,,,,,0.078681514,1686731144.54146,102071.8671875,15,,,,,
1686731144.54147,0,1.45068497,0,0,0,0,0,0,1686731144.54147,-2.540451156,0,4.873468825,15.130788047,0,0.991295241,0,0.131657684,0,0,,,,,,,,,
1686731144.55891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.5821,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.5821,0.0267682,-0.0267682,1
1686731144.58211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.58212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.58213,,,,,,,,,,,,,,,,,,,,0.11479339,1686731144.58213,102426.125,15,,,,,
1686731144.58215,0,1.46494845,0,0,0,0,0,0,1686731144.58215,-3.101233936,0,4.662480213,18.475863556,0,0.987030202,0,0.160534671,0,0,,,,,,,,,
1686731144.62173,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.62173,0.018562311,-0.018562311,1
1686731144.62175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.62175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.62176,,,,,,,,,,,,,,,,,,,,0.157655373,1686731144.62176,102846.6015625,15,,,,,
1686731144.62177,0,1.056623218,0,0,0,0,0,0,1686731144.62177,-3.56259121,0,5.787768016,21.324153678,0,0.982735471,0,0.185016199,0,0,,,,,,,,,
1686731144.65887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.6619,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.6619,0.01460951,-0.01460951,1
1686731144.66192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.66192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.66193,,,,,,,,,,,,,,,,,,,,0.205605194,1686731144.66193,103316.984375,15,,,,,
1686731144.66195,0,0.819429831,0,0,0,0,0,0,1686731144.66195,-3.892974741,0,6.402214016,23.407695524,0,0.97920919,0,0.202853056,0,0,,,,,,,,,
1686731144.70218,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.70218,0.009021701,-0.009021701,1
1686731144.7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.70221,,,,,,,,,,,,,,,,,,,,0.257288516,1686731144.70221,103824,15,,,,,
1686731144.70222,0,0.521331897,0,0,0,0,0,0,1686731144.70222,-4.125005578,0,7.240934613,24.893076987,0,0.976497537,0,0.215528558,0,0,,,,,,,,,
1686731144.74242,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.74242,0.006330127,-0.006330127,1
1686731144.74244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.74245,,,,,,,,,,,,,,,,,,,,0.311432272,1686731144.74245,104355.1484375,15,,,,,
1686731144.74246,0,0.359813734,0,0,0,0,0,0,1686731144.74246,-4.274126319,0,7.680995147,25.857676182,0,0.974648705,0,0.223740704,0,0,,,,,,,,,
1686731144.75896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.78079,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.78079,0.00503366,-0.00503366,1
1686731144.78081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.78082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.78083,,,,,,,,,,,,,,,,,,,,0.36724633,1686731144.78083,104902.6875,15,,,,,
1686731144.78084,0,0.282014108,0,0,0,0,0,0,1686731144.78084,-4.383663549,0,7.873092099,26.57142358,0,0.973236211,0,0.229807042,0,0,,,,,,,,,
1686731144.8207,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.8207,0.001547031,-0.001547031,1
1686731144.82072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.82072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.82073,,,,,,,,,,,,,,,,,,,,0.424258411,1686731144.82073,105461.9765625,15,,,,,
1686731144.82075,0,0.101701997,0,0,0,0,0,0,1686731144.82075,-4.44694444,0,8.411354893,26.985819043,0,0.972398802,0,0.233325029,0,0,,,,,,,,,
1686731144.85925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.86123,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.86123,-0.000132403,0.000132403,1
1686731144.86124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.86125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.86126,,,,,,,,,,,,,,,,,,,,0.481768489,1686731144.86126,106026.1484375,15,,,,,
1686731144.86126,0,0.000920887,0,0,0,0,0,0,1686731144.86126,-4.460572877,0,8.723099991,27.075263304,0,0.972216385,0,0.234083962,0,0,,,,,,,,,
1686731144.90083,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.90083,-0.001801406,0.001801406,1
1686731144.90084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.90085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.90086,,,,,,,,,,,,,,,,,,,,0.539273441,1686731144.90086,106590.2734375,15,,,,,
1686731144.90087,0,-0.090544922,0,0,0,0,0,0,1686731144.90087,-4.442177477,0,9.02171934,26.954540957,0,0.972462453,0,0.233059601,0,0,,,,,,,,,
1686731144.94079,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.94079,-0.002605321,0.002605321,1
1686731144.9408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.94081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.94082,,,,,,,,,,,,,,,,,,,,0.596388638,1686731144.94082,107150.5703125,15,,,,,
1686731144.94083,0,-0.138787091,0,0,0,0,0,0,1686731144.94083,-4.400005337,0,9.19559234,26.67826949,0,0.973021515,0,0.230714394,0,0,,,,,,,,,
1686731144.95854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.97801,,,,,,,,,,,,,,,,,,,,,,,,0,1686731144.97801,-0.002958141,0.002958141,1
1686731144.97802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.97802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731144.97802,,,,,,,,,,,,,,,,,,,,0.652885437,1686731144.97802,107704.8046875,15,,,,,
1686731144.97803,0,-0.162024046,0,0,0,0,0,0,1686731144.97803,-4.346248648,0,9.295879276,26.327074129,0,0.973724028,0,0.22773124,0,0,,,,,,,,,
1686731145.01804,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.01804,-0.003366482,0.003366482,1
1686731145.01805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.01805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.01805,,,,,,,,,,,,,,,,,,,,0.708642006,1686731145.01805,108251.78125,15,,,,,
1686731145.01805,0,-0.184389835,0,0,0,0,0,0,1686731145.01805,-4.284329115,0,9.396974317,25.923865233,0,0.974519307,0,0.224303632,0,0,,,,,,,,,
1686731145.05855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.059,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.059,-0.003563169,0.003563169,1
1686731145.05901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.05902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.05902,,,,,,,,,,,,,,,,,,,,0.763563871,1686731145.05902,108790.5625,15,,,,,
1686731145.05902,0,-0.195162828,0,0,0,0,0,0,1686731145.05902,-4.216835027,0,9.463531322,25.485920514,0,0.97536943,0,0.220577596,0,0,,,,,,,,,
1686731145.10073,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.10073,-0.003517641,0.003517641,1
1686731145.10075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.10075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.10076,,,,,,,,,,,,,,,,,,,,0.81760329,1686731145.10076,109320.6875,15,,,,,
1686731145.10077,0,-0.192856204,0,0,0,0,0,0,1686731145.10077,-4.148157377,0,9.488648025,25.041927816,0,0.976216749,0,0.216796816,0,0,,,,,,,,,
1686731145.14054,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.14054,-0.003499127,0.003499127,1
1686731145.14055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.14056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.14058,,,,,,,,,,,,,,,,,,,,0.870758414,1686731145.14058,109842.140625,15,,,,,
1686731145.14059,0,-0.191745167,0,0,0,0,0,0,1686731145.14059,-4.079787759,0,9.516757275,24.601517485,0,0.977042753,0,0.213043325,0,0,,,,,,,,,
1686731145.15886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.18085,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.18085,-0.003490209,0.003490209,1
1686731145.18086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.18087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.18087,,,,,,,,,,,,,,,,,,,,0.92303139,1686731145.18087,110354.9375,15,,,,,
1686731145.18088,0,-0.19121001,0,0,0,0,0,0,1686731145.18088,-4.011446373,0,9.546040356,24.162832683,0,0.977851174,0,0.209301412,0,0,,,,,,,,,
1686731145.22241,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.22241,-0.00324293,0.00324293,1
1686731145.22242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.22243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.22244,,,,,,,,,,,,,,,,,,,,0.974429965,1686731145.22244,110859.15625,15,,,,,
1686731145.22244,0,-0.178825981,0,0,0,0,0,0,1686731145.22244,-3.945373035,0,9.536229351,23.740134788,0,0.978616577,0,0.205692962,0,0,,,,,,,,,
1686731145.25878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.26062,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.26062,-0.003123823,0.003123823,1
1686731145.26064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.26064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.26065,,,,,,,,,,,,,,,,,,,,1.024997592,1686731145.26065,111355.2265625,15,,,,,
1686731145.26066,0,-0.171678469,0,0,0,0,0,0,1686731145.26066,-3.882704548,0,9.540928404,23.340482927,0,0.979328003,0,0.202278675,0,0,,,,,,,,,
1686731145.30072,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.30072,-0.002972505,0.002972505,1
1686731145.30074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.30075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.30075,,,,,,,,,,,,,,,,,,,,1.074769735,1686731145.30075,111843.4921875,15,,,,,
1686731145.30076,0,-0.163547198,0,0,0,0,0,0,1686731145.30076,-3.822518502,0,9.540947621,22.957791553,0,0.979998073,0,0.199006977,0,0,,,,,,,,,
1686731145.34066,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.34066,-0.00289962,0.00289962,1
1686731145.34068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.34069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.3407,,,,,,,,,,,,,,,,,,,,1.123778224,1686731145.3407,112324.265625,15,,,,,
1686731145.34071,0,-0.159173397,0,0,0,0,0,0,1686731145.34071,-3.764389133,0,9.551520152,22.589202813,0,0.980633117,0,0.195853747,0,0,,,,,,,,,
1686731145.35863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.38096,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.38096,-0.002864512,0.002864512,1
1686731145.38098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.38099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.38099,,,,,,,,,,,,,,,,,,,,1.172042608,1686731145.38099,112797.734375,15,,,,,
1686731145.381,0,-0.157066656,0,0,0,0,0,0,1686731145.381,-3.70717953,0,9.568447852,22.227406928,0,0.98124659,0,0.192756657,0,0,,,,,,,,,
1686731145.42002,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.42002,-0.002891226,0.002891226,1
1686731145.42007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.42008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.42009,,,,,,,,,,,,,,,,,,,,1.219569325,1686731145.42009,113263.9765625,15,,,,,
1686731145.4201,0,-0.158358964,0,0,0,0,0,0,1686731145.4201,-3.649883778,0,9.595737817,21.865999532,0,0.981849639,0,0.189660975,0,0,,,,,,,,,
1686731145.45873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.46096,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.46096,-0.002907953,0.002907953,1
1686731145.46098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.46098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.46099,,,,,,,,,,,,,,,,,,,,1.266352892,1686731145.46099,113722.921875,15,,,,,
1686731145.461,0,-0.159206401,0,0,0,0,0,0,1686731145.461,-3.592007975,0,9.621430426,21.501859708,0,0.98244737,0,0.18653998,0,0,,,,,,,,,
1686731145.50002,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.50002,-0.003044389,0.003044389,1
1686731145.50007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.50007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.50008,,,,,,,,,,,,,,,,,,,,1.31238246,1686731145.50008,114174.46875,15,,,,,
1686731145.50009,0,-0.166748046,0,0,0,0,0,0,1686731145.50009,-3.532354718,0,9.668554637,21.127488134,0,0.983051554,0,0.183329327,0,0,,,,,,,,,
1686731145.54012,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.54012,-0.003123411,0.003123411,1
1686731145.54013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.54014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.54015,,,,,,,,,,,,,,,,,,,,1.357626915,1686731145.54015,114618.3203125,15,,,,,
1686731145.54016,0,-0.171076254,0,0,0,0,0,0,1686731145.54016,-3.470318427,0,9.705972339,20.739160935,0,0.983667174,0,0.179996921,0,0,,,,,,,,,
1686731145.55874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.57994,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.57993,-0.003161473,0.003161473,1
1686731145.57995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.57996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.57997,,,,,,,,,,,,,,,,,,,,1.402062893,1686731145.57997,115054.234375,15,,,,,
1686731145.57997,0,-0.173161033,0,0,0,0,0,0,1686731145.57997,-3.407044715,0,9.736274485,20.344111692,0,0.984281858,0,0.17660471,0,0,,,,,,,,,
1686731145.62074,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.62074,-0.003532048,0.003532048,1
1686731145.62075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.62076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.62077,,,,,,,,,,,,,,,,,,,,1.445665717,1686731145.62077,115481.984375,15,,,,,
1686731145.62079,0,-0.191669863,0,0,0,0,0,0,1686731145.62079,-3.339570637,0,9.819542002,19.923946778,0,0.984922785,0,0.172994533,0,0,,,,,,,,,
1686731145.65894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.66082,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.66082,-0.003709056,0.003709056,1
1686731145.66084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.66085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.66086,,,,,,,,,,,,,,,,,,,,1.488361359,1686731145.66086,115900.828125,15,,,,,
1686731145.66087,0,-0.202291988,0,0,0,0,0,0,1686731145.66087,-3.266394435,0,9.879328286,19.469532491,0,0.985601051,0,0.169087459,0,0,,,,,,,,,
1686731145.70115,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.70115,-0.004115405,0.004115405,1
1686731145.70116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.70117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.70117,,,,,,,,,,,,,,,,,,,,1.530083179,1686731145.70117,116310.1171875,15,,,,,
1686731145.70118,0,-0.223432526,0,0,0,0,0,0,1686731145.70118,-3.187105793,0,9.973829108,18.978593742,0,0.986316416,0,0.16486336,0,0,,,,,,,,,
1686731145.74077,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.74077,-0.004311132,0.004311132,1
1686731145.74078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.74079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.74079,,,,,,,,,,,,,,,,,,,,1.570740819,1686731145.74079,116708.96875,15,,,,,
1686731145.7408,0,-0.235177907,0,0,0,0,0,0,1686731145.7408,-3.10143921,0,10.039991448,18.44978386,0,0.987066712,0,0.16031003,0,0,,,,,,,,,
1686731145.75873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.78081,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.78081,-0.004405408,0.004405408,1
1686731145.78083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.78083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.78084,,,,,,,,,,,,,,,,,,,,1.610272288,1686731145.78084,117096.7734375,15,,,,,
1686731145.78086,0,-0.240835337,0,0,0,0,0,0,1686731145.78086,-3.012539598,0,10.087069703,17.902732484,0,0.987820769,0,0.15559604,0,0,,,,,,,,,
1686731145.821,,,,,,,,,,,,,,,,,,,,,,,,0,1686731145.821,-0.00499086,0.00499086,1
1686731145.82102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686731145.82103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
