stamp,d_fin,p_fin,s_fin,thruster
1686731150.58082,0,0.000001014,-0.000001014,1
1686731150.62074,0,0.000001631,-0.000001631,1
1686731150.66096,0,0.000001929,-0.000001929,1
1686731150.70074,0,0.000002217,-0.000002217,1
1686731150.74074,0,0.000002356,-0.000002356,1
1686731150.78018,0,0.000002417,-0.000002417,1
1686731150.82084,0,0.000002398,-0.000002398,1
1686731150.86078,0,0.000002386,-0.000002386,1
1686731150.89971,0,0.000002222,-0.000002222,1
1686731150.94002,0,0.000002143,-0.000002143,1
1686731150.9808,0,0.000002102,-0.000002102,1
1686731151.01966,0,0.000001796,-0.000001796,1
1686731151.06099,0,0.000001604,-0.000001604,1
1686731151.10095,0,0.000001285,-0.000001285,1
1686731151.14074,0,0.000001131,-0.000001131,1
1686731151.17826,0,0.000001063,-0.000001063,1
1686731151.21746,0,0.000000709,-0.000000709,1
1686731151.25732,0,0.000000538,-0.000000538,1
1686731151.29772,0,0.000000456,-0.000000456,1
1686731151.33849,0,0.000000168,-0.000000168,1
1686731151.38068,0,0.000000018,-0.000000018,1
1686731151.42072,0,-0.000000161,0.000000161,1
1686731151.46334,0,-0.000000247,0.000000247,1
1686731151.50077,0,-0.000000356,0.000000356,1
1686731151.54009,0,-0.000000404,0.000000404,1
1686731151.58059,0,-0.000000434,0.000000434,1
1686731151.62082,0,-0.000000475,0.000000475,1
1686731151.66095,0,-0.000000495,0.000000495,1
1686731151.69999,0,-0.000000493,0.000000493,1
1686731151.74089,0,-0.000000491,0.000000491,1
1686731151.78097,0,-0.000000491,0.000000491,1
1686731151.82074,0,-0.000000439,0.000000439,1
1686731151.86223,0,-0.000000414,0.000000414,1
1686731151.90103,0,-0.000000355,0.000000355,1
1686731151.93984,0,-0.000000329,0.000000329,1
1686731151.98069,0,-0.000000312,0.000000312,1
1686731152.01998,0,-0.000000242,0.000000242,1
1686731152.0609,0,-0.000000199,0.000000199,1
1686731152.10124,0,-0.000000136,0.000000136,1
1686731152.1405,0,-0.000000109,0.000000109,1
1686731152.17989,0,-0.000000093,0.000000093,1
1686731152.21967,0,-0.00000004,0.00000004,1
1686731152.26079,0,-0.000000008,0.000000008,1
1686731152.29988,0,0.000000026,-0.000000026,1
1686731152.34019,0,0.000000046,-0.000000046,1
1686731152.38105,0,0.000000056,-0.000000056,1
1686731152.42001,0,0.000000077,-0.000000077,1
1686731152.46269,0,0.00000009,-0.00000009,1
1686731152.50001,0,0.000000098,-0.000000098,1
1686731152.53989,0,0.000000103,-0.000000103,1
1686731152.58015,0,0.000000105,-0.000000105,1
1686731152.62083,0,0.000000101,-0.000000101,1
1686731152.66109,0,0.000000099,-0.000000099,1
1686731152.70058,0,0.000000091,-0.000000091,1
1686731152.74077,0,0.000000086,-0.000000086,1
1686731152.78055,0,0.000000084,-0.000000084,1
1686731152.81779,0,0.00000007,-0.00000007,1
1686731152.85765,0,0.000000062,-0.000000062,1
1686731152.8979,0,0.000000058,-0.000000058,1
1686731152.93845,0,0.000000041,-0.000000041,1
1686731152.98074,0,0.000000032,-0.000000032,1
1686731153.01991,0,0.000000021,-0.000000021,1
1686731153.06087,0,0.000000014,-0.000000014,1
1686731153.10029,0,0.000000005,-0.000000005,1
1686731153.14013,0,0,0,1
1686731153.1808,0,-0.000000002,0.000000002,1
1686731153.22027,0,-0.000000009,0.000000009,1
1686731153.26017,0,-0.000000013,0.000000013,1
1686731153.30091,0,-0.000000017,0.000000017,1
1686731153.34131,0,-0.000000019,0.000000019,1
1686731153.38023,0,-0.00000002,0.00000002,1
1686731153.42098,0,-0.000000021,0.000000021,1
1686731153.46078,0,-0.000000021,0.000000021,1
1686731153.50075,0,-0.000000021,0.000000021,1
1686731153.54085,0,-0.00000002,0.00000002,1
1686731153.58102,0,-0.00000002,0.00000002,1
1686731153.62085,0,-0.000000018,0.000000018,1
1686731153.66022,0,-0.000000016,0.000000016,1
1686731153.7002,0,-0.000000014,0.000000014,1
1686731153.74012,0,-0.000000013,0.000000013,1
1686731153.78087,0,-0.000000012,0.000000012,1
1686731153.82024,0,-0.000000009,0.000000009,1
1686731153.86088,0,-0.000000007,0.000000007,1
1686731153.90021,0,-0.000000005,0.000000005,1
1686731153.94123,0,-0.000000003,0.000000003,1
1686731153.9802,0,-0.000000003,0.000000003,1
1686731154.02076,0,0,0,1
1686731154.06151,0,0.000000001,-0.000000001,1
1686731154.10007,0,0.000000002,-0.000000002,1
1686731154.14016,0,0.000000003,-0.000000003,1
1686731154.18116,0,0.000000003,-0.000000003,1
1686731154.22068,0,0.000000004,-0.000000004,1
1686731154.26123,0,0.000000004,-0.000000004,1
1686731154.30074,0,0.000000002,-0.000000002,0
1686731154.34089,0,-0.011591621,0.011591621,1
1686731154.38099,0,-0.017175691,0.017175691,1
1686731154.42083,0,-0.019865464,0.019865464,1
1686731154.46079,0,-0.021161065,0.021161065,1
1686731154.50026,0,-0.021729674,0.021729674,1
1686731154.54094,0,-0.017321693,0.017321693,1
1686731154.58007,0,-0.015362763,0.015362763,1
1686731154.62084,0,-0.011997594,0.011997594,1
1686731154.6601,0,-0.010604521,0.010604521,1
1686731154.70072,0,-0.009732241,0.009732241,1
1686731154.74077,0,-0.005990011,0.005990011,1
1686731154.7801,0,-0.004347611,0.004347611,1
1686731154.82088,0,-0.001527582,0.001527582,1
1686731154.8607,0,-0.000246384,0.000246384,1
1686731154.90008,0,0.000315905,-0.000315905,1
1686731154.94099,0,0.002294029,-0.002294029,1
1686731154.98,0,0.003138121,-0.003138121,1
1686731155.0181,0,0.004287579,-0.004287579,1
1686731155.05898,0,0.004905656,-0.004905656,1
1686731155.09931,0,0.005203367,-0.005203367,1
1686731155.13968,0,0.005964746,-0.005964746,1
1686731155.1798,0,0.006391743,-0.006391743,1
1686731155.22095,0,0.006973228,-0.006973228,1
1686731155.26089,0,0.007236635,-0.007236635,1
1686731155.30016,0,0.007352239,-0.007352239,1
1686731155.34078,0,0.007793681,-0.007793681,1
1686731155.38103,0,0.008000881,-0.008000881,1
1686731155.42016,0,0.008206123,-0.008206123,1
1686731155.46092,0,0.008334635,-0.008334635,1
1686731155.49998,0,0.008382252,-0.008382252,1
1686731155.54083,0,0.008282516,-0.008282516,1
1686731155.58076,0,0.00823224,-0.00823224,1
1686731155.6203,0,0.007922673,-0.007922673,1
1686731155.66021,0,0.007743377,-0.007743377,1
1686731155.70089,0,0.007650011,-0.007650011,1
1686731155.73998,0,0.00692352,-0.00692352,1
1686731155.78049,0,0.006502747,-0.006502747,1
1686731155.82098,0,0.005623957,-0.005623957,1
1686731155.8601,0,0.005253252,-0.005253252,1
1686731155.90098,0,0.005021134,-0.005021134,1
1686731155.94019,0,0.004031839,-0.004031839,1
1686731155.98082,0,0.003412387,-0.003412387,1
1686731156.02097,0,0.002512573,-0.002512573,1
1686731156.05989,0,0.002117665,-0.002117665,1
1686731156.1009,0,0.001870392,-0.001870392,1
1686731156.14085,0,0.001017264,-0.001017264,1
1686731156.18092,0,0.000606335,-0.000606335,1
1686731156.21994,0,0.000070692,-0.000070692,1
1686731156.26072,0,-0.000264703,0.000264703,1
1686731156.29989,0,-0.000388976,0.000388976,1
1686731156.34094,0,-0.000798436,0.000798436,1
1686731156.37992,0,-0.000972821,0.000972821,1
1686731156.42035,0,-0.001168186,0.001168186,1
1686731156.46099,0,-0.001279867,0.001279867,1
1686731156.49944,0,-0.001321248,0.001321248,1
1686731156.53824,0,-0.001334335,0.001334335,1
1686731156.57835,0,-0.001339578,0.001339578,1
1686731156.61902,0,-0.00126212,0.00126212,1
1686731156.66086,0,-0.001221784,0.001221784,1
1686731156.70028,0,-0.001206839,0.001206839,1
1686731156.74102,0,-0.001023476,0.001023476,1
1686731156.78108,0,-0.000935857,0.000935857,1
1686731156.82086,0,-0.000758131,0.000758131,1
1686731156.86015,0,-0.000680131,0.000680131,1
1686731156.89993,0,-0.000634955,0.000634955,1
1686731156.94071,0,-0.000431028,0.000431028,1
1686731156.98008,0,-0.000343137,0.000343137,1
1686731157.0201,0,-0.000196249,0.000196249,1
1686731157.06079,0,-0.000109642,0.000109642,1
1686731157.10091,0,-0.000074422,0.000074422,1
1686731157.14099,0,0.000048348,-0.000048348,1
1686731157.18212,0,0.000107483,-0.000107483,1
1686731157.22106,0,0.000180954,-0.000180954,1
1686731157.26088,0,0.000216343,-0.000216343,1
1686731157.30078,0,0.000233389,-0.000233389,1
1686731157.34025,0,0.000262149,-0.000262149,1
1686731157.38101,0,0.000280158,-0.000280158,1
1686731157.42069,0,0.000283262,-0.000283262,1
1686731157.46021,0,0.000284624,-0.000284624,1
1686731157.50026,0,0.000285413,-0.000285413,1
1686731157.54094,0,0.000258349,-0.000258349,1
1686731157.57995,0,0.000246444,-0.000246444,1
1686731157.61995,0,0.000215176,-0.000215176,1
1686731157.65995,0,0.000197739,-0.000197739,1
1686731157.70099,0,0.000188659,-0.000188659,1
1686731157.74021,0,0.000148108,-0.000148108,1
1686731157.78078,0,0.000122717,-0.000122717,1
1686731157.82104,0,0.000085992,-0.000085992,1
1686731157.86131,0,0.000068302,-0.000068302,1
1686731157.90097,0,0.000059781,-0.000059781,1
1686731157.93995,0,0.000028819,-0.000028819,1
1686731157.98097,0,0.000009431,-0.000009431,1
1686731158.02008,0,-0.000011318,0.000011318,1
1686731158.06085,0,-0.000024311,0.000024311,1
1686731158.10115,0,-0.000029594,0.000029594,1
1686731158.14085,0,-0.000043779,0.000043779,1
1686731158.17852,0,-0.000050004,0.000050004,1
1686731158.2179,0,-0.000056414,0.000056414,1
1686731158.25778,0,-0.000059501,0.000059501,1
1686731158.2977,0,-0.000060988,0.000060988,1
1686731158.33781,0,-0.000059288,0.000059288,1
1686731158.37816,0,-0.00005847,0.00005847,1
1686731158.41983,0,-0.00005371,0.00005371,1
1686731158.46019,0,-0.000051417,0.000051417,1
1686731158.50095,0,-0.000050223,0.000050223,1
1686731158.54099,0,-0.000041547,0.000041547,1
1686731158.58008,0,-0.00003774,0.00003774,1
1686731158.62016,0,-0.000030059,0.000030059,1
1686731158.66086,0,-0.000025483,0.000025483,1
1686731158.70026,0,-0.000023787,0.000023787,1
1686731158.74095,0,-0.000015085,0.000015085,1
1686731158.78014,0,-0.000011338,0.000011338,1
1686731158.82084,0,-0.000004707,0.000004707,1
1686731158.86001,0,-0.000001957,0.000001957,1
1686731158.90089,0,-0.000000235,0.000000235,1
1686731158.94036,0,0.000004116,-0.000004116,1
1686731158.98015,0,0.000006636,-0.000006636,1
1686731159.01968,0,0.000009293,-0.000009293,1
1686731159.06007,0,0.000010713,-0.000010713,1
1686731159.10099,0,0.000011453,-0.000011453,1
1686731159.14107,0,0.00001231,-0.00001231,1
1686731159.18115,0,0.000012723,-0.000012723,1
1686731159.21939,0,0.000012508,-0.000012508,1
1686731159.2592,0,0.000012384,-0.000012384,1
1686731159.29974,0,0.000012324,-0.000012324,1
1686731159.33917,0,0.000010997,-0.000010997,1
1686731159.37878,0,0.000010232,-0.000010232,1
1686731159.41885,0,0.000008617,-0.000008617,1
1686731159.45934,0,0.000007839,-0.000007839,1
1686731159.49943,0,0.000007464,-0.000007464,1
1686731159.53939,0,0.000005668,-0.000005668,1
1686731159.57912,0,0.000004645,-0.000004645,1
1686731159.61868,0,0.000003047,-0.000003047,1
1686731159.65926,0,0.000002277,-0.000002277,1
1686731159.69938,0,0.000001906,-0.000001906,1
1686731159.73886,0,0.000000538,-0.000000538,1
1686731159.77938,0,-0.000000121,0.000000121,1
1686731159.82087,0,-0.000001065,0.000001065,1
1686731159.86001,0,-0.000001415,0.000001415,1
1686731159.9002,0,-0.000001617,0.000001617,1
1686731159.93992,0,-0.000002067,0.000002067,1
1686731159.98009,0,-0.000002318,0.000002318,1
1686731160.02014,0,-0.000002495,0.000002495,1
1686731160.06095,0,-0.000002593,0.000002593,1
1686731160.10213,0,-0.000002633,0.000002633,1
1686731160.13996,0,-0.00000251,0.00000251,1
1686731160.18097,0,-0.000002434,0.000002434,1
1686731160.2204,0,-0.000002218,0.000002218,1
1686731160.26017,0,-0.000002093,0.000002093,1
1686731160.30059,0,-0.000002032,0.000002032,1
1686731160.34019,0,-0.000001675,0.000001675,1
1686731160.38023,0,-0.000001471,0.000001471,1
1686731160.41846,0,-0.000001142,0.000001142,1
1686731160.45928,0,-0.000000961,0.000000961,1
1686731160.50091,0,-0.000000867,0.000000867,1
1686731160.54002,0,-0.00000055,0.00000055,1
1686731160.58015,0,-0.000000366,0.000000366,1
1686731160.62127,0,-0.000000102,0.000000102,1
1686731160.66086,0,0.000000018,-0.000000018,1
1686731160.70095,0,0.000000076,-0.000000076,1
1686731160.74094,0,0.000000256,-0.000000256,1
1686731160.78126,0,0.000000343,-0.000000343,1
1686731160.82018,0,0.000000431,-0.000000431,1
1686731160.86104,0,0.000000486,-0.000000486,1
1686731160.90195,0,0.000000508,-0.000000508,1
1686731160.94034,0,0.000000527,-0.000000527,1
1686731160.9801,0,0.000000538,-0.000000538,1
1686731161.02019,0,0.00000052,-0.00000052,1
1686731161.06043,0,0.000000509,-0.000000509,1
1686731161.10097,0,0.000000504,-0.000000504,1
1686731161.1402,0,0.000000442,-0.000000442,1
1686731161.18104,0,0.000000404,-0.000000404,1
1686731161.22017,0,0.00000034,-0.00000034,1
1686731161.26107,0,0.000000301,-0.000000301,1
1686731161.30099,0,0.000000285,-0.000000285,1
1686731161.34003,0,0.00000021,-0.00000021,1
1686731161.3801,0,0.000000167,-0.000000167,1
1686731161.42099,0,0.0000001,-0.0000001,1
1686731161.46001,0,0.000000072,-0.000000072,1
1686731161.5005,0,0.000000056,-0.000000056,1
1686731161.54028,0,0.000000005,-0.000000005,1
1686731161.5802,0,-0.000000023,0.000000023,1
1686731161.62035,0,-0.000000056,0.000000056,1
1686731161.66009,0,-0.000000074,0.000000074,1
1686731161.69987,0,-0.000000082,0.000000082,1
1686731161.74131,0,-0.0000001,0.0000001,1
1686731161.77771,0,-0.000000107,0.000000107,1
1686731161.81782,0,-0.000000112,0.000000112,1
1686731161.85891,0,-0.000000114,0.000000114,1
1686731161.90104,0,-0.000000115,0.000000115,1
1686731161.94105,0,-0.000000106,0.000000106,1
1686731161.98014,0,-0.000000103,0.000000103,1
1686731162.02108,0,-0.00000009,0.00000009,1
1686731162.06101,0,-0.000000084,0.000000084,1
1686731162.10102,0,-0.000000082,0.000000082,1
1686731162.14028,0,-0.000000066,0.000000066,1
1686731162.18209,0,-0.000000056,0.000000056,1
1686731162.2184,0,-0.000000042,0.000000042,1
1686731162.25822,0,-0.000000034,0.000000034,1
1686731162.30037,0,-0.00000003,0.00000003,1
1686731162.34016,0,-0.000000017,0.000000017,1
1686731162.38033,0,-0.000000009,0.000000009,1
1686731162.42041,0,0,0,1
1686731162.46035,0,0.000000006,-0.000000006,1
1686731162.50116,0,0.000000008,-0.000000008,1
1686731162.54092,0,0.000000015,-0.000000015,1
1686731162.57984,0,0.000000018,-0.000000018,1
1686731162.62033,0,0.000000021,-0.000000021,1
1686731162.66119,0,0.000000023,-0.000000023,1
1686731162.70147,0,0.000000024,-0.000000024,1
1686731162.74118,0,0.000000024,-0.000000024,1
1686731162.78124,0,0.000000024,-0.000000024,1
1686731162.82006,0,0.000000022,-0.000000022,1
1686731162.86104,0,0.000000022,-0.000000022,1
1686731162.90098,0,0.000000021,-0.000000021,1
1686731162.94019,0,0.000000018,-0.000000018,1
1686731162.98024,0,0.000000016,-0.000000016,1
1686731163.02099,0,0.000000013,-0.000000013,1
1686731163.06048,0,0.000000012,-0.000000012,1
1686731163.10131,0,0.000000011,-0.000000011,1
1686731163.14092,0,0.000000007,-0.000000007,1
1686731163.18043,0,0.000000006,-0.000000006,1
1686731163.22116,0,0.000000003,-0.000000003,1
1686731163.26105,0,0.000000002,-0.000000002,1
1686731163.30107,0,0.000000001,-0.000000001,1
1686731163.3411,0,-0.000000001,0.000000001,1
1686731163.38106,0,-0.000000002,0.000000002,1
1686731163.42027,0,-0.000000003,0.000000003,1
1686731163.46093,0,-0.000000004,0.000000004,1
1686731163.49875,0,-0.000000004,0.000000004,1
1686731163.53774,0,-0.000000005,0.000000005,1
1686731163.57753,0,-0.000000005,0.000000005,1
1686731163.61905,0,-0.000000005,0.000000005,1
1686731163.66034,0,-0.000000005,0.000000005,1
1686731163.69983,0,-0.000000005,0.000000005,1
1686731163.74033,0,-0.000000005,0.000000005,1
1686731163.78015,0,-0.000000004,0.000000004,1
1686731163.82013,0,-0.000000004,0.000000004,1
1686731163.86018,0,-0.000000003,0.000000003,1
1686731163.90011,0,-0.000000003,0.000000003,1
1686731163.94094,0,-0.000000002,0.000000002,1
1686731163.98029,0,-0.000000002,0.000000002,1
1686731164.02014,0,-0.000000001,0.000000001,1
1686731164.06095,0,-0.000000001,0.000000001,1
1686731164.10023,0,-0.000000001,0.000000001,1
1686731164.13829,0,0,0,1
1686731164.17756,0,0,0,1
1686731164.21798,0,0,0,1
1686731164.25914,0,0,0,1
1686731164.30106,0,0.000000001,-0.000000001,1
1686731164.34035,0,0.01056163,-0.01056163,1
1686731164.38109,0,0.017175697,-0.017175697,1
1686731164.42116,0,0.01986547,-0.01986547,1
1686731164.46021,0,0.019847833,-0.019847833,1
1686731164.50025,0,0.019837616,-0.019837616,1
1686731164.54104,0,0.017172808,-0.017172808,1
1686731164.57784,0,0.01600364,-0.01600364,1
1686731164.61733,0,0.015326476,-0.015326476,1
1686731164.65984,0,0.010815423,-0.010815423,1
1686731164.70021,0,0.008642531,-0.008642531,1
1686731164.73976,0,0.005410464,-0.005410464,1
1686731164.7804,0,0.003640539,-0.003640539,1
1686731164.82024,0,0.002788012,-0.002788012,1
1686731164.85984,0,0.000285792,-0.000285792,1
1686731164.90043,0,-0.001123424,0.001123424,1
1686731164.93988,0,-0.002739205,0.002739205,1
1686731164.98098,0,-0.003679379,0.003679379,1
1686731165.02135,0,-0.004061711,0.004061711,1
1686731165.06032,0,-0.005036227,0.005036227,1
1686731165.09999,0,-0.005600653,0.005600653,1
1686731165.1399,0,-0.00626142,0.00626142,1
1686731165.17999,0,-0.006617617,0.006617617,1
1686731165.22165,0,-0.0068031,0.0068031,1
1686731165.26024,0,-0.007287888,0.007287888,1
1686731165.30032,0,-0.00756867,0.00756867,1
1686731165.33999,0,-0.007909521,0.007909521,1
1686731165.38105,0,-0.008108689,0.008108689,1
1686731165.42099,0,-0.008189684,0.008189684,1
1686731165.46102,0,-0.008314612,0.008314612,1
1686731165.50132,0,-0.008374788,0.008374788,1
1686731165.54086,0,-0.00825793,0.00825793,1
1686731165.57863,0,-0.008206644,0.008206644,1
1686731165.61764,0,-0.00817694,0.00817694,1
1686731165.65758,0,-0.007606511,0.007606511,1
1686731165.70037,0,-0.007331751,0.007331751,1
1686731165.74104,0,-0.006621619,0.006621619,1
1686731165.78112,0,-0.006290301,0.006290301,1
1686731165.82037,0,-0.006144893,0.006144893,1
1686731165.86024,0,-0.00518092,0.00518092,1
1686731165.89959,0,-0.004630813,0.004630813,1
1686731165.94108,0,-0.003652579,0.003652579,1
1686731165.98025,0,-0.003242833,0.003242833,1
1686731166.02099,0,-0.002986268,0.002986268,1
1686731166.06028,0,-0.002089502,0.002089502,1
1686731166.10016,0,-0.001570107,0.001570107,1
1686731166.14103,0,-0.000800119,0.000800119,1
1686731166.1812,0,-0.000449525,0.000449525,1
1686731166.22014,0,-0.000295658,0.000295658,1
1686731166.26038,0,0.000239064,-0.000239064,1
1686731166.29831,0,0.000540077,-0.000540077,1
1686731166.33728,0,0.000886918,-0.000886918,1
1686731166.37739,0,0.001053982,-0.001053982,1
