stamp,d_fin,p_fin,s_fin,thruster
1686731166.41787,0,0.001134452,-0.001134452,1
1686731166.45918,0,0.001266144,-0.001266144,1
1686731166.50038,0,0.001329575,-0.001329575,1
1686731166.54041,0,0.001332913,-0.001332913,1
1686731166.58044,0,0.001331866,-0.001331866,1
1686731166.62009,0,0.001331362,-0.001331362,1
1686731166.6613,0,0.001193431,-0.001193431,1
1686731166.70021,0,0.001132915,-0.001132915,1
1686731166.74033,0,0.000981139,-0.000981139,1
1686731166.77993,0,0.000896651,-0.000896651,1
1686731166.81991,0,0.000855955,-0.000855955,1
1686731166.86044,0,0.000662264,-0.000662264,1
1686731166.90042,0,0.000551993,-0.000551993,1
1686731166.94001,0,0.000387923,-0.000387923,1
1686731166.9811,0,0.000290789,-0.000290789,1
1686731167.02106,0,0.000251288,-0.000251288,1
1686731167.0602,0,0.000110278,-0.000110278,1
1686731167.10136,0,0.000021983,-0.000021983,1
1686731167.13968,0,-0.00007129,0.00007129,1
1686731167.1812,0,-0.000129694,0.000129694,1
1686731167.21996,0,-0.000151334,0.000151334,1
1686731167.26,0,-0.000209595,0.000209595,1
1686731167.30085,0,-0.000242117,0.000242117,1
1686731167.34039,0,-0.000267458,0.000267458,1
1686731167.38011,0,-0.000280607,0.000280607,1
1686731167.42133,0,-0.000287455,0.000287455,1
1686731167.45964,0,-0.000277581,0.000277581,1
1686731167.50027,0,-0.000271862,0.000271862,1
1686731167.54015,0,-0.000249487,0.000249487,1
1686731167.58148,0,-0.000235767,0.000235767,1
1686731167.62028,0,-0.000207121,0.000207121,1
1686731167.66025,0,-0.00019053,0.00019053,1
1686731167.7003,0,-0.000182539,0.000182539,1
1686731167.74009,0,-0.000142572,0.000142572,1
1686731167.78099,0,-0.000117952,0.000117952,1
1686731167.82033,0,-0.00010883,0.00010883,1
1686731167.86091,0,-0.000066349,0.000066349,1
1686731167.90026,0,-0.000048096,0.000048096,1
1686731167.94136,0,-0.000016564,0.000016564,1
1686731167.98021,0,-0.000003507,0.000003507,1
1686731168.02039,0,0.000004056,-0.000004056,1
1686731168.061,0,0.000026412,-0.000026412,1
1686731168.10028,0,0.000035954,-0.000035954,1
1686731168.14011,0,0.000047628,-0.000047628,1
1686731168.18049,0,0.00005385,-0.00005385,1
1686731168.22125,0,0.00005709,-0.00005709,1
1686731168.26041,0,0.000059767,-0.000059767,1
1686731168.30106,0,0.000061443,-0.000061443,1
1686731168.34049,0,0.000059663,-0.000059663,1
1686731168.38122,0,0.000058548,-0.000058548,1
1686731168.42036,0,0.000058135,-0.000058135,1
1686731168.46018,0,0.000051253,-0.000051253,1
1686731168.50014,0,0.00004729,-0.00004729,1
1686731168.54026,0,0.000039818,-0.000039818,1
1686731168.57972,0,0.000035676,-0.000035676,1
1686731168.61776,0,0.000033681,-0.000033681,1
1686731168.6578,0,0.000024184,-0.000024184,1
1686731168.69789,0,0.000019609,-0.000019609,1
1686731168.73839,0,0.000012298,-0.000012298,1
1686731168.78046,0,0.000008776,-0.000008776,1
1686731168.82055,0,0.00000708,-0.00000708,1
1686731168.86042,0,0.000001416,-0.000001416,1
1686731168.90034,0,-0.000001785,0.000001785,1
1686731168.94111,0,-0.000005923,0.000005923,1
1686731168.98151,0,-0.000007791,0.000007791,1
1686731169.0201,0,-0.00000984,0.00000984,1
1686731169.06035,0,-0.000011026,0.000011026,1
1686731169.10045,0,-0.000011598,0.000011598,1
1686731169.14155,0,-0.000012238,0.000012238,1
1686731169.18021,0,-0.000012499,0.000012499,1
1686731169.22031,0,-0.00001265,0.00001265,1
1686731169.2607,0,-0.000011891,0.000011891,1
1686731169.30114,0,-0.000011409,0.000011409,1
1686731169.33987,0,-0.000010268,0.000010268,1
1686731169.38014,0,-0.000009608,0.000009608,1
1686731169.42103,0,-0.000009264,0.000009264,1
1686731169.4603,0,-0.000007541,0.000007541,1
1686731169.50013,0,-0.000006542,0.000006542,1
1686731169.54024,0,-0.000004972,0.000004972,1
1686731169.58035,0,-0.000004109,0.000004109,1
1686731169.62109,0,-0.00000366,0.00000366,1
1686731169.66027,0,-0.000002192,0.000002192,1
1686731169.70156,0,-0.000001272,0.000001272,1
1686731169.73997,0,-0.000000242,0.000000242,1
1686731169.78051,0,0.000000355,-0.000000355,1
1686731169.81993,0,0.000000642,-0.000000642,1
1686731169.86058,0,0.000001382,-0.000001382,1
1686731169.90081,0,0.000001796,-0.000001796,1
1686731169.94002,0,0.000002193,-0.000002193,1
1686731169.98021,0,0.000002403,-0.000002403,1
1686731170.02141,0,0.000002512,-0.000002512,1
1686731170.06104,0,0.000002554,-0.000002554,1
1686731170.10042,0,0.000002572,-0.000002572,1
1686731170.14033,0,0.000002452,-0.000002452,1
1686731170.18143,0,0.000002376,-0.000002376,1
1686731170.22029,0,0.000002156,-0.000002156,1
1686731170.26111,0,0.000002018,-0.000002018,1
1686731170.30045,0,0.000001967,-0.000001967,1
1686731170.34064,0,0.000001608,-0.000001608,1
1686731170.38016,0,0.000001402,-0.000001402,1
1686731170.42113,0,0.000001295,-0.000001295,1
1686731170.46018,0,0.000000924,-0.000000924,1
1686731170.50032,0,0.000000709,-0.000000709,1
1686731170.54056,0,0.000000412,-0.000000412,1
1686731170.58021,0,0.00000025,-0.00000025,1
1686731170.62102,0,0.000000166,-0.000000166,1
1686731170.66018,0,-0.000000058,0.000000058,1
1686731170.70066,0,-0.000000188,0.000000188,1
1686731170.74038,0,-0.000000333,0.000000333,1
1686731170.78009,0,-0.000000411,0.000000411,1
1686731170.81917,0,-0.000000448,0.000000448,1
1686731170.85905,0,-0.000000514,0.000000514,1
1686731170.89797,0,-0.000000545,0.000000545,1
1686731170.93818,0,-0.000000552,0.000000552,1
1686731170.97946,0,-0.000000556,0.000000556,1
1686731171.02017,0,-0.000000558,0.000000558,1
1686731171.06109,0,-0.000000505,0.000000505,1
1686731171.10073,0,-0.000000482,0.000000482,1
1686731171.14056,0,-0.000000421,0.000000421,1
1686731171.18018,0,-0.000000387,0.000000387,1
1686731171.2203,0,-0.00000037,0.00000037,1
1686731171.26037,0,-0.00000029,0.00000029,1
1686731171.30025,0,-0.000000244,0.000000244,1
1686731171.34052,0,-0.000000175,0.000000175,1
1686731171.38001,0,-0.000000137,0.000000137,1
1686731171.42009,0,-0.000000119,0.000000119,1
1686731171.46016,0,-0.000000057,0.000000057,1
1686731171.50055,0,-0.000000022,0.000000022,1
1686731171.53985,0,0.000000022,-0.000000022,1
1686731171.58037,0,0.000000045,-0.000000045,1
1686731171.62023,0,0.000000057,-0.000000057,1
1686731171.66049,0,0.000000083,-0.000000083,1
1686731171.70036,0,0.000000097,-0.000000097,1
1686731171.74054,0,0.00000011,-0.00000011,1
1686731171.78047,0,0.000000116,-0.000000116,1
1686731171.82152,0,0.000000119,-0.000000119,1
1686731171.86038,0,0.000000116,-0.000000116,1
1686731171.90002,0,0.000000115,-0.000000115,1
1686731171.94058,0,0.000000106,-0.000000106,1
1686731171.98102,0,0.000000101,-0.000000101,1
1686731172.01898,0,0.000000099,-0.000000099,1
1686731172.05812,0,0.000000081,-0.000000081,1
1686731172.0987,0,0.000000073,-0.000000073,1
1686731172.14124,0,0.000000056,-0.000000056,1
1686731172.1813,0,0.000000049,-0.000000049,1
1686731172.22157,0,0.000000046,-0.000000046,1
1686731172.26029,0,0.000000031,-0.000000031,1
1686731172.30029,0,0.000000023,-0.000000023,1
1686731172.34052,0,0.000000011,-0.000000011,1
1686731172.38008,0,0.000000005,-0.000000005,1
1686731172.42114,0,0.000000001,-0.000000001,1
1686731172.4599,0,-0.000000007,0.000000007,1
1686731172.50039,0,-0.000000012,0.000000012,1
1686731172.53991,0,-0.000000017,0.000000017,1
1686731172.57774,0,-0.00000002,0.00000002,1
1686731172.61767,0,-0.000000022,0.000000022,1
1686731172.65759,0,-0.000000024,0.000000024,1
1686731172.69849,0,-0.000000024,0.000000024,1
1686731172.74034,0,-0.000000024,0.000000024,1
1686731172.78041,0,-0.000000024,0.000000024,1
1686731172.82037,0,-0.000000024,0.000000024,1
1686731172.86014,0,-0.000000021,0.000000021,1
1686731172.90057,0,-0.00000002,0.00000002,1
1686731172.9401,0,-0.000000017,0.000000017,1
1686731172.9805,0,-0.000000016,0.000000016,1
1686731173.02015,0,-0.000000015,0.000000015,1
1686731173.06037,0,-0.000000011,0.000000011,1
1686731173.10035,0,-0.000000009,0.000000009,1
1686731173.14007,0,-0.000000006,0.000000006,1
1686731173.18113,0,-0.000000005,0.000000005,1
1686731173.22032,0,-0.000000004,0.000000004,1
1686731173.25989,0,-0.000000001,0.000000001,1
1686731173.30044,0,0,0,1
1686731173.33785,0,0.000000002,-0.000000002,1
1686731173.37853,0,0.000000003,-0.000000003,1
1686731173.41851,0,0.000000003,-0.000000003,1
1686731173.45831,0,0.000000004,-0.000000004,1
1686731173.50026,0,0.000000005,-0.000000005,1
1686731173.54035,0,0.000000005,-0.000000005,1
1686731173.58036,0,0.000000005,-0.000000005,1
1686731173.62021,0,0.000000005,-0.000000005,1
1686731173.65997,0,0.000000005,-0.000000005,1
1686731173.70073,0,0.000000005,-0.000000005,1
1686731173.74023,0,0.000000004,-0.000000004,1
1686731173.78033,0,0.000000004,-0.000000004,1
1686731173.82,0,0.000000004,-0.000000004,1
1686731173.8611,0,0.000000003,-0.000000003,1
1686731173.90038,0,0.000000003,-0.000000003,1
1686731173.94055,0,0.000000002,-0.000000002,1
1686731173.98035,0,0.000000002,-0.000000002,1
1686731174.02028,0,0.000000002,-0.000000002,1
1686731174.06049,0,0.000000001,-0.000000001,1
1686731174.09904,0,0.000000001,-0.000000001,1
1686731174.13795,0,0,0,1
1686731174.1779,0,0,0,1
1686731174.21821,0,0,0,1
1686731174.25986,0,-0.000000001,0.000000001,1
1686731174.30286,0,-0.000000001,0.000000001,1
1686731174.34032,0,-0.012433533,0.012433533,1
1686731174.38025,0,-0.019636119,0.019636119,1
1686731174.42076,0,-0.023105577,0.023105577,1
1686731174.46055,0,-0.023439167,0.023439167,1
1686731174.50034,0,-0.02346942,0.02346942,1
1686731174.54064,0,-0.02078444,0.02078444,1
1686731174.58119,0,-0.019101676,0.019101676,1
1686731174.62043,0,-0.018478163,0.018478163,1
1686731174.66016,0,-0.013910225,0.013910225,1
1686731174.70016,0,-0.011299697,0.011299697,1
1686731174.73997,0,-0.007668253,0.007668253,1
1686731174.7779,0,-0.005687563,0.005687563,1
1686731174.81749,0,-0.004733515,0.004733515,1
1686731174.85776,0,-0.002004544,0.002004544,1
1686731174.89827,0,-0.000690064,0.000690064,1
1686731174.94032,0,0.000740145,-0.000740145,1
1686731174.98009,0,0.001429038,-0.001429038,1
1686731175.02015,0,0.00176086,-0.00176086,1
1686731175.05997,0,0.002252373,-0.002252373,1
1686731175.10039,0,0.002521465,-0.002521465,1
1686731175.18058,0,0.002756615,-0.002756615,1
1686731175.22043,0,0.002794301,-0.002794301,1
1686731175.26013,0,0.002775075,-0.002775075,1
1686731175.30036,0,0.002762169,-0.002762169,1
1686731175.34039,0,0.002760023,-0.002760023,1
1686731175.38055,0,0.002759387,-0.002759387,1
1686731175.4205,0,0.00275908,-0.00275908,1
1686731175.46033,0,0.002870661,-0.002870661,1
1686731175.50002,0,0.002935301,-0.002935301,1
1686731175.54041,0,0.003119525,-0.003119525,1
1686731175.58133,0,0.003231596,-0.003231596,1
1686731175.6201,0,0.003273122,-0.003273122,1
1686731175.65994,0,0.003626953,-0.003626953,1
1686731175.70053,0,0.003829541,-0.003829541,1
1686731175.73975,0,0.00422028,-0.00422028,1
1686731175.78129,0,0.004454656,-0.004454656,1
1686731175.81994,0,0.004541499,-0.004541499,1
1686731175.86033,0,0.005080267,-0.005080267,1
1686731175.90029,0,0.00538741,-0.00538741,1
1686731175.94045,0,0.005894131,-0.005894131,1
1686731175.98057,0,0.00617319,-0.00617319,1
1686731176.02043,0,0.006307605,-0.006307605,1
1686731176.06044,0,0.006825828,-0.006825828,1
1686731176.10014,0,0.007119663,-0.007119663,1
1686731176.13785,0,0.007475538,-0.007475538,1
1686731176.1778,0,0.007667854,-0.007667854,1
1686731176.21759,0,0.007760488,-0.007760488,1
1686731176.25768,0,0.007840841,-0.007840841,1
1686731176.29867,0,0.007879546,-0.007879546,1
1686731176.3402,0,0.00769308,-0.00769308,1
1686731176.38037,0,0.007603265,-0.007603265,1
1686731176.42033,0,0.007560004,-0.007560004,1
1686731176.46049,0,0.006967549,-0.006967549,1
1686731176.50138,0,0.006598778,-0.006598778,1
1686731176.54026,0,0.005919593,-0.005919593,1
1686731176.5808,0,0.005526219,-0.005526219,1
1686731176.62028,0,0.005336742,-0.005336742,1
1686731176.66026,0,0.004380138,-0.004380138,1
1686731176.74028,0,0.002982925,-0.002982925,1
1686731176.78016,0,0.002515028,-0.002515028,1
1686731176.82108,0,0.002271378,-0.002271378,1
1686731176.8602,0,0.001467237,-0.001467237,1
1686731176.90018,0,0.00100149,-0.00100149,1
1686731176.94038,0,0.000390848,-0.000390848,1
1686731176.98041,0,0.000059048,-0.000059048,1
1686731177.02036,0,-0.000100771,0.000100771,1
1686731177.06042,0,-0.000530272,0.000530272,1
1686731177.10019,0,-0.000771526,0.000771526,1
1686731177.14041,0,-0.001016085,0.001016085,1
1686731177.18048,0,-0.001146398,0.001146398,1
1686731177.2201,0,-0.001209166,0.001209166,1
1686731177.26032,0,-0.001268842,0.001268842,1
1686731177.29984,0,-0.001300457,0.001300457,1
1686731177.34043,0,-0.001264029,0.001264029,1
1686731177.3802,0,-0.001241445,0.001241445,1
1686731177.42024,0,-0.001230567,0.001230567,1
1686731177.46044,0,-0.001084053,0.001084053,1
1686731177.50034,0,-0.000999704,0.000999704,1
1686731177.53922,0,-0.000841099,0.000841099,1
1686731177.57808,0,-0.000753199,0.000753199,1
1686731177.61901,0,-0.00071086,0.00071086,1
1686731177.6599,0,-0.00050974,0.00050974,1
1686731177.70024,0,-0.000412866,0.000412866,1
1686731177.74019,0,-0.000267807,0.000267807,1
1686731177.77992,0,-0.000188342,0.000188342,1
1686731177.82013,0,-0.000150065,0.000150065,1
1686731177.86058,0,-0.000027852,0.000027852,1
1686731177.90132,0,0.000046728,-0.000046728,1
1686731177.94148,0,0.000129698,-0.000129698,1
1686731177.98006,0,0.000166112,-0.000166112,1
1686731178.02082,0,0.000187202,-0.000187202,1
1686731178.05884,0,0.00022885,-0.00022885,1
1686731178.09869,0,0.000251981,-0.000251981,1
1686731178.14062,0,0.000265863,-0.000265863,1
1686731178.18018,0,0.00027255,-0.00027255,1
1686731178.22038,0,0.000275771,-0.000275771,1
1686731178.26035,0,0.000259046,-0.000259046,1
1686731178.30072,0,0.000249208,-0.000249208,1
1686731178.34124,0,0.000220769,-0.000220769,1
1686731178.3805,0,0.000208639,-0.000208639,1
1686731178.42044,0,0.000201613,-0.000201613,1
1686731178.46042,0,0.000163104,-0.000163104,1
1686731178.50007,0,0.000141131,-0.000141131,1
1686731178.54033,0,0.000106661,-0.000106661,1
1686731178.58023,0,0.000087728,-0.000087728,1
1686731178.62017,0,0.000078609,-0.000078609,1
1686731178.66017,0,0.000045805,-0.000045805,1
1686731178.70023,0,0.000027235,-0.000027235,1
1686731178.74027,0,0.000003337,-0.000003337,1
1686731178.77989,0,-0.000009632,0.000009632,1
1686731178.8213,0,-0.000016386,0.000016386,1
1686731178.86126,0,-0.000033295,0.000033295,1
1686731178.89997,0,-0.000040716,0.000040716,1
1686731178.93879,0,-0.000049134,0.000049134,1
1686731178.98028,0,-0.000053591,0.000053591,1
1686731179.02032,0,-0.000055737,0.000055737,1
1686731179.06116,0,-0.000056527,0.000056527,1
